g_uk_datazone,g_uk_easting,g_uk_northing
E01019570,437482.9,372988.6
E01008770,437473.6,552218.5
E01023219,437472.5,145574.9
E01008677,437471,566124.6
E01007848,437463.1,391431.8
E01007403,437462.8,406912.4
E01013518,437460.7,331587.4
E01007803,437454.5,395647.9
E01019477,437449.8,354378.8
E01027607,437439.8,492928.1
E01023200,437434.4,122029
E01020790,437430.7,538618.1
E01007402,437428.1,407477.8
E01008820,437418.8,558362.8
E01020827,437411.3,535679.3
E01019834,437408.6,328624.8
E01027612,437404.7,494347.8
E01009535,437402.4,277848.1
E01007886,437397.5,387088.8
E01009537,437392.1,277486
E01008761,437387.8,555825.6
E01028720,437386.6,187324.1
E01007877,437381.8,389771.3
E01011879,437372.6,423329.6
E01013516,437370.6,330481
E01008097,437359.9,385341.7
E01031199,437357.4,258853.6
E01013537,437347.3,337216.8
E01009536,437338.8,278200.4
E01011411,437335.6,433341.9
E01016303,437334.8,175493
E01023170,437325.3,116115.5
E01019556,437322.6,370748.8
E01017240,437322.4,113889.3
E01009718,437321.8,279233.7
E01007389,437301.5,400177.4
E01007881,437294,386282.4
E01023205,437290.2,146715.3
E01019429,437277.9,350638.4
E01013504,437277.7,332490.2
E01008675,437277.1,566433.1
E01009712,437276.8,280347.3
E01013575,437271.9,338786.9
E01007392,437256.2,401215.5
E01009713,437253.7,279996.6
E01007876,437243.2,389147
E01019537,437237.3,372482.6
E01023155,437229.7,148351
E01008777,437226.1,553593.5
E01008103,437221.3,384590.2
E01019671,437216.6,340498.3
E01019539,437214.9,371990.1
E01023207,437213.7,121021.1
E01009586,437213.3,282444
E01013472,437198.9,333245.3
E01008827,437180.8,554629.6
E01008680,437176.7,565097.6
E01008756,437161.3,556939.1
E01031201,437154.2,259941.3
E01008762,437150.1,557297.5
E01009708,437145.2,278807.3
E01007857,437141.4,392555.9
E01019828,437137.3,367845.8
E01013478,437137,334590.5
E01009533,437130.9,276973.8
E01007940,437127.5,390502.2
E01008620,437119.2,561471.5
E01008691,437118.2,563183.1
E01013533,437116.2,337507
E01013521,437112,331312.4
E01007391,437110.7,400528
E01019544,437107,373728.9
E01023157,437106.1,147037.7
E01020809,437102.9,533607.3
E01009581,437099.5,281581.2
E01013532,437092.1,338165.3
E01008819,437091.3,559010.4
E01009539,437090.7,276597.2
E01023215,437090.1,145084.2
E01007878,437088.8,386852.6
E01019540,437087.2,371587.2
E01007851,437071.2,391198.6
E01008825,437067.2,555182.6
E01008682,437041.1,564347.8
E01007849,437037.1,391950.4
E01007433,437034.3,411363.4
E01009709,437026.5,281170.3
E01008673,437023.2,565606.1
E01008054,437020.1,393024.5
E01027608,437018.5,493883.2
E01007979,437013.2,384087.1
E01008597,437012.9,567026.6
E01008076,437012.3,382947.6
E01008055,437011.5,393459
E01008676,437011.2,566392.6
E01031102,437005.4,292189
E01031052,436999.7,291230.9
E01008776,436993.3,553931.3
E01023203,436984.3,146139.4
E01019554,436980.4,370989.8
E01008077,436980.1,382602.7
E01031053,436973.3,290876.8
E01019589,436962,369692.2
E01031117,436961.8,290129.3
E01008808,436958.6,552405.3
E01011815,436956.8,420806.3
E01011722,436944.3,435966.3
E01013497,436940.6,332391.2
E01013517,436940.4,331690.7
E01011774,436935.4,418624.1
E01008758,436914.8,555817.6
E01007944,436914.2,390407.7
E01009584,436911.2,283277.8
E01008822,436910.6,559311.9
E01023208,436908.4,121800
E01008075,436898.5,383434.7
E01011407,436894.8,435402.4
E01011418,436889.8,433229.8
E01031280,436888.7,270711.9
E01007440,436887.9,411766.7
E01008560,436885.8,569543
E01027606,436884.3,493108.8
E01020812,436874.1,534189.1
E01019410,436868.8,347805.4
E01007395,436866.3,401486.7
E01008100,436851.9,384987.9
E01008678,436850.5,565842.3
E01009716,436839.2,279517.7
E01023174,436836,122360.9
E01023209,436830.1,121485
E01011637,436828.5,428950.2
E01007882,436827.4,386458.4
E01008595,436818.1,566668.6
E01011412,436813.8,434065.2
E01028486,436799.9,233346.4
E01008616,436794.8,561472.6
E01013538,436773.3,336634.8
E01027611,436773.2,494751.1
E01031112,436770.5,293084.4
E01009534,436768.3,277366
E01008690,436767.2,562756.5
E01008773,436766.4,553261.8
E01008829,436757.3,554661.1
E01008812,436754.1,556405.1
E01007405,436753.6,406884.5
E01007885,436752.3,387587.6
E01013535,436751.1,337266.8
E01007406,436750.8,408517.3
E01019428,436746.8,350032.1
E01008598,436744,567656.7
E01019412,436743.8,348361
E01019586,436742.7,370176.9
E01023154,436739.9,147612.8
E01027605,436736.3,493594
E01009714,436733.4,280203.5
E01007320,436723.6,405511.7
E01008688,436723.6,563306.4
E01013531,436723,338284.5
E01028812,436721.8,210484.7
E01031095,436717.8,287064.1
E01023202,436714.4,145649.1
E01008668,436705.9,566219.7
E01031114,436699,292735.8
E01007322,436697.2,405842.9
E01008558,436681.3,569319.3
E01007317,436669.5,405012.6
E01011723,436669.5,436182.1
E01019555,436667,371094
E01009579,436663.3,281809.3
E01007404,436662.6,407581.2
E01008596,436652.6,567253.3
E01007949,436651.3,390756.4
E01019778,436645.9,379365
E01011409,436643,434772.2
E01007873,436640.4,389609.1
E01008062,436629.6,391744.6
E01008679,436621.4,565191.8
E01008057,436619.6,393206.8
E01009577,436617.8,282381.3
E01023217,436615.5,144835.4
E01013583,436615.3,333070.4
E01011419,436614.5,433030.2
E01009618,436610,278967.8
E01019562,436608.2,372228.4
E01023153,436606.5,147060.6
E01019543,436605,373977.2
E01008059,436601.6,392308.4
E01020811,436592.9,531877.7
E01008095,436586.8,385847.1
E01019411,436584.2,347914.8
E01019541,436577,373232.4
E01007948,436554.3,391286.2
E01028810,436552.2,209271.7
E01008778,436547.2,553635.3
E01011406,436533.4,435187.5
E01028811,436526,209692.1
E01008746,436525.1,545972.1
E01013530,436507.3,338244.4
E01020789,436502.7,539308.4
E01008683,436502.5,565604.3
E01009540,436501.9,276942.2
E01009541,436497.9,276152.9
E01009613,436496.3,279522.8
E01007390,436494.6,400223.4
E01028779,436490,217208.3
E01007942,436489.9,390301.3
E01031097,436479,286433
E01007977,436477.3,384500.8
E01011713,436456.8,443121.8
E01009599,436453.9,281503.7
E01025917,436450.6,317228.3
E01008815,436450.1,556985.4
E01011721,436444.2,436569.9
E01008599,436437.5,567803.9
E01008689,436433.9,562856.1
E01007436,436431.1,410535.2
E01008562,436430.2,570162.7
E01009585,436429.7,282621.8
E01031066,436422.7,287589.3
E01023206,436417.1,121086.5
E01008592,436414.4,564578
E01008060,436409.3,392494.8
E01008774,436406.9,553134.5
E01011414,436405.8,433762.7
E01007462,436401.6,404310.7
E01008664,436401.1,565945
E01007879,436395,386806.7
E01008842,436389.2,559025.8
E01009657,436387.3,280079.6
E01013591,436383.9,333661.4
E01031118,436377,289829.4
E01008824,436376.8,554072.9
E01008813,436369.6,555949
E01008101,436361.8,384930.3
E01013536,436360,337037.7
E01007434,436359.1,411624
E01011408,436356,434440.5
E01019447,436351.8,345014.7
E01011638,436350.3,428974.4
E01008617,436350.2,561214.9
E01008078,436346.8,382420.3
S01005513,436344.2,1152931
E01009711,436340.4,280609.8
E01007437,436327.5,410023.8
E01023176,436319.8,121795.6
E01025914,436318.2,316020.1
E01011635,436311.2,428142.2
E01020791,436307.5,539791.5
E01011724,436306.3,435886.3
E01023165,436305.5,154129.1
E01031113,436303,293450.3
E01008732,436301.9,555314.1
E01023204,436298.2,145580.1
E01008692,436293.2,563378.4
E01031043,436291.5,291834.8
E01008096,436286.3,385418.2
E01007874,436285.7,388973.7
E01009542,436281.2,276550.7
E01020810,436280.7,532193.1
E01008816,436278.4,556657.8
E01027725,436277.2,450015.3
E01008496,436268.8,571315.7
E01027615,436267.2,492476.3
E01023085,436259.7,112356.6
E01031116,436258.3,290339.9
E01028815,436257.1,210841.6
E01019670,436256.5,342109.4
E01019557,436252.4,372898.8
E01023156,436239.8,147084.1
E01007318,436239.1,405318.2
E01031096,436235.9,286905.3
E01019588,436231.3,369732.3
E01008667,436226,566965.5
E01019784,436220.7,377612.7
E01009614,436216.9,279410.3
E01023216,436216.3,145160.5
E01027670,436208.4,457164.5
E01008563,436205.1,569828.8
E01031065,436200.7,287905.2
E01007947,436197.1,391049.6
E01008587,436188.7,571829.2
E01009663,436187.6,281111.8
E01008061,436187,392063.8
E01027671,436182.2,456403.9
E01008591,436179.5,564764.4
E01019782,436178.3,378433.1
E01023077,436177.3,113286.3
E01019779,436175.8,379366.1
E01011708,436169.4,444549.8
E01008823,436168.4,554239.9
E01008594,436165.8,564074.1
E01008666,436156.5,566078.4
E01017354,436153.4,89511.58
E01028737,436152,196990.1
E01031119,436148.6,291294.5
E01008839,436136.9,559354.1
E01023185,436136.8,130885.3
E01007458,436130.4,403874.7
E01019590,436129.9,371462.8
E01023184,436126.6,128682.1
E01011311,436123.1,440682.6
E01019587,436119,370058.7
E01009611,436113.3,277933.2
E01007872,436110.5,389854.1
E01027616,436109.4,493213.1
E01031301,436099,265506.8
E01019560,436094.2,372060.8
E01008693,436092,558338.9
E01007869,436081.4,389390.9
E01019591,436078,370729.1
E01028504,436076.9,238332.7
E01008561,436075.3,568698.2
E01008810,436061.4,556289.4
E01008775,436056.3,552515.1
E01023218,436052.6,144543.1
E01007400,436048.5,407890.3
E01023199,436045.5,121060.1
E01009617,436042.1,278905.1
E01013590,436037.2,333687.2
E01008590,436035.3,564481.1
E01031115,436035.2,290942.6
E01019413,436020.3,348629.9
E01011718,436002.1,437415
E01028778,436001.8,219573.4
E01011631,435993.7,428640.2
E01007880,435987.8,386961.6
E01007416,435981.4,405009.9
E01008081,435979.1,380803
E01008772,435978.4,553197.1
E01013482,435976.2,335415.4
E01009605,435960.3,282893.8
E01007438,435959.9,411926
E01008731,435959.8,555651.8
E01008609,435958.5,563214.4
E01031064,435954.3,287002.2
E01008495,435951.9,570821.9
E01009607,435948.5,282107.9
E01023175,435944,122046.9
E01025915,435936,316581.4
E01008665,435932.7,565497.1
E01008063,435932.3,391780.6
E01007976,435929.8,384641
E01011720,435924.1,436829.6
E01023181,435918.7,147428.6
E01007397,435918.3,400468.5
E01023084,435916.1,112696.9
E01028777,435901.8,219632.9
E01008559,435895,569100.4
E01009654,435889.4,280399.5
E01007335,435885.9,407289
E01011714,435878,437977.9
E01008588,435873.6,571930.6
E01011345,435871.8,434588.4
E01007884,435869.5,387393.4
E01011941,435869.1,416814.9
E01008058,435868,393308.5
E01009546,435864.4,275981.2
E01009620,435863.8,278594
E01028814,435861.3,210620.5
E01011416,435860.9,433688.2
E01019409,435858.4,348232.3
E01023078,435857.1,113899.9
E01019418,435856.5,346732.1
E01027614,435846.3,492803.1
E01008841,435832.1,559360.1
E01023190,435825.5,145639.5
E01011665,435820.2,435452.3
E01011666,435816.9,435001.8
E01009600,435805.8,283894.5
E01007396,435800,400135.3
E01023182,435799.9,146812
E01009616,435795.5,279170.4
E01013486,435783.6,334514.9
E01009658,435780.6,279992
E01008493,435779,570325.9
E01011413,435773.6,434061.4
E01031046,435771.2,291791.4
E01019785,435762.6,377471.8
E01023150,435760,121415.8
E01009612,435751.5,277735.1
E01008497,435750.3,571201.2
E01008099,435750,385386.2
E01008744,435745.5,546207
E01027668,435735.6,457128.5
E01011640,435735.1,428958.3
E01008120,435732.5,392330.1
E01020830,435730,528939.9
E01008053,435722.4,393107.4
E01007891,435719.5,395749.2
E01007941,435714.5,390766.3
E01007984,435712.1,383857.2
E01008614,435710.5,561647.1
E01008139,435709.4,393646.8
E01009602,435703.8,283563.9
E01008733,435698.5,554915.7
E01008671,435695.6,565164.1
E01008697,435692.7,558038.9
E01007435,435689.2,411305.9
E01031044,435684.4,292430.8
E01007461,435681,404319.3
E01012345,435679.1,512874.7
E01031099,435673,284946.7
E01008593,435669.8,563998.1
E01007875,435669.5,388752.3
E01008079,435669.5,381614.7
E01023160,435666.7,142727.5
E01019408,435665.2,347781.3
E01007327,435664.9,409080.6
E01031098,435661.3,285784.7
E01011661,435658.8,436267.5
E01009664,435647.5,281075.8
E01028485,435646.3,233356.8
E01028813,435639.9,210963.3
E01008584,435635.9,572253.7
E01019781,435631.8,379153.1
E01008589,435630.7,571712.3
E01008745,435628.5,546624.6
E01023074,435623.9,113491.1
E01008606,435620,562963.4
E01011420,435619.5,432857.6
E01009608,435617.6,282329.3
E01013487,435616.5,334214.3
E01031047,435608.1,291571.2
E01011875,435603,425145
E01008082,435597.3,380863.4
E01027704,435582.5,454130.5
E01019561,435581.7,372345.4
E01009621,435574.4,278211.6
E01007894,435574.1,396408.3
E01007975,435574.1,384944.2
E01008729,435567.9,555293
E01028818,435567.9,209091.8
E01008138,435567.6,393890.9
E01023183,435566.8,146366.9
E01008719,435566.1,548112.6
E01011717,435562.2,437842.9
E01007870,435557.7,389296.8
E01013525,435550.7,337440.3
E01028792,435548.8,213312.7
E01009655,435538.9,280614
E01031107,435538.5,287973.3
E01013481,435536.3,334907.7
E01023086,435536,112525.9
E01008135,435530.1,394538.5
E01008837,435525.7,559671.4
E01007334,435523,407457.4
S01005518,435519.4,1168478
E01007980,435518.5,384407.7
E01007827,435515,383024.9
E01031109,435510.3,287658
E01008524,435505.1,568400.9
E01011946,435497.5,417198.4
E01028807,435496.8,210057.5
E01009610,435493.9,281802
E01009660,435489,279599.6
E01025918,435483.1,317329.2
E01008607,435482.7,563316.4
E01009604,435477.1,282969.6
E01008110,435459.9,386493.4
E01008742,435452,547325.6
E01023187,435451,145407.7
E01008730,435450.4,555923.6
E01019430,435444.6,351496
E01031105,435435,287206.6
E01009615,435434.7,279115.9
E01019416,435423.5,348541
E01020829,435421.5,529467.9
E01019592,435409.1,370720.9
E01008529,435403.8,568795.6
E01025916,435402.8,317037.3
E01008694,435402.5,558772.6
E01013463,435401.7,340174.2
E01008056,435401.3,392879.4
E01011636,435400.3,427456.1
E01019593,435400,369680.6
E01008814,435396.3,556961.3
E01019786,435393.5,378278.7
E01009547,435389.8,276860.3
E01008084,435384.8,380476.7
E01013584,435383.2,332603.1
E01007439,435378.3,411655.9
E01023151,435376.8,121105.8
E01007463,435375.9,403940.8
E01019558,435375.6,372631
E01027676,435372.9,457792.4
E01008527,435362.6,569196.9
E01013569,435360,333727.1
E01011417,435349.7,433498.5
E01031063,435347.3,286839.8
E01008811,435346.7,556521.2
E01007401,435342.6,408177
E01007830,435338.9,383368.7
E01009662,435328.7,281343.8
E01020828,435322.1,527669.7
E01008544,435316.1,567947.1
E01023188,435314.5,144784
E01007871,435314.4,389844.8
E01019780,435304.1,379023.9
E01031049,435295.3,290476.6
E01008734,435294.7,554828.1
E01013523,435289.3,336874.7
E01019783,435278.9,377808.7
E01009656,435273.1,280189.7
E01027672,435272.9,456047.2
E01008108,435269.5,385617.3
E01007337,435267.3,406131.3
E01028795,435265.8,229494.1
E01013484,435255.8,334747.7
E01007896,435255.1,395789
E01031045,435246.3,291886.1
E01008585,435245.2,572092.4
E01007946,435245.1,391423
E01007326,435244.5,409045
E01008718,435239.4,548487.6
E01007943,435236.2,390519.5
E01007978,435230.6,384732.9
E01031080,435224.2,285702.9
E01011659,435224.1,436470.3
E01013480,435221.9,335554.1
E01007339,435221.7,405713.5
E01007945,435216.2,391079.2
E01009606,435215.4,282423.8
E01008070,435208.5,387602.6
E01031059,435207,291356.6
E01019772,435206.3,368339.4
E01008494,435204.7,570378.3
E01013479,435204,336218.4
E01023179,435199.4,146086.3
E01025919,435199.3,316002.3
E01011663,435198.4,435508.4
E01023075,435185.3,113162.1
E01013567,435181.6,334174.5
E01008498,435180.1,570877.8
E01007833,435179.9,381774.1
E01008669,435179.9,563805.1
E01027688,435161.3,469570.1
E01013526,435154.7,338662.1
E01023152,435153.5,121338.1
E01008672,435147.3,564359.7
E01027675,435146.3,458100.1
E01007889,435137,397099
S01005496,435136.3,1135677
E01028819,435131.5,209488.7
E01009659,435127.9,279670.5
E01007985,435127.6,383882.3
E01031062,435126.3,286663
E01009661,435123.3,279196.8
E01009619,435118.7,278248.7
E01008109,435118.2,385912.3
E01008539,435115.5,567125.7
E01011664,435115.5,435809.6
E01008696,435114.4,558019.6
E01011415,435111.6,433497.1
E01027669,435111.3,457284.9
E01008838,435109.9,559573.2
E01008586,435101.2,572375.4
E01008698,435096.7,559251.1
E01008615,435094.5,561090.9
E01007895,435094.1,396129.4
E01008605,435090.9,563131
E01009601,435090.3,283886.4
E01011716,435086.6,438152
E01008610,435086.3,561606.6
E01025920,435074.2,316818.8
E01023076,435074,113953
E01023087,435073.3,112242.3
E01007414,435071.8,405332.3
E01008525,435060.1,569513.1
E01009609,435058.9,281877.9
E01025921,435058,316081
E01008550,435057.9,572829.6
E01008119,435057.8,392678.7
E01007832,435057.4,382973.9
E01011657,435046.6,437208
E01008483,435035.3,568262.2
E01011667,435027,435161.7
E01013571,435018.9,333531.4
E01008123,435008.9,391705.3
E01031079,435003.5,285829.7
E01011343,435002.8,434790.2
E01008699,434997.1,558944.9
E01008695,434982.8,558298.9
E01009603,434977.1,283338.7
E01013461,434971.1,339621.7
E01019559,434964.2,372058.8
E01027673,434962.6,456845
E01019407,434961,347555
E01008528,434960.3,568964.1
E01031051,434946.1,291013.8
E01013566,434945.2,334514.8
E01007981,434941.1,384347.6
E01019419,434940.4,345646.8
E01023079,434938.3,114530.4
E01007460,434930,404596.6
E01008748,434930,547639.5
E01007890,434928,396531.3
E01023186,434928,145098.9
E01007325,434925.9,409729.4
E01008071,434918.5,387157.7
E01011627,434913.1,428640.1
E01031108,434908.1,287621.8
E01008112,434904,385198.5
E01023169,434901.9,147146.2
E01013483,434893.2,335079.8
E01013485,434882.2,334852.8
E01008545,434865.9,567576.1
E01007398,434865.4,402051.1
E01008743,434859.3,546661.6
E01011876,434858.8,423804.6
E01028801,434842.1,203314.8
E01009636,434834.8,279621
E01019415,434833.8,348085.6
E01008083,434822.1,380698.7
E01008105,434820.9,385845.9
E01008714,434816.1,549682.3
E01019417,434814.7,346860.5
E01007338,434804.4,405779.6
E01007986,434800.9,383412.3
E01008114,434792.1,386768.3
E01028808,434792.1,210193.4
E01013570,434786.3,333855.1
E01019424,434782.6,354021.7
E01028816,434778.9,209218.8
E01009569,434772.3,281306.3
E01011660,434764.1,436242.2
E01007459,434762.6,403968
E01011911,434758.2,421469.1
E01008670,434756.4,563826.4
E01023072,434755.5,112953.8
E01008121,434748.1,392222.6
E01011944,434748,418737.6
E01013528,434747.3,337306
E01008080,434742,381348.1
E01011656,434736,437244.3
E01023088,434734.8,113537.5
E01008554,434733.7,571682
E01019793,434727.4,378174.9
E01028784,434720.9,207943.2
E01013568,434718.3,334119.7
E01008546,434712.4,573264
E01011942,434711,413940.8
E01008840,434705.3,559600.8
E01009571,434699.2,281056.8
E01023080,434695.6,114989.9
E01007950,434694.8,391065.1
E01013587,434694.3,331685.3
E01008113,434683.8,385153.6
E01009640,434681.3,279898.4
E01020729,434675.4,541503.4
E01008530,434666.8,568577.2
E01009544,434665.8,276988.1
E01009633,434664.3,278484.2
E01008523,434663,572902.1
E01013527,434657.7,337919.1
E01008106,434657.2,386278.4
E01008555,434656.8,571217
E01031060,434656.8,291505.8
E01013573,434655.5,333090
E01013456,434654.1,335480.3
E01008608,434649.3,563337.3
E01011628,434643.5,428916.6
E01008551,434640.8,574047.6
E01008520,434637.6,572363.3
E01008094,434629.8,390590.6
E01013524,434621.8,336714.4
E01009564,434614,282429.9
E01008122,434604.7,391707.7
E01019769,434602.2,363410.8
E01008117,434600.9,392865.8
E01007413,434600.6,405225.7
E01007410,434600.3,407376.9
E01007324,434599.2,409451
E01017313,434597,86327.15
E01008613,434592.3,561754.5
E01023083,434586.5,114316
E01008125,434585.4,393302.3
E01013565,434584.6,334535.8
E01019423,434570.8,354628.5
E01013460,434568.2,335909.9
E01007831,434567.6,382773.3
E01007399,434559.8,401116.2
E01008107,434555,385826.7
E01019426,434545.7,342992.7
E01011917,434540.1,419484.1
E01031050,434534.6,290064.5
E01009589,434531.8,284036.6
E01007407,434527.7,408158.5
E01011878,434526.9,424383.9
E01011914,434525.1,420987.3
E01007323,434523.5,410136.8
E01012346,434523.3,513797
E01011649,434519.6,439751.1
E01009572,434518.2,280518.7
E01031075,434514.3,292587.8
E01013585,434514.2,332048.7
E01011909,434509.9,421948.3
E01007887,434509.8,396489.8
E01031048,434509.2,290868.7
E01008716,434508.3,549014.3
E01031205,434497.9,252247.2
E01028817,434491.3,209161.5
E01031089,434491.3,286037.5
E01031057,434490.6,291953
E01011947,434490.5,417753
E01013589,434490.4,330650.2
E01027736,434486.2,476374.8
E01007336,434485.2,406694.4
E01012344,434484.9,513135
E01011662,434483.4,435613
E01008556,434481,570555.4
E01011620,434478.9,433073.3
E01009635,434474.8,278929
E01007983,434473.9,383905.2
E01008526,434473.3,569166.9
E01031106,434469.6,286828.1
E01011658,434458.3,436766.5
E01011880,434454.7,422858.7
E01008715,434451.7,549780.6
E01031302,434448,264216.1
E01009575,434433.7,282745.6
E01008051,434427.5,385091.6
E01011616,434426.2,433510.9
E01007828,434422.6,383101
E01007424,434420,400121
E01011341,434418.6,434118.9
E01008557,434414.3,569914.6
E01007897,434412.9,395892
E01008485,434405.1,567912
E01011629,434404.6,428532.8
E01031207,434400.5,255833.1
E01008065,434400.4,387967
E01007340,434399.1,406236.1
E01019843,434386,321917
E01008124,434382.2,391282.2
E01009639,434372.1,279787.3
E01013467,434369.9,339057.8
E01009567,434367.7,281712
E01007901,434362.1,397006.4
E01008042,434359.4,384589.2
E01023180,434353.8,146122.2
E01008717,434344.8,549184.9
E01009634,434342.5,278530.2
E01007916,434337.4,380704
E01028809,434334.3,209830.8
E01008068,434331.1,387572.2
E01031061,434329.5,291188.6
E01008553,434325.3,571772.3
E01008115,434312.2,386836.7
E01013457,434311.7,335286.8
E01013572,434308.5,333079.1
E01023073,434308.1,112841
E01023089,434306.5,113540.9
E01008549,434301,573490.4
E01007823,434298.4,381279.1
E01011633,434297.4,427944.2
E01008612,434291,562493.3
E01008482,434290.7,568184.8
E01013588,434289.9,331272.8
E01031279,434281,268247.3
E01008603,434280.7,563170.9
E01011910,434277.9,421552
E01009570,434276.1,281159.8
E01009641,434275.9,279300.1
E01007411,434273.6,409242
E01007829,434272.3,383532.4
E01013459,434262.8,334465.6
E01011639,434262,429092.5
E01009637,434245.1,280020.6
E01008118,434244.4,392140.5
E01008072,434238.3,388465.7
E01019795,434236.1,378555.8
E01013529,434234.3,337593.6
E01013554,434233.3,336361.2
E01008111,434232.1,385853.4
E01027592,434218.2,504546
E01020700,434210.8,536604.8
E01013462,434207.3,339911
E01007834,434206.4,382314.2
E01008046,434187.3,384084
E01027646,434185.3,460854.4
E01013522,434175.5,336858.5
E01008116,434174.3,392694.5
E01019427,434169.7,343831.5
E01008601,434161.9,564210.4
E01009551,434158.9,277256.6
E01008517,434149.6,572336.9
E01011908,434147.1,419457.4
E01011945,434145.9,418261
E01008602,434145.4,563653.8
E01023082,434144.3,114343.2
E01009565,434142.2,282012.8
E01013493,434134.9,332581.3
E01013469,434130.9,338531.8
E01008611,434124.5,562041
E01031087,434120.3,286280
E01028822,434120.1,209110
E01008486,434106.6,568791.6
E01013453,434090.8,335883.7
E01007417,434085.3,405945.9
E01008720,434084.1,551059.8
E01011624,434082.3,432936.6
E01031058,434078.3,291615.1
E01028821,434067.7,209554.6
E01008541,434057.2,567331.3
E01013464,434056.7,339503.1
E01007409,434055.3,407114.6
E01011915,434053.3,420785.7
E01007888,434050.1,396685.2
E01023189,434041.8,145520.6
E01007898,434038,397855
E01007824,434037.5,381676.1
E01008045,434033.5,384415.1
E01008090,434032,391604.5
E01009545,434031,276827.5
E01019414,434023.5,348508.8
E01011948,434021.4,417257.7
E01008137,434017.3,393819.6
E01008104,434007.2,386569.8
E01011425,434006.8,436161.6
E01013454,434006.3,335517.8
E01009568,433984.5,281726.2
E01009562,433975.8,276486
E01008794,433973.1,552678.2
E01008052,433971.9,384915.9
E01008092,433971,391008.3
E01007919,433955.1,380623.7
E01011632,433940.3,428625.9
E01019425,433938.7,343096.4
E01022977,433929,110846.5
E01016298,433927.4,169215.4
E01007893,433923,396181.5
E01013586,433920.4,331515.8
E01009638,433917,279570.3
E01023090,433916.7,113312.4
E01027674,433914.8,457808.3
E01013488,433901.1,333203.4
E01008522,433900.9,571865.3
E01013458,433900.2,334715.2
E01011873,433892.6,424839.9
E01007900,433891.5,397369.6
E01009592,433888.2,283384.6
E01007443,433887.8,406389.8
E01008157,433883.6,388859.2
E01019874,433882,330733.5
E01008754,433874.5,549980.6
E01007415,433870.2,405367.8
E01023081,433863.8,114126.2
E01008547,433859.3,573178.6
E01008049,433855.5,385439.9
E01013491,433853.9,333910.7
E01009596,433851.8,283014.1
E01016297,433843,167667.3
E01017314,433837.6,88426.2
E01011346,433835.6,434406.8
E01009550,433831.4,277667.6
E01011877,433827.7,423893.3
E01009561,433827.3,276043.8
E01008487,433824,569327.8
E01027419,433814,576242
E01031277,433813.8,268081.7
E01011622,433807.8,433622.8
E01013551,433807.7,336356.7
E01019787,433802.9,378734.9
E01031073,433799.6,293216.8
E01013495,433793.6,332142.9
E01009574,433792.9,280009
E01009566,433784.2,281155
E01008073,433782.6,388124.4
E01016296,433768.3,168260.1
E01025881,433765.3,297678.3
E01031076,433762.5,284483.9
E01023161,433760.9,143927.3
E01007864,433754.3,385962.3
E01011913,433753.8,421203.8
E01007826,433751.7,381199.1
E01007866,433747.5,387233.2
E01008489,433743.9,569954.9
E01008484,433740.3,567814.8
E01017315,433726.9,87504.75
E01031071,433718.2,292636.2
E01008161,433714,389389.8
E01008067,433710.5,387659.9
E01017312,433708.6,86970.83
E01031094,433708.1,291569.7
E01013547,433691.7,336633.9
E01019875,433681.2,331226.8
E01009573,433677.5,280448.4
E01007445,433674.8,405799
E01011644,433673.4,437123.6
E01007860,433672.8,386608.1
E01008519,433667.2,572296.6
E01009552,433663.8,277037.5
E01028749,433663.6,193617.6
E01013468,433661,338338.5
E01008088,433651,391772.4
E01019794,433651,378111.4
E01007441,433648.6,406718.3
E01022980,433646.6,113192.4
E01031308,433644.6,273272.3
E01011898,433638.2,419469.2
E01008155,433630.8,388648.5
E01031092,433625.2,291243.3
E01011906,433622.4,418711
E01008492,433619,568650.4
E01008085,433613.5,392819.8
E01011339,433602.2,435212.4
E01022990,433591.7,97414.18
E01008552,433580.3,570997.6
E01016299,433579.9,168491
E01011939,433578.8,416644.2
E01011895,433577.5,424067.6
E01013466,433568.3,338939.8
E01008631,433562.2,563009.7
E01013465,433558.2,339464.8
E01011421,433555.9,436138
E01031088,433547.3,286539.7
E01008047,433544.3,385706.2
E01011894,433544,424527.6
E01028820,433532.3,210118.3
E01011342,433527.9,434779
E01008630,433527.8,562065.4
E01009548,433527.6,278197.3
E01008066,433520.9,387840
E01007412,433519.7,407684.4
E01007362,433518,409836.2
E01008721,433510.3,551574.4
E01025948,433509.9,312458.8
E01007929,433509.8,383511.6
E01008753,433508.5,550582.9
E01008093,433501,389792.3
E01008521,433499,571717.2
E01013492,433491.7,332809.1
E01007408,433484.7,407229
E01007892,433478.2,397315.1
E01008600,433476.8,565090.1
E01008540,433476.3,566855
E01011634,433468.8,427215
E01008747,433461.2,548015.9
E01031086,433459.9,285946.5
E01009597,433453.2,282915.1
E01013455,433451.6,335424.8
E01008043,433444.7,384521.9
E01008628,433444.7,562443.3
E01019771,433439.1,371500.2
E01011423,433430.8,435816.3
E01011617,433422.9,433816.8
E01013546,433420.3,334218.4
E01009587,433412.3,282139.8
E01008749,433406.3,549696.3
E01031333,433396.2,264946
E01025947,433395.4,311524.1
E01031072,433388.5,292539.7
E01013489,433386,333544.2
E01008548,433381.9,572850.4
E01007825,433380.1,382387.4
E01008481,433377.9,568203.9
E01008091,433377,390735.1
E01007899,433375.6,397601.3
E01008151,433369.4,388411.2
