g_uk_datazone,g_uk_easting,g_uk_northing
E01023555,513413.5,197407.9
E01001322,513408,184385.5
E01002239,513405.7,187721.5
E01023731,513405.6,204033.2
E01012895,513403.7,430510.3
E01001335,513399.5,178735.1
E01030330,513397.9,168789.4
E01001291,513397.6,182286.7
E01003907,513385.1,173878.2
E01001293,513376.6,182009.8
E01003903,513365,172346.6
E01001214,513355.9,180926.2
E01012848,513350.8,429363.7
E01023730,513347.2,204850.2
E01002627,513346.5,177729.1
E01003824,513331.7,170252
E01001318,513329.9,184895.9
E01031837,513325.8,103489.1
E01015636,513307.8,307428
E01030516,513304.3,154997.1
E01002222,513299.9,185573.8
E01001262,513291.4,183114.5
E01002662,513275.8,175794.5
E01002212,513257.6,186402.8
E01003845,513237,173022.3
E01031812,513230.5,102743.3
E01012827,513228.9,431458.3
E01002147,513226.2,191773.9
E01002628,513225,177109.1
E01030521,513222.2,153905.3
E01023563,513210.3,195355
E01002155,513209,189551.6
E01002651,513208.7,174836.8
E01012898,513201.9,431031.2
E01003840,513201.5,174164.7
E01002206,513197.3,187191.9
E01031815,513194.3,102272.1
E01002220,513193.8,185894.3
E01031838,513185.8,103852.6
E01001296,513185.1,181435.3
E01023742,513166.3,206396.2
E01001334,513131.2,179200.2
E01031839,513129.7,104397.9
E01001295,513127.8,181761.8
E01002153,513122.3,188265.9
E01002652,513120.4,174618.7
E01026367,513100.9,402881.9
E01030309,513088,163507.4
E01003829,513080.8,171529.8
E01023699,513067.3,214882.8
E01031820,513063.4,106838
E01031827,513061.8,104828.2
E01001298,513047.7,181100.5
E01001323,513045.5,184310
E01002664,513044.1,175545.2
E01002626,513025.8,177918
E01001336,513000.5,178664.6
E01003828,512999.7,170708.7
E01002646,512996.5,175216.1
E01003826,512995.9,169826.3
E01001263,512995.7,183247
E01030336,512983.8,168004.2
E01012821,512970.1,432510.9
E01002158,512963.8,188865.1
E01001294,512953.3,181822.1
E01002604,512942.4,172607.2
E01002621,512922,176537.4
E01001215,512913.4,180562.5
E01012823,512909.8,432107.2
E01002209,512905,187792.3
E01002204,512904.8,187168.7
E01003841,512896.5,173731
E01031825,512872,105295.3
E01003825,512868,170315.3
E01030334,512864.8,167659.5
E01002150,512860.1,191149.2
E01017495,512853.6,252431.6
E01031659,512850,127582.7
E01031821,512843,106581.2
E01002215,512830,186130.6
E01030331,512816.6,168490.9
E01002224,512804.9,185272.5
E01012894,512800,430140.3
E01001256,512798.5,182581.3
E01030519,512797.5,154689.7
E01003831,512791.3,171483
E01030343,512784.1,159392.6
E01002620,512775.5,177453.2
E01030517,512775.5,155484.7
E01001361,512774.2,180247.3
E01001317,512765.6,184915.2
E01012896,512762.4,430876.5
E01003833,512760,170872.3
E01002605,512744.6,172203.6
E01001213,512735,180789.7
E01015810,512729.3,222538.1
E01002618,512727.6,176971.8
E01023700,512722.8,214466.9
E01001297,512722.3,181249.7
E01012828,512713.7,433069.3
E01031836,512710.5,103572.6
E01023733,512710.3,201918.8
E01002216,512708.8,186550.5
E01031611,512706.9,123504
E01030305,512705.2,160940.3
E01026334,512690.7,310091.2
E01002647,512688.5,174915.9
E01002625,512680.9,178362.1
E01031816,512678.2,103066.3
E01002223,512674.8,185614.1
E01031840,512673.9,104164.9
E01001257,512665.4,182893.5
E01001333,512658.7,179430.7
E01012992,512637.3,462626.2
E01031814,512637.2,102241.2
E01031813,512627,102729.6
E01026210,512615.8,359370.2
E01002663,512606.7,175648.8
E01002146,512603.5,191618.6
E01030362,512601.7,166633.3
E01001369,512592.7,179013.1
E01012826,512589,431896.3
E01002208,512588.3,188075.8
E01001362,512570.7,179976.7
E01001321,512556.4,184319.1
E01002210,512554.2,187333.8
E01003843,512541.5,173350.8
E01017543,512539,259373.2
E01023690,512531,215223.2
E01015627,512509.9,299493.4
E01031826,512501.9,105011.7
E01023559,512501.4,195618.3
E01023810,512496,193468.7
E01002214,512490.8,186034.2
E01001360,512485.3,180231.5
E01030555,512480.4,145545.6
E01012816,512473.7,431288.1
E01026362,512468.1,312390.9
E01002624,512452.9,176216.8
E01003832,512442.3,170935.6
E01002195,512433.6,188533
E01012901,512416.8,430533
E01002207,512396.8,186562.4
E01002631,512393.6,178427.6
E01002650,512390.2,174773.9
E01023552,512387.2,197556.3
E01001324,512380,183612.3
E01001372,512371.7,178839.5
E01023732,512362.8,202856.5
E01002609,512353.5,171632.9
E01031828,512348.8,106398.6
E01002152,512338,190843
E01002623,512332,176517.1
E01023553,512328.8,196269.1
E01015806,512328.3,222847.2
E01001364,512327.6,180826.9
E01015808,512325.2,222406.5
E01002205,512321.9,186964
E01031425,512321.8,108566.4
E01002607,512311.3,172568.2
E01002193,512301.8,189058
E01002660,512300.4,175733.9
E01002632,512292.2,177460.8
E01017441,512267.9,238169.5
E01001367,512259.8,179286
E01002619,512258.7,177047.5
E01002188,512257.8,190182.1
E01012822,512256.4,432554.6
E01012899,512244.7,429983.6
E01023874,512243.4,199131.4
E01002665,512233.1,175216.7
E01017444,512231.4,233576.8
E01031830,512228.5,105487.4
E01026366,512226,370083.7
E01001332,512219.6,182643.7
E01002541,512208.1,182208.8
E01012909,512195.3,433403.8
E01001320,512195.2,184572.5
E01023809,512193,193058.5
E01001359,512183.8,180473.7
E01002496,512160.6,185593.8
E01002606,512154,172071.9
E01030311,512152.7,164587.8
E01023884,512139.1,195309.6
E01023811,512135.5,193919.8
E01031794,512131.9,104701.2
E01031624,512123.2,117371.3
E01001373,512109.5,179474.4
E01002189,512107.5,189660.5
E01002149,512104.8,191156.5
E01012902,512100.6,430538.7
E01023624,512093.3,226203.5
E01023882,512087.3,194840.4
E01031784,512087.3,103466.2
E01023873,512081.4,199757.5
E01002191,512067.9,187830.5
E01031829,512062.3,105942.9
E01012911,512058.9,433133
E01002544,512057.3,181431.1
E01001326,512057.2,183775.6
E01030312,512050.2,164975
E01001363,512041.9,180639
E01012812,512030.3,431836.8
E01023834,512028.3,201108.9
E01030447,512024.6,153428.2
E01023691,511994.3,215394.1
E01002608,511991.1,171642.5
E01002638,511989.5,178160.5
E01023554,511984.7,196584.2
E01001371,511981.6,178881.9
E01030355,511963.9,166029.7
E01002500,511963.3,186215.7
E01001330,511959.7,182711.4
E01031804,511957.2,102620.2
E01013027,511957,437898.2
E01031657,511956.8,131139.5
E01002622,511953.3,176516.8
E01002613,511946.4,172865.5
E01001365,511946.1,180179.3
E01002666,511913.3,175219
E01023876,511912.7,199313.8
E01012900,511894.3,429826.8
E01030303,511893.8,159670.8
E01001328,511891.7,183224.7
E01023877,511889.4,200350.8
E01002636,511888.8,177107.5
E01023897,511883.5,198668.8
E01012904,511882.1,432732.5
E01023805,511877.6,192581.5
E01031792,511871.3,105124.7
E01002196,511865.2,188359.9
E01002661,511856.2,176022.2
E01012903,511852.6,430134.9
E01015809,511848.9,222914.4
E01002194,511799.5,188973.2
E01002610,511797.3,171194.8
E01027833,511792.8,476732.3
E01027827,511753.7,480552.6
E01002547,511749.7,180840.1
E01012820,511748.2,430765
E01031782,511745.3,103842.7
E01002540,511737.7,182332.1
E01001368,511736.1,179197.1
E01012908,511730.9,433660.1
E01002187,511708.2,190416.7
E01002418,511700.6,187298.2
E01015811,511696.9,221804.6
E01002545,511696.1,181430.3
E01030365,511683,165529
E01026364,511673.5,313830.4
E01002192,511660.3,189517.9
E01026416,511657.4,398543.9
E01002543,511634.8,182011.9
E01031805,511631.2,102206.7
E01012814,511624.9,431966.2
E01002635,511585.3,176821.2
E01001366,511582,179357
E01023898,511578.4,198296.8
E01030306,511567.6,161172.8
E01012805,511559.3,429981
E01023843,511558.9,192714
E01031795,511550.8,104728.7
E01023875,511542.1,199740.3
E01002634,511541,177364.6
E01002498,511534,185859
E01012907,511533.8,433101
E01023694,511529.8,215700.8
E01030317,511526.9,164173.8
E01015812,511523.2,223376.1
E01023885,511508.2,194964.9
E01030756,511507.2,169252.6
E01001331,511506.3,182777.5
E01015721,511486.6,222170.8
E01001327,511464.5,183293.9
E01002421,511464.2,186711.9
E01031629,511458.3,114386.3
E01012988,511453.1,447779.5
E01031818,511452.7,104701.5
E01002591,511450.8,173834.3
E01002431,511436.9,187984.4
E01002587,511435.5,176211.4
E01012784,511435.5,434080.7
E01030301,511435.3,160361.3
E01015799,511434.3,223854.2
E01031793,511429.7,105479.7
E01023844,511416.7,193234.9
E01012810,511402.9,429178.3
E01031783,511401.4,103479.6
E01023895,511398.8,197672.1
E01012807,511390.8,430595.7
E01012818,511381.7,431393.9
E01012813,511370.2,432315.7
E01002416,511370,186222.9
E01023860,511367.3,196516.1
E01002611,511355,173157.4
E01023896,511354.5,198849.8
E01027829,511343.4,481232.7
E01030368,511340.7,165832.8
E01012778,511330.6,433623.7
E01023806,511326.3,192222.3
E01002186,511323.1,190033.5
E01030313,511322,164750.7
E01002419,511316.8,187296
E01002542,511315.8,182198.5
E01002588,511315.7,175989.5
E01023893,511314.1,200200.1
E01002546,511310.9,181086.8
E01002589,511282.3,175467.8
E01030446,511275.7,153321.2
E01012808,511269.1,430134.3
E01015813,511262,223230.8
E01012819,511258.3,431075
E01031806,511258.1,102895.3
E01023905,511244.4,200782.2
E01023862,511223.3,196009
E01023828,511217.3,193466.2
E01012790,511200.2,433247
E01002637,511196.5,178690.5
E01026296,511193.7,321198
E01002437,511192.2,188647.6
E01023842,511185.2,192914.2
E01015722,511173.8,222059.7
E01002497,511173.4,185344.4
E01001329,511171.8,183092.6
E01030354,511157.3,166103.8
E01023846,511142,194304.5
E01023858,511138.1,198410
E01002190,511130.9,191005
E01023859,511122.8,196747.1
E01001370,511118.1,179117.7
E01015807,511117.9,222931.8
E01030364,511108.1,166999.4
E01015800,511099.9,223729.3
E01027828,511096.3,480381
E01002617,511080.7,171804.3
E01023883,511074.4,195044.2
E01027830,511072.6,480977.2
E01031803,511063.3,102465.5
E01002633,511051.3,177574.2
E01002594,511047.8,174053.4
E01031786,511039,103472
E01002185,511032.5,190338.3
E01002415,511031.8,186222.9
E01026368,511026.4,401274
E01030315,511018.2,163954.6
E01002505,511010.8,180501.3
E01015797,510990.2,224545.9
E01017496,510978.8,249229.8
E01023722,510977.9,209868
E01026389,510968.3,389069.2
E01030356,510966.7,166469
E01002432,510964.2,187949.5
E01002393,510955.8,182391.2
E01012906,510952.8,432786.6
E01002395,510944,181772.7
E01002585,510943.2,176461
E01023890,510937.1,199687.3
E01002499,510929.1,184797
E01012815,510918.2,431790.9
E01002396,510917.2,181298.9
E01031817,510915.9,104260.9
E01030300,510900.7,160529.2
E01002417,510895.4,187522.3
E01023855,510894.3,197906.1
E01012783,510892.4,434304.6
E01002615,510886.3,172343.9
E01002612,510880.3,173092.5
E01030361,510875.3,167245.6
E01023902,510863.8,195691
E01023857,510857.4,198565.3
E01002480,510852.4,189552.6
E01015798,510848.6,224030.9
E01023872,510838.9,199128.8
E01002420,510825.5,187021.1
E01015779,510821.8,222564.7
E01015723,510818.4,221873.4
E01023861,510810.2,196804.3
E01013306,510798.7,416626.8
E01030753,510786.9,168879.4
E01012806,510782.1,430390.5
E01030367,510779.2,165470.7
E01023894,510744.5,200121.9
E01030755,510719.4,169826.4
E01012804,510710.3,430810.1
E01002593,510700.7,173785.6
E01012809,510697.8,429465.4
E01015589,510687.3,305004
E01001325,510686.5,183081.7
E01002495,510685.1,185620.1
E01023845,510679,194404.6
E01012787,510677.5,433762.4
E01031819,510676.4,104563.2
E01023832,510676,201734.3
E01023724,510674,212225.2
E01026361,510668.7,334294.3
E01030314,510667.6,164729.4
E01030302,510660,159489.3
E01023904,510652,201165.8
E01031785,510646.1,103484.8
E01002399,510643.8,181472.3
E01015776,510642.5,223118.4
E01012782,510618,434620
E01023856,510615.6,198167.8
E01002433,510613.7,188341.6
E01002586,510611.3,176359.6
E01002583,510607.8,176889.2
E01023880,510595.7,197387.9
E01031426,510593.2,107812.9
E01002466,510586.8,186322.1
E01023725,510583.7,213869.6
E01023901,510583.7,195978.9
E01002592,510552.1,174695.4
E01023869,510545.5,198639
E01012811,510536,428753.8
E01012926,510534.8,445119.8
E01002483,510529.5,190381.4
E01002392,510527.3,182571.7
E01015719,510524,221213.6
E01002507,510521,179828.7
E01030316,510516.4,164239.2
E01030366,510503.5,165139.9
E01002614,510475.3,172300.8
E01002501,510462.5,180615.3
E01031802,510456.1,102830.6
E01023906,510451.3,200603.7
E01026390,510448.5,388814.1
E01002468,510444.6,186617.8
E01030363,510444.3,167122.9
E01023827,510441.7,193420
E01030358,510416.3,166613.3
E01012987,510416.1,454468.5
E01023899,510410,196262.8
E01012905,510399.8,432841.2
E01002597,510395.9,173105
E01002394,510393.5,181774.7
E01030754,510393.2,169547.7
E01023892,510393,200087.4
E01015781,510386.8,222100.5
E01023870,510377.6,198913.3
E01015780,510373.7,222355.7
E01013304,510372.9,421610.4
E01026342,510370.8,324529.9
E01002471,510348.6,187221.9
E01017564,510310.5,218110.2
E01002481,510310,189251.3
E01002584,510307.7,176879.2
E01012780,510298.5,435427.6
E01030749,510288.4,170818.4
E01015796,510285.9,223722.3
E01012789,510273.8,433402.2
E01023888,510268,196743.6
E01030359,510267.5,166280.1
E01002436,510258,188584.8
E01030304,510249.9,160644.8
E01002595,510236.4,174172.8
E01030720,510228.8,168404.9
E01002482,510224.4,191321.3
E01023879,510224.3,197671.4
E01026208,510220.1,346264.8
E01023903,510209.4,195864.4
E01012788,510207.7,434132.2
E01002398,510152.7,181563.5
E01002503,510151.8,180302
E01012779,510144.6,436127.2
E01023891,510135.3,199721
E01023865,510133.8,195160
E01015720,510125.9,221676.6
E01015777,510124.7,222757.5
E01002492,510120.6,178676.8
E01002598,510120.5,172616.5
E01002469,510109.6,186724
E01031628,510092.8,114090.5
E01023900,510086.4,196160
E01002506,510085.2,179611.8
E01027834,510070.4,477411.2
E01002470,510055.5,187320.7
E01002508,510053.7,181159.1
E01026290,510053.7,329227.6
E01023907,510053,200403
E01002616,510043.9,172087.1
E01002599,510038.7,172991.4
E01031625,510034.8,115708.7
E01026295,510028.4,319251.4
E01023723,510024.4,212427
E01023840,510014.8,192273.4
E01012817,510010.8,432001.4
E01026298,510007.6,320137.1
E01023833,510003,200937.9
E01002484,509984.8,190870.7
E01012781,509980.3,435605.8
E01002590,509975.8,173690.6
E01002502,509970.1,180653.4
E01002397,509948.6,181552.5
E01002485,509929,190479.8
E01023863,509926.7,195651.4
E01030357,509921.7,166758.2
E01030748,509909.8,170880.5
E01002479,509903.4,189652.3
E01026297,509898,320796.8
E01030718,509880.3,169434.1
E01002424,509879.7,182474.1
E01002435,509875.7,187734.3
E01002465,509860.3,186325.4
E01030751,509848.5,170268
E01012910,509834.3,433245.3
E01030360,509827.9,166133.3
E01002491,509827.6,178596.1
E01015742,509823.2,222218.8
E01012786,509822.2,434488.1
E01012785,509820.1,433997.3
E01002494,509807.1,185818.4
E01030443,509806.6,155241.2
E01023868,509793.9,199083
E01030442,509792.6,153306
E01012832,509789,435071.9
E01002407,509786.4,179286.9
E01002603,509783.9,173370.1
E01012853,509782.8,428901.9
E01002600,509777.3,172593.1
E01026360,509766.4,317035.4
E01002602,509757.4,171654.7
E01015790,509755.9,220338.5
E01013309,509753,413698.5
E01015743,509743,221718.1
E01012830,509726.5,433585.6
E01030318,509724.4,162630.7
E01015775,509722.3,223184.8
E01023864,509717,195226.5
E01023878,509716.4,198460.2
E01023889,509715.7,197366.8
E01015789,509666,220854.2
E01023871,509664.6,199505.7
E01002426,509652.6,181988.5
E01012912,509640.9,433008
E01023804,509639.8,202227.7
E01002430,509636.6,188151.8
E01015778,509636.3,222677.9
E01012856,509626.8,430016.3
E01030750,509613.6,170767.4
E01023802,509574.1,201831
E01002477,509572.7,191774
E01031424,509572.1,102622.7
E01023867,509552.5,195872.5
E01031422,509541.5,101850
E01002474,509540.1,190805.2
E01018153,509535.1,268591.5
E01002504,509534.3,180968.8
E01002489,509531.7,178991.8
E01002596,509530.4,172749.6
E01002422,509520.7,182511.6
E01023830,509510.8,201327.1
E01002467,509505.7,186611.4
E01023807,509503.2,203929.3
E01030752,509494.5,170044.1
E01002556,509483.7,174126.2
E01026302,509470,321045.6
E01002493,509468.4,178561.3
E01002478,509445.8,191329.1
E01002443,509440.4,176969.5
E01002428,509436.1,183125.8
E01023886,509425.9,196340.5
E01030445,509402.8,153322.6
E01030717,509368.4,169057.9
E01015792,509368,220453.5
E01002560,509367.8,173603
E01031675,509332.3,133636.8
E01030492,509326,145679.8
E01030341,509323.6,165370
E01002535,509304.3,187242.9
E01015697,509294.1,224319
E01023887,509290.7,197967.6
E01002601,509282.9,172030.4
E01002425,509280.8,182847.4
E01002427,509271.4,182024.1
E01031423,509258.1,103010.4
E01026299,509256.4,320447.6
E01015741,509254.3,221882.2
E01026341,509246.4,324015.7
E01023839,509238.3,192527.2
E01030880,509224.9,140652.6
E01015793,509222,219966.8
E01023866,509217.2,195601.9
E01015696,509205.8,224727.1
E01017410,509187.7,241639.6
E01012829,509183.3,433503.7
E01012854,509182.7,428266.1
E01012867,509182.4,430604.9
E01015791,509181.9,220784.3
E01030719,509177.5,168192.9
E01015693,509164.8,223542.1
E01015740,509149,222672.7
E01023881,509142.1,199126.3
E01026301,509134.7,320107.8
E01002406,509134.3,179948.6
E01012766,509114.7,432089.9
E01012851,509112.8,429180
E01031631,509111.2,114283
E01002404,509100.5,180984.8
E01002561,509088.5,173308.3
E01012871,509076.7,430969.1
E01002555,509068.8,174539.9
E01002490,509060.5,178710.6
E01030340,509044.6,164411.8
E01002434,509044.2,187990.1
E01002558,508971,173928.9
E01031623,508968.3,118607
E01012857,508963,429948
E01030699,508961.5,170894.4
E01031614,508960,126936.5
E01012831,508953.5,434909.4
E01030700,508943.7,170491.8
E01030732,508941.3,167048
E01026300,508934,320943.7
E01015739,508933.5,222162.7
E01023803,508929.7,201718.2
E01002472,508923.9,191318.4
E01002401,508921.7,181590.1
E01013303,508877.6,423467.6
E01015794,508872.1,221335.6
E01002405,508851.9,180524.9
E01002488,508847.5,179041.3
E01018128,508846.4,295532
E01023829,508829,201129.5
E01030349,508820.7,163759
E01017421,508820.1,238212.5
E01015738,508819.3,220461.7
E01030339,508789.2,165191
E01002476,508788.2,191899.1
E01031615,508773.5,125850.7
E01012869,508768.3,431307.8
E01002423,508765.3,182129.9
E01030338,508764.9,164835.4
E01002448,508744.2,177745.3
E01002536,508736.3,186804
E01012761,508711.4,430499.6
E01015795,508693.9,221056.2
E01002403,508680.6,181200.9
E01002534,508673,187447.9
E01002487,508658.3,179353.5
E01026224,508654.8,351254.6
E01015695,508654.2,223368.3
E01012850,508653.1,429578.2
E01012767,508652.7,431834.3
E01002449,508614.9,177186.3
E01023410,508612.4,206597.4
E01015735,508606,220787.6
E01015747,508602.1,225130.7
E01015699,508600.5,221871.4
E01030725,508583.8,170099.2
E01015694,508565.4,223855.4
E01002539,508560.1,187979.4
E01031630,508551,114349.5
E01002429,508543,183137.4
E01015700,508520.8,222866.9
E01002557,508516.9,173847.7
E01012855,508516.9,428384.8
E01026392,508513,390836.5
E01030731,508509,167581.6
E01023825,508493.8,195492.7
E01017493,508490.6,251527.5
E01002402,508461.3,181363.2
E01015698,508456.8,222123.3
E01031627,508454.7,114827.7
E01012765,508449.5,432928.8
E01015745,508446,224361.1
E01012872,508432.9,430892.1
E01030444,508432.3,154657.6
E01017560,508425.7,231480.6
E01023841,508401.6,193822.8
E01012852,508389.6,429412.2
E01012763,508364.2,430137.7
E01002464,508352.5,185678.3
E01012764,508352.1,433397.6
E01002538,508351.9,188652.8
E01002454,508341,183863.2
E01031612,508341,125635.9
E01031613,508336.4,124726.5
E01002450,508334.5,184220.4
E01023409,508333.4,207029.2
E01031621,508331.3,116995.1
E01027835,508326.9,478696
E01030698,508321.1,170619.8
E01012868,508308.3,431230.6
E01026222,508296.4,350696.6
E01023824,508285.9,196369.7
E01015729,508281.9,221427
E01018126,508277,275262.8
E01017486,508274.8,246550.5
E01030706,508274.8,171594.2
E01015746,508267,225619.1
E01015702,508260.8,222530.9
E01023831,508259.5,200682
E01030697,508249.1,170990.3
E01002537,508243.8,186583.3
E01002486,508241.4,179185
E01017559,508232.3,230721.8
E01002559,508203.8,173386
E01030346,508202.4,161915.3
E01015737,508195.8,220452.2
E01015734,508191.8,220888.4
E01012891,508176.7,428287
E01015727,508164.1,221710.6
E01002400,508160.3,181456.8
E01012769,508159.3,433748.7
E01002475,508155.5,191711.3
E01017445,508144.9,235617.7
E01030375,508116.7,164409.8
E01015705,508116.6,222219.4
E01012916,508115.7,432151.4
E01026180,508113.4,355757
E01015707,508109.8,226150.5
E01023821,508108,195855.5
E01015732,508096.2,220118.3
E01015784,508094.3,223361.3
E01030733,508086.3,167199.2
E01012870,508080.7,431138.3
E01030348,508074.7,163669.7
E01012762,508074.3,430542.2
E01012914,508061.6,431662
E01012757,508060.6,429741.7
E01023437,508058.9,209968.2
E01023413,508052.7,206153.3
E01002455,508051.9,182416.9
E01002533,508050.5,187996.4
E01002409,508037.6,181878.6
E01017558,508037.3,231144.1
E01012866,508031,430834.3
E01017490,508018.1,251120
E01015744,508008.8,224767.8
E01002473,507997.6,190830.8
E01015704,507988.4,222527.5
E01023345,507967.2,207922.2
E01030441,507937.8,152691.7
E01015725,507937.2,221941.4
E01031412,507921.2,101975.8
E01030371,507909,164994.9
E01012881,507903.3,433017.1
E01023434,507899.1,209704.3
E01015701,507889.6,222873.3
E01002453,507884.1,183756.8
E01030701,507884.1,171082.2
E01015748,507883.9,225065.1
E01031674,507882,132778.2
E01017492,507860.4,251759.7
E01015730,507859.7,221473.8
E01002452,507856.9,184568.3
E01023808,507846.4,202917.8
E01012892,507842.1,428318
E01015708,507838,226286.5
E01015782,507836,223593.6
E01002460,507829.1,186038.2
E01030722,507818.2,168847.1
E01017527,507801.4,250395.2
E01023412,507788.3,206510.1
E01002447,507786.2,177166.3
E01002457,507778.3,182689.2
E01002451,507777.5,184125.8
E01030703,507747.6,171688.1
E01012768,507744.1,433894.5
E01012760,507721.8,429809.8
E01023435,507686.6,210207.5
E01012889,507678.8,427610.4
E01015736,507671.8,220628.4
E01026363,507670,308687.3
E01012915,507659.3,432776.3
E01012758,507657.2,430295.8
E01002408,507655.6,182007.1
E01030373,507653.7,165451.6
E01015703,507649.3,222353.1
E01002549,507643.8,181294.3
E01017526,507604.7,249923.4
E01015710,507604.6,225494
E01002456,507604.4,183132.4
E01023411,507584.3,206794.3
E01012893,507545.7,428311.8
E01015766,507534.4,224110.6
E01012793,507526.8,431024.1
E01023822,507520.1,195970.1
E01015786,507515.9,223215.4
E01002463,507513.9,185429.8
E01023430,507508.5,215336.3
E01002459,507507.3,186700.7
E01023819,507500.7,195474.7
E01030702,507490,171251.5
E01026223,507489.3,351147.5
E01015726,507482.1,222145.4
E01030376,507481.7,164029.9
E01023823,507480.3,196348.5
E01015783,507465.3,223675.2
E01002410,507465,182446.5
E01031414,507462.3,102862.7
E01017494,507459,253154.3
E01023346,507451.3,208438.6
E01023415,507448.8,205242.8
E01026212,507429.2,361955.4
E01017616,507413.6,226876.3
E01030730,507406.2,166911.2
E01017489,507405.7,251089.4
E01030372,507388.1,164975.1
E01013305,507385.1,421336.6
E01012756,507373.8,430062.6
E01015706,507369.7,226019.2
E01015768,507369.3,224768
E01023436,507362.8,210086.2
E01030724,507353.1,167809.3
E01017531,507349.7,252015.5
E01012859,507330.8,428571.1
E01023358,507329.7,206030.5
E01017529,507322.8,251688.5
E01017520,507322.1,248300.9
E01030374,507320.4,164677
E01015733,507308.9,221070.8
E01012759,507302.6,429744.2
E01023826,507298.5,195093.8
E01031388,507292.7,103654.8
E01002513,507289.3,184624.6
E01002458,507288.6,186384.3
E01015788,507279.2,222630.8
E01026232,507277.3,345812.9
E01012880,507272.4,433199.8
E01030705,507256.8,170961.4
E01012990,507252.1,470743.1
E01023348,507244.7,207456.1
E01017487,507242.7,246929.1
E01002516,507230.3,184086.8
E01023406,507229.3,202572.1
E01012890,507226.3,427884.1
E01015724,507225.5,221763.6
E01013307,507221.2,421238.4
E01017491,507216,250699.4
E01031413,507212.7,101928.9
E01012917,507209.9,432607.6
E01017525,507207.6,250006.1
E01002511,507190.5,183071.5
E01030491,507189.8,147744.3
E01012875,507185.2,433644
E01030704,507180.1,171524.7
E01015709,507172.7,225800.6
E01012862,507100.1,429232.7
E01002532,507072.6,179714.5
E01023359,507060.8,205584
E01012864,507057.4,428817.4
E01023395,507051.7,209722.9
E01026213,507029.2,361402.3
E01017488,507025.3,251202.2
E01002528,506999.3,179074.1
E01023347,506995.5,207892.2
E01002509,506992,183288
E01015767,506977.7,224029.3
E01026230,506974.3,346932
E01002444,506969.2,175887.3
E01023357,506952.5,206272.5
E01015787,506950.5,222945.8
E01012791,506949.4,430329.5
E01023349,506948.3,207155.5
E01023820,506945.2,195621.8
E01012861,506944.8,428248.1
E01012876,506942.7,433873.1
E01015770,506937.3,225405.8
E01015764,506924.4,224576.7
E01031387,506924,104694.8
E01026231,506923.2,344974.6
E01017533,506921.8,252098.8
E01030723,506912.2,168042.1
E01030870,506911.4,138614.4
E01023414,506910.1,204838.2
E01031415,506907.9,102610.1
E01030871,506871.9,139519.9
E01002551,506862.7,181446.5
E01002412,506861.5,182024.7
E01012873,506858.9,432722.5
E01015731,506856.5,222401.2
E01002526,506852.8,179426.8
E01002462,506848.4,186028.1
E01012863,506837,429219.6
E01017540,506826.7,264385.3
E01026373,506813.5,374978.8
E01012878,506803.5,433236
E01027044,506800.3,290695.7
E01030709,506796.5,173186.3
E01017524,506794.6,249967.3
E01002446,506787.4,178081.2
E01023408,506781.5,202881.3
E01012865,506780.2,428560.1
E01031389,506768.5,103884.8
E01002548,506766.4,180333.4
E01015769,506762.5,225126.3
E01012792,506761.3,431466.6
E01030712,506755.9,171770.1
E01012918,506729.4,432291.8
E01026227,506729.1,345585.6
E01026235,506724,346099.3
E01023393,506718.4,209350.3
E01030347,506693.5,162358.1
E01023394,506687.8,209739.3
E01030950,506681.9,161198.8
E01002553,506673.8,181030.1
E01027807,506673.2,482949.7
E01023403,506669.4,208337.6
E01012924,506629.3,441534.4
E01015785,506627.5,223823.5
E01023360,506619.7,205384.8
E01012913,506617.4,431958
E01030716,506615.9,171289.3
E01015717,506603.5,223328.2
E01023402,506591.3,208680.8
E01017561,506589.6,218752.3
E01030947,506572,160290
E01002445,506561.2,178805.6
E01012794,506558.1,431006.2
E01030873,506552.1,138996.9
E01031411,506539.4,102055.5
E01023407,506523.7,203966.4
E01017549,506517.8,243197.4
E01030948,506508.3,160880.2
E01012879,506506,433243
E01015728,506504.8,221771.2
E01017532,506489.4,251680.8
E01017519,506484.8,248568.5
E01023351,506479.4,207514.2
E01015772,506457.9,224905.1
E01015765,506447.7,224162.4
E01023350,506444.6,206976.3
E01030458,506421.1,157156.8
E01002461,506415.1,185954.3
E01023389,506411.2,205824.8
E01002552,506384.4,180785.1
E01017419,506380.5,237669.8
E01030713,506377.7,171561
E01002510,506374.1,183534.1
E01012888,506372.6,427290
E01017563,506369.3,219332.4
E01015711,506357.4,222912.2
E01012773,506356.4,429633.4
E01012858,506343.6,427811
E01002550,506340,181280.6
E01012874,506336.4,432696.5
E01023387,506333.5,206444.6
E01017534,506327,251168.3
E01017483,506326.2,250519.9
E01015771,506325,225442
E01023849,506315.3,193430.7
E01017470,506313.7,250061.3
E01023396,506285.9,209319.8
E01015773,506285.5,225997
E01015590,506282.9,305392.6
E01017521,506276.8,248217.6
E01017562,506272.1,220001.5
E01030711,506270.3,173075.3
E01012776,506268.9,429102.3
E01012795,506268.9,430821.6
E01012877,506267.3,433709.6
E01030872,506262.2,139482.5
E01002529,506254.9,179837.4
E01030647,506242.1,164842.1
E01030746,506236,173865.6
E01030710,506234.4,173437.4
E01017530,506230.7,252167.6
