Easting,Northing
379470,395385
310670,186280
628080,236100
495087,212241
445900,405600
232560,630880
181667,44924
385160,157880
437300,513800
534500,189500
235510,780240
531800,172910
558428,139207
535130,198900
421490,329675
516115,173660
479042,175787
234882,372360
317080,180970
260260,334950
232700,730100
233390,730220
411030,284030
258260,300700
547295,120905
269370,660890
509219,169395
512490,414970
451803,439995
328460,477870
260950,123800
404400,283700
306220,670570
350950,403780
556130,186870
556130,186860
529750,186630
327990,388286
367140,83280
376600,394670
409700,333270
534068,158353
229200,379100
530430,178030
530431,178030
528900,179000
528901,179000
500115,167955
531155,164830
562150,133004
549700,358770
329020,392890
329050,392320
339750,386190
536521,200321
373820,402640
336700,672380
636410,150340
528843,163991
401130,298510
335970,395930
493100,150326
527730,173510
535025,180175
535998,213984
478085,178289
391956,88144
517083,133948
428620,265460
426560,265400
550020,264955
511359,196098
511040,197343
511426,198664
511000,197300
561240,311050
529610,219210
531060,179950
433315,354125
314720,177300
525380,178000
504200,161075
302000,663400
534715,181845
354985,341400
632605,255760
586756,185481
540245,178070
532150,166083
393200,422207
541850,185355
580420,197735
442850,385400
436830,429080
528720,159385
410710,271745
415450,277570
524811,170666
424485,594190
506120,180120
538490,189415
532750,173030
525970,175120
516666,180735
388620,339310
614657,221756
427600,447530
523653,205697
546090,176075
365150,311640
322995,307251
518955,185340
351750,329010
219360,668550
486547,207750
612825,137240
361700,469920
632400,170000
254130,670430
346740,554660
507473,163651
507474,163651
367960,79610
458770,298620
319820,669770
372960,436495
401120,381480
539210,182970
315225,180913
234210,674090
533690,191340
273730,664120
304590,97368
228540,675110
347160,391080
297460,518690
219900,216500
410200,277100
525520,184725
525472,184836
562320,188048
611286,166424
455670,422850
446330,148915
527640,296293
514220,173570
453425,376185
533841,158508
534155,157785
336065,950885
351300,387100
358133,405411
358140,405540
325300,548875
574512,193694
416764,258338
421785,301485
524810,170666
524310,169350
589974,118401
496590,176950
478177,170740
477160,171443
279250,654870
582047,215219
494850,137970
407940,290505
603670,221680
433880,420365
432718,420848
220870,648430
321340,386910
299526,528892
290500,181400
535940,156360
385023,381127
490330,268120
429500,328550
531350,180044
332030,398070
521860,182970
521950,182920
537020,188810
537295,188975
482065,241508
523933,212903
524697,215420
568739,157543
518210,185090
518211,185090
341420,498610
334465,161465
390647,387746
256505,657973
476324,154546
447765,129984
529390,176226
531530,194500
531910,172010
578934,218775
367050,366050
540580,185590
492458,236380
627380,248760
500660,158695
480596,168657
407600,536820
443904,111234
542740,178910
543754,178803
438810,402455
625170,221445
510447,164956
393900,392500
384450,86910
384950,255235
385783,255186
458545,379755
336760,162500
629690,325415
514484,103362
414790,263215
618095,231530
472800,106500
522220,166150
360120,347065
470990,431268
333121,350347
332900,350800
360650,388495
360033,387854
387750,145300
630280,318550
498938,155385
508370,186810
618200,342500
501400,174200
578878,109033
332420,161030
496852,177220
386200,152000
365402,406688
617025,247243
525045,164505
489800,510800
255250,657640
548420,247240
569160,152850
417530,291220
532060,120000
392000,298900
338741,390216
538276,166565
513300,103320
604813,146943
411530,294220
412000,564500
611423,300965
409250,275775
442100,511145
568526,150241
652000,308100
370100,182500
342500,166100
278325,98905
294860,197340
250870,669180
459600,451700
350454,323744
357050,114100
357000,116300
410000,280400
314200,194300
359745,110855
298610,194890
