"E01020558"	"5"
"E01007112"	"8"
"E01007113"	"4"
"E01007110"	"8"
"E01007111"	"2"
"E01007116"	"12"
"E01007117"	"4"
"E01007114"	"7"
"E01007115"	"10"
"E01007118"	"7"
"E01007119"	"12"
"E01032149"	"1"
"E01032148"	"2"
"W01001089"	"1"
"E01032141"	"5"
"E01032140"	"6"
"E01032143"	"4"
"E01032142"	"2"
"E01032145"	"14"
"E01032144"	"6"
"E01032147"	"2"
"E01032146"	"4"
"W01001080"	"14"
"W01001081"	"19"
"E01018871"	"11"
"E01018870"	"8"
"E01018873"	"2"
"E01018872"	"8"
"E01018875"	"12"
"E01018874"	"7"
"E01018877"	"10"
"E01018876"	"4"
"E01018879"	"5"
"E01018878"	"47"
"E01012349"	"28"
"E01012348"	"10"
"E01008052"	"17"
"E01008053"	"18"
"E01008050"	"10"
"E01003349"	"12"
"E01003348"	"15"
"E01003343"	"11"
"E01003342"	"7"
"E01003341"	"9"
"E01003340"	"18"
"E01003347"	"8"
"E01003346"	"16"
"E01003345"	"4"
"E01003344"	"18"
"E01019837"	"13"
"E01002438"	"7"
"E01002439"	"19"
"E01019832"	"14"
"E01008054"	"22"
"E01019831"	"2"
"E01002432"	"24"
"E01002433"	"9"
"E01002430"	"5"
"E01002431"	"8"
"E01002436"	"9"
"E01002437"	"3"
"E01002434"	"3"
"E01002435"	"1"
"E01033760"	"337"
"E01002757"	"6"
"E01002756"	"14"
"E01002755"	"16"
"E01013962"	"33"
"E01013963"	"26"
"E01013960"	"19"
"E01002754"	"7"
"E01013966"	"14"
"E01013967"	"16"
"E01013964"	"23"
"E01013965"	"8"
"E01002753"	"8"
"E01013968"	"4"
"E01013969"	"53"
"E01002752"	"18"
"E01002751"	"18"
"E01032967"	"7"
"E01032966"	"4"
"E01010688"	"26"
"E01010689"	"21"
"E01010682"	"9"
"E01010683"	"19"
"E01010680"	"24"
"E01010681"	"4"
"E01010686"	"7"
"E01010687"	"11"
"E01010684"	"9"
"E01010685"	"16"
"E01018059"	"4"
"E01018058"	"8"
"E01018057"	"13"
"E01018056"	"4"
"E01018055"	"2"
"E01018054"	"6"
"E01018053"	"9"
"E01018052"	"8"
"E01018051"	"6"
"E01018050"	"1"
"E01010530"	"25"
"E01010531"	"12"
"E01010532"	"3"
"E01010533"	"11"
"E01010534"	"4"
"E01010535"	"11"
"E01010536"	"2"
"E01010537"	"1"
"E01010538"	"8"
"E01010539"	"11"
"E01024883"	"12"
"E01024882"	"30"
"E01024881"	"16"
"E01024880"	"12"
"E01024887"	"14"
"E01024886"	"21"
"E01024885"	"47"
"E01024884"	"14"
"E01024889"	"26"
"E01024888"	"9"
"E01001479"	"36"
"E01001478"	"9"
"E01011483"	"31"
"E01011482"	"52"
"E01011481"	"13"
"E01011480"	"12"
"E01001473"	"5"
"E01001472"	"4"
"E01001471"	"6"
"E01001470"	"7"
"E01001477"	"30"
"E01001476"	"9"
"E01001475"	"2"
"E01001474"	"10"
"E01000708"	"8"
"E01000709"	"9"
"E01000702"	"4"
"E01000703"	"16"
"E01000700"	"2"
"E01000701"	"3"
"E01000706"	"13"
"E01000707"	"2"
"E01000704"	"4"
"E01000705"	"3"
"E01015478"	"16"
"E01015479"	"43"
"E01015472"	"14"
"E01015473"	"29"
"E01015471"	"7"
"E01015476"	"140"
"E01015477"	"13"
"E01015474"	"20"
"E01015475"	"37"
"E01027288"	"7"
"E01027289"	"2"
"E01027284"	"6"
"E01027285"	"11"
"E01027286"	"4"
"E01027287"	"11"
"E01027280"	"5"
"E01027281"	"4"
"E01027282"	"8"
"E01027283"	"9"
"E01026625"	"48"
"E01026624"	"55"
"E01026627"	"15"
"E01026626"	"51"
"E01026621"	"6"
"E01026620"	"15"
"E01026623"	"83"
"E01026622"	"18"
"E01026629"	"11"
"E01026628"	"9"
"E01021938"	"5"
"E01021939"	"4"
"E01032969"	"6"
"E01021930"	"1"
"E01021931"	"8"
"E01021932"	"8"
"E01021933"	"4"
"E01021934"	"7"
"E01021935"	"3"
"E01021936"	"7"
"E01021937"	"8"
"E01012178"	"12"
"E01012179"	"6"
"E01012176"	"7"
"E01012177"	"4"
"E01012174"	"4"
"E01012175"	"21"
"E01012172"	"12"
"E01012173"	"22"
"E01012170"	"30"
"E01012171"	"25"
"E01032968"	"19"
"E01029922"	"20"
"E01028371"	"5"
"E01028370"	"4"
"E01028373"	"8"
"E01028372"	"3"
"E01028375"	"6"
"E01028374"	"16"
"E01028377"	"2"
"E01028376"	"18"
"E01028379"	"3"
"E01028378"	"5"
"E01021448"	"9"
"E01017237"	"45"
"E01012798"	"10"
"E01012799"	"14"
"E01012792"	"7"
"E01012793"	"7"
"E01012790"	"12"
"E01012791"	"6"
"E01012796"	"2"
"E01012797"	"4"
"E01012794"	"9"
"E01012795"	"9"
"E01011188"	"2"
"E01013221"	"225"
"E01013220"	"42"
"E01013223"	"4"
"E01013222"	"37"
"E01013225"	"2"
"E01013224"	"3"
"E01013227"	"7"
"E01013226"	"13"
"E01013229"	"26"
"E01013228"	"6"
"E01014790"	"9"
"E01014792"	"9"
"E01014793"	"2"
"E01014794"	"1"
"E01014795"	"12"
"E01014796"	"4"
"E01014797"	"18"
"E01014798"	"1"
"E01014799"	"24"
"E01011182"	"13"
"E01021446"	"9"
"E01011183"	"6"
"E01021447"	"9"
