LSOA_CODE,School Rating,Crime per region,Crime per region/10,
E01016419,4.774,9,0.9,13.774
E01016422,4.774,9,0.9,13.774
E01016424,4.774,9,0.9,13.774
E01016435,4.774,9,0.9,13.774
E01016461,4.774,9,0.9,13.774
E01016498,4.774,9,0.9,13.774
E01016518,4.774,9,0.9,13.774
E01016577,4.774,9,0.9,14.774
E01016690,4.774,10,1,14.774
E01016738,4.774,10,1,14.774
E01016740,4.774,10,1,14.774
E01016760,4.774,10,1,14.774
E01016763,4.774,10,1,14.774
E01016765,4.774,10,1,14.774
E01016771,4.774,10,1,14.774
E01016832,4.774,10,1,14.774
E01016834,4.774,10,1,14.774
E01016932,4.774,10,1,14.774
E01016981,4.774,10,1,14.774
E01016989,4.774,10,1,14.774
E01017048,4.774,10,1,14.774
E01017173,4.774,10,1,14.774
E01017175,4.774,10,1,14.774
E01017176,4.774,10,1,14.774
E01017361,4.774,10,1,14.774
E01017423,4.774,10,1,14.774
E01017424,4.774,10,1,14.774
E01017427,4.774,10,1,14.774
E01017496,4.774,10,1,14.774
E01017509,4.774,10,1,14.774
E01017511,4.774,10,1,14.774
E01017514,4.774,10,1,14.774
E01017579,4.774,10,1,14.774
E01017661,4.774,10,1,14.774
E01017690,4.774,10,1,14.774
E01017845,4.774,10,1,14.774
E01017911,4.774,10,1,14.774
E01017913,4.774,10,1,14.774
E01017934,4.774,10,1,14.774
E01018111,4.774,10,1,14.774
E01018192,4.774,10,1,14.774
E01018205,4.774,10,1,14.774
E01018212,4.774,10,1,14.774
E01018213,4.774,10,1,14.774
E01018217,4.774,10,1,14.774
E01018218,4.774,10,1,14.774
E01018239,4.774,10,1,15.774
E01018264,4.774,11,1.1,15.774
E01018279,4.774,11,1.1,15.774
E01018280,4.774,11,1.1,15.774
E01018281,4.774,11,1.1,15.774
E01018282,4.774,11,1.1,15.774
E01018289,4.774,11,1.1,15.774
E01018292,4.774,11,1.1,15.774
E01018293,4.774,11,1.1,15.774
E01018294,4.774,11,1.1,15.774
E01018326,4.774,11,1.1,15.774
E01018372,4.774,11,1.1,15.774
E01018502,4.774,11,1.1,15.774
E01018509,4.774,11,1.1,15.774
E01018513,4.774,11,1.1,15.774
E01018526,4.774,11,1.1,15.774
E01018561,4.774,11,1.1,15.774
E01018582,4.774,11,1.1,15.774
E01018613,4.774,11,1.1,15.774
E01018618,4.774,11,1.1,15.774
E01018717,4.774,11,1.1,15.774
E01018725,4.774,11,1.1,15.774
E01018762,4.774,11,1.1,15.774
E01018772,4.774,11,1.1,15.774
E01018778,4.774,11,1.1,15.774
E01018787,4.774,11,1.1,15.774
E01018842,4.774,11,1.1,15.774
E01018991,4.774,11,1.1,15.774
E01018992,4.774,11,1.1,15.774
E01018993,4.774,11,1.1,15.774
E01019005,4.774,11,1.1,15.774
E01019020,4.774,11,1.1,15.774
E01019023,4.774,11,1.1,15.774
E01019081,4.774,11,1.1,15.774
E01019125,4.774,11,1.1,15.774
E01019156,4.774,11,1.1,15.774
E01019160,4.774,11,1.1,15.774
E01019172,4.774,11,1.1,15.774
E01019173,4.774,11,1.1,15.774
E01019256,4.774,11,1.1,15.774
E01019258,4.774,11,1.1,15.774
E01019331,4.774,11,1.1,15.774
E01019332,4.774,11,1.1,15.774
E01019337,4.774,11,1.1,15.774
E01019423,4.774,11,1.1,15.774
E01019480,4.774,11,1.1,15.774
E01019481,4.774,11,1.1,15.774
E01019489,4.774,11,1.1,15.774
E01019543,4.774,11,1.1,15.774
E01019606,4.774,11,1.1,15.774
E01019631,4.774,11,1.1,15.774
E01019643,4.774,11,1.1,16.774
E01019659,4.774,12,1.2,16.774
E01019674,4.774,12,1.2,16.774
E01019687,4.774,12,1.2,16.774
E01019710,4.774,12,1.2,16.774
E01019714,4.774,12,1.2,16.774
E01019715,4.774,12,1.2,16.774
E01019716,4.774,12,1.2,16.774
E01019723,4.774,12,1.2,16.774
E01019734,4.774,12,1.2,16.774
E01019744,4.774,12,1.2,16.774
E01019745,4.774,12,1.2,16.774
E01019759,4.774,12,1.2,16.774
E01019761,4.774,12,1.2,16.774
E01019814,4.774,12,1.2,16.774
E01019822,4.774,12,1.2,16.774
E01019837,4.774,12,1.2,16.774
E01019860,4.774,12,1.2,16.774
E01019861,4.774,12,1.2,16.774
E01019872,4.774,12,1.2,16.774
E01019876,4.774,12,1.2,16.774
E01019913,4.774,12,1.2,16.774
E01019953,4.774,12,1.2,16.774
E01019964,4.774,12,1.2,16.774
E01020041,4.774,12,1.2,16.774
E01020042,4.774,12,1.2,16.774
E01020060,4.774,12,1.2,16.774
E01020061,4.774,12,1.2,16.774
E01020068,4.774,12,1.2,16.774
E01020082,4.774,12,1.2,16.774
E01020083,4.774,12,1.2,16.774
E01020262,4.774,12,1.2,16.774
E01020263,4.774,12,1.2,16.774
E01020267,4.774,12,1.2,16.774
E01020295,4.774,12,1.2,16.774
E01020354,4.774,12,1.2,16.774
E01020362,4.774,12,1.2,16.774
E01020376,4.774,12,1.2,16.774
E01020392,4.774,12,1.2,16.774
E01020423,4.774,12,1.2,16.774
E01020444,4.774,12,1.2,16.774
E01020454,4.774,12,1.2,16.774
E01020456,4.774,12,1.2,16.774
E01020485,4.774,12,1.2,16.774
E01020558,4.774,12,1.2,16.774
E01020559,4.774,12,1.2,16.774
E01020633,4.774,12,1.2,16.774
E01020637,4.774,12,1.2,16.774
E01020642,4.774,12,1.2,16.774
E01020693,4.774,12,1.2,16.774
E01020715,4.774,12,1.2,16.774
E01020723,4.774,12,1.2,16.774
E01020726,4.774,12,1.2,16.774
E01020810,4.774,12,1.2,16.774
E01020811,4.774,12,1.2,16.774
E01020812,4.774,12,1.2,16.774
E01020827,4.774,12,1.2,16.774
E01020837,4.774,12,1.2,16.774
E01020908,4.774,12,1.2,17.774
E01020950,4.774,13,1.3,17.774
E01020969,4.774,13,1.3,17.774
E01020976,4.774,13,1.3,17.774
E01020980,4.774,13,1.3,17.774
E01021005,4.774,13,1.3,17.774
E01021088,4.774,13,1.3,17.774
E01021090,4.774,13,1.3,17.774
E01021091,4.774,13,1.3,17.774
E01021092,4.774,13,1.3,17.774
E01021094,4.774,13,1.3,17.774
E01021128,4.774,13,1.3,17.774
E01021129,4.774,13,1.3,17.774
E01021137,4.774,13,1.3,17.774
E01021294,4.774,13,1.3,17.774
E01021297,4.774,13,1.3,17.774
E01021298,4.774,13,1.3,17.774
E01021310,4.774,13,1.3,17.774
E01021367,4.774,13,1.3,17.774
E01021368,4.774,13,1.3,17.774
E01021370,4.774,13,1.3,17.774
E01021406,4.774,13,1.3,17.774
E01021433,4.774,13,1.3,17.774
E01021443,4.774,13,1.3,17.774
E01021473,4.774,13,1.3,17.774
E01021545,4.774,13,1.3,17.774
E01021612,4.774,13,1.3,17.774
E01021615,4.774,13,1.3,17.774
E01021633,4.774,13,1.3,17.774
E01021659,4.774,13,1.3,17.774
E01021679,4.774,13,1.3,17.774
E01021729,4.774,13,1.3,17.774
E01021738,4.774,13,1.3,17.774
E01021753,4.774,13,1.3,17.774
E01021796,4.774,13,1.3,17.774
E01021896,4.774,13,1.3,17.774
E01021910,4.774,13,1.3,17.774
E01021978,4.774,13,1.3,18.774
E01022163,4.774,14,1.4,18.774
E01022236,4.774,14,1.4,18.774
E01022246,4.774,14,1.4,18.774
E01022267,4.774,14,1.4,18.774
E01022287,4.774,14,1.4,18.774
E01022317,4.774,14,1.4,18.774
E01022440,4.774,14,1.4,18.774
E01022464,4.774,14,1.4,18.774
E01022554,4.774,14,1.4,18.774
E01022558,4.774,14,1.4,18.774
E01022560,4.774,14,1.4,18.774
E01022630,4.774,14,1.4,18.774
E01022716,4.774,14,1.4,18.774
E01022867,4.774,14,1.4,18.774
E01022873,4.774,14,1.4,18.774
E01022909,4.774,14,1.4,18.774
E01022973,4.774,14,1.4,18.774
E01022998,4.774,14,1.4,18.774
E01023000,4.774,14,1.4,18.774
E01023038,4.774,14,1.4,18.774
E01023039,4.774,14,1.4,18.774
E01023053,4.774,14,1.4,19.774
E01023096,4.774,15,1.5,19.774
E01023097,4.774,15,1.5,19.774
E01023111,4.774,15,1.5,19.774
E01023121,4.774,15,1.5,19.774
E01023187,4.774,15,1.5,19.774
E01023217,4.774,15,1.5,19.774
E01023298,4.774,15,1.5,19.774
E01023302,4.774,15,1.5,19.774
E01023306,4.774,15,1.5,19.774
E01023320,4.774,15,1.5,19.774
E01023561,4.774,15,1.5,19.774
E01023576,4.774,15,1.5,19.774
E01023640,4.774,15,1.5,19.774
E01023654,4.774,15,1.5,19.774
E01023656,4.774,15,1.5,19.774
E01023661,4.774,15,1.5,19.774
E01023804,4.774,15,1.5,19.774
E01023838,4.774,15,1.5,19.774
E01023875,4.774,15,1.5,19.774
E01023901,4.774,15,1.5,19.774
E01023915,4.774,15,1.5,19.774
E01023923,4.774,15,1.5,19.774
E01023932,4.774,15,1.5,19.774
E01023933,4.774,15,1.5,19.774
E01023986,4.774,15,1.5,20.774
E01024027,4.774,16,1.6,20.774
E01024031,4.774,16,1.6,20.774
E01024034,4.774,16,1.6,20.774
E01024042,4.774,16,1.6,20.774
E01024063,4.774,16,1.6,20.774
E01024070,4.774,16,1.6,20.774
E01024073,4.774,16,1.6,20.774
E01024074,4.774,16,1.6,20.774
E01024079,4.774,16,1.6,20.774
E01024081,4.774,16,1.6,20.774
E01024097,4.774,16,1.6,20.774
E01024117,4.774,16,1.6,20.774
E01024190,4.774,16,1.6,20.774
E01024221,4.774,16,1.6,20.774
E01024237,4.774,16,1.6,20.774
E01024242,4.774,16,1.6,20.774
E01024245,4.774,16,1.6,20.774
E01024300,4.774,16,1.6,20.774
E01024349,4.774,16,1.6,20.774
E01024353,4.774,16,1.6,20.774
E01024429,4.774,16,1.6,20.774
E01024444,4.774,16,1.6,20.774
E01024447,4.774,16,1.6,20.774
E01024452,4.774,16,1.6,20.774
E01024472,4.774,16,1.6,20.774
E01024486,4.774,16,1.6,20.774
E01024493,4.774,16,1.6,20.774
E01024521,4.774,16,1.6,20.774
E01024532,4.774,16,1.6,20.774
E01024533,4.774,16,1.6,20.774
E01024550,4.774,16,1.6,20.774
E01024560,4.774,16,1.6,20.774
E01024643,4.774,16,1.6,20.774
E01024652,4.774,16,1.6,20.774
E01024709,4.774,16,1.6,20.774
E01024786,4.774,16,1.6,21.774
E01024830,4.774,17,1.7,21.774
E01024831,4.774,17,1.7,21.774
E01024892,4.774,17,1.7,21.774
E01024897,4.774,17,1.7,21.774
E01024914,4.774,17,1.7,21.774
E01024918,4.774,17,1.7,21.774
E01024925,4.774,17,1.7,21.774
E01024940,4.774,17,1.7,21.774
E01024981,4.774,17,1.7,21.774
E01024983,4.774,17,1.7,21.774
E01024991,4.774,17,1.7,21.774
E01024996,4.774,17,1.7,21.774
E01025001,4.774,17,1.7,21.774
E01025002,4.774,17,1.7,21.774
E01025004,4.774,17,1.7,21.774
E01025005,4.774,17,1.7,21.774
E01025006,4.774,17,1.7,21.774
E01025023,4.774,17,1.7,21.774
E01025025,4.774,17,1.7,21.774
E01025040,4.774,17,1.7,21.774
E01025070,4.774,17,1.7,21.774
E01025085,4.774,17,1.7,21.774
E01025096,4.774,17,1.7,21.774
E01025149,4.774,17,1.7,21.774
E01025199,4.774,17,1.7,21.774
E01025212,4.774,17,1.7,21.774
E01025213,4.774,17,1.7,21.774
E01025374,4.774,17,1.7,21.774
E01025397,4.774,17,1.7,21.774
E01025398,4.774,17,1.7,21.774
E01025406,4.774,17,1.7,21.774
E01025411,4.774,17,1.7,21.774
E01025427,4.774,17,1.7,21.774
E01025429,4.774,17,1.7,21.774
E01025433,4.774,17,1.7,21.774
E01025446,4.774,17,1.7,22.774
E01025622,4.774,18,1.8,22.774
E01025671,4.774,18,1.8,22.774
E01025771,4.774,18,1.8,22.774
E01025792,4.774,18,1.8,22.774
E01025793,4.774,18,1.8,22.774
E01025840,4.774,18,1.8,22.774
E01025889,4.774,18,1.8,22.774
E01025911,4.774,18,1.8,22.774
E01025992,4.774,18,1.8,22.774
E01026016,4.774,18,1.8,22.774
E01026031,4.774,18,1.8,22.774
E01026040,4.774,18,1.8,22.774
E01026124,4.774,18,1.8,22.774
E01026126,4.774,18,1.8,22.774
E01026142,4.774,18,1.8,22.774
E01026152,4.774,18,1.8,22.774
E01026154,4.774,18,1.8,23.774
E01026271,4.774,19,1.9,23.774
E01026328,4.774,19,1.9,23.774
E01026386,4.774,19,1.9,23.774
E01026437,4.774,19,1.9,23.774
E01026510,4.774,19,1.9,23.774
E01026523,4.774,19,1.9,23.774
E01026524,4.774,19,1.9,23.774
E01026533,4.774,19,1.9,23.774
E01026545,4.774,19,1.9,23.774
E01026570,4.774,19,1.9,23.774
E01026573,4.774,19,1.9,23.774
E01026574,4.774,19,1.9,23.774
E01026577,4.774,19,1.9,23.774
E01026608,4.774,19,1.9,23.774
E01026669,4.774,19,1.9,23.774
E01026670,4.774,19,1.9,24.774
E01026883,4.774,20,2,24.774
E01026913,4.774,20,2,24.774
E01026915,4.774,20,2,24.774
E01026989,4.774,20,2,24.774
E01027010,4.774,20,2,24.774
E01027025,4.774,20,2,24.774
E01027124,4.774,20,2,24.774
E01027126,4.774,20,2,24.774
E01027169,4.774,20,2,24.774
E01027254,4.774,20,2,24.774
E01027324,4.774,20,2,24.774
E01027329,4.774,20,2,24.774
E01027338,4.774,20,2,25.774
E01027379,4.774,21,2.1,25.774
E01027387,4.774,21,2.1,25.774
E01027411,4.774,21,2.1,25.774
E01027443,4.774,21,2.1,25.774
E01027444,4.774,21,2.1,25.774
E01027534,4.774,21,2.1,25.774
E01027550,4.774,21,2.1,25.774
E01027690,4.774,21,2.1,25.774
E01027711,4.774,21,2.1,25.774
E01027754,4.774,21,2.1,26.774
E01027905,4.774,22,2.2,26.774
E01027906,4.774,22,2.2,26.774
E01027907,4.774,22,2.2,26.774
E01027909,4.774,22,2.2,26.774
E01027910,4.774,22,2.2,26.774
E01027911,4.774,22,2.2,26.774
E01027931,4.774,22,2.2,26.774
E01027943,4.774,22,2.2,26.774
E01027946,4.774,22,2.2,26.774
E01027955,4.774,22,2.2,26.774
E01027960,4.774,22,2.2,26.774
E01027990,4.774,22,2.2,26.774
E01028123,4.774,22,2.2,26.774
E01028168,4.774,22,2.2,26.774
E01028169,4.774,22,2.2,26.774
E01028181,4.774,22,2.2,26.774
E01028184,4.774,22,2.2,26.774
E01028186,4.774,22,2.2,26.774
E01028188,4.774,22,2.2,27.774
E01028270,4.774,23,2.3,27.774
E01028316,4.774,23,2.3,27.774
E01028322,4.774,23,2.3,27.774
E01028447,4.774,23,2.3,27.774
E01028592,4.774,23,2.3,28.774
E01028647,4.774,24,2.4,28.774
E01028705,4.774,24,2.4,28.774
E01028921,4.774,24,2.4,28.774
E01028926,4.774,24,2.4,29.774
E01028975,4.774,25,2.5,29.774
E01028977,4.774,25,2.5,29.774
E01029006,4.774,25,2.5,29.774
E01029009,4.774,25,2.5,29.774
E01029010,4.774,25,2.5,29.774
E01029012,4.774,25,2.5,29.774
E01029022,4.774,25,2.5,29.774
E01029029,4.774,25,2.5,29.774
E01029030,4.774,25,2.5,29.774
E01029034,4.774,25,2.5,29.774
E01029041,4.774,25,2.5,29.774
E01029043,4.774,25,2.5,29.774
E01029057,4.774,25,2.5,29.774
E01029110,4.774,25,2.5,29.774
E01029111,4.774,25,2.5,29.774
E01029116,4.774,25,2.5,29.774
E01029117,4.774,25,2.5,29.774
E01029118,4.774,25,2.5,29.774
E01029125,4.774,25,2.5,29.774
E01029132,4.774,25,2.5,29.774
E01029133,4.774,25,2.5,29.774
E01029144,4.774,25,2.5,29.774
E01029156,4.774,25,2.5,29.774
E01029159,4.774,25,2.5,29.774
E01029160,4.774,25,2.5,29.774
E01029239,4.774,25,2.5,29.774
E01029240,4.774,25,2.5,29.774
E01029253,4.774,25,2.5,30.774
E01029270,4.774,26,2.6,30.774
E01029291,4.774,26,2.6,30.774
E01029309,4.774,26,2.6,30.774
E01029311,4.774,26,2.6,30.774
E01029312,4.774,26,2.6,30.774
E01029313,4.774,26,2.6,30.774
E01029314,4.774,26,2.6,30.774
E01029349,4.774,26,2.6,30.774
E01029361,4.774,26,2.6,30.774
E01029365,4.774,26,2.6,30.774
E01029383,4.774,26,2.6,30.774
E01029447,4.774,26,2.6,30.774
E01029537,4.774,26,2.6,30.774
E01029538,4.774,26,2.6,31.774
E01029547,4.774,27,2.7,31.774
E01029643,4.774,27,2.7,31.774
E01029646,4.774,27,2.7,31.774
E01029648,4.774,27,2.7,31.774
E01029659,4.774,27,2.7,31.774
E01029669,4.774,27,2.7,31.774
E01029690,4.774,27,2.7,31.774
E01029691,4.774,27,2.7,31.774
E01029692,4.774,27,2.7,31.774
E01029693,4.774,27,2.7,31.774
E01029694,4.774,27,2.7,31.774
E01029716,4.774,27,2.7,31.774
E01029722,4.774,27,2.7,32.774
E01029864,4.774,28,2.8,32.774
E01029900,4.774,28,2.8,32.774
E01029938,4.774,28,2.8,32.774
E01029997,4.774,28,2.8,32.774
E01029998,4.774,28,2.8,32.774
E01030000,4.774,28,2.8,32.774
E01030007,4.774,28,2.8,33.774
E01030010,4.774,29,2.9,34.774
E01030259,4.774,30,3,34.774
E01030268,4.774,30,3,34.774
E01030302,4.774,30,3,34.774
E01030307,4.774,30,3,34.774
E01030318,4.774,30,3,34.774
E01030324,4.774,30,3,34.774
E01030327,4.774,30,3,34.774
E01030329,4.774,30,3,34.774
E01030352,4.774,30,3,34.774
E01030357,4.774,30,3,35.774
E01030443,4.774,31,3.1,35.774
E01030446,4.774,31,3.1,35.774
E01030478,4.774,31,3.1,35.774
E01030487,4.774,31,3.1,35.774
E01030517,4.774,31,3.1,35.774
E01030519,4.774,31,3.1,35.774
E01030520,4.774,31,3.1,36.774
E01030568,4.774,32,3.2,37.774
E01030697,4.774,33,3.3,37.774
E01030698,4.774,33,3.3,37.774
E01030701,4.774,33,3.3,37.774
E01030705,4.774,33,3.3,37.774
E01030713,4.774,33,3.3,37.774
E01030717,4.774,33,3.3,37.774
E01030718,4.774,33,3.3,37.774
E01030722,4.774,33,3.3,37.774
E01030754,4.774,33,3.3,38.774
E01030859,4.774,34,3.4,39.774
E01030957,4.774,35,3.5,39.774
E01031028,4.774,35,3.5,40.774
E01031052,4.774,36,3.6,40.774
E01031053,4.774,36,3.6,40.774
E01031062,4.774,36,3.6,40.774
E01031083,4.774,36,3.6,40.774
E01031122,4.774,36,3.6,40.774
E01031129,4.774,36,3.6,41.774
E01031156,4.774,37,3.7,42.774
E01031287,4.774,38,3.8,43.774
E01031367,4.774,39,3.9,44.774
E01031383,4.774,40,4,44.774
E01031391,4.774,40,4,44.774
E01031393,4.774,40,4,44.774
E01031395,4.774,40,4,44.774
E01031423,4.774,40,4,45.774
E01031457,4.774,41,4.1,46.774
E01031532,4.774,42,4.2,46.774
E01031538,4.774,42,4.2,47.774
E01031565,4.774,43,4.3,47.774
E01031570,4.774,43,4.3,47.774
E01031572,4.774,43,4.3,48.774
E01031598,4.774,44,4.4,50.774
E01031696,4.774,46,4.6,51.774
E01031736,4.774,47,4.7,51.774
E01031737,4.774,47,4.7,54.774
E01031812,4.774,50,5,54.774
E01031823,4.774,50,5,54.774
E01031824,4.774,50,5,54.774
E01031833,4.774,50,5,54.774
E01031835,4.774,50,5,56.774
E01031867,4.774,52,5.2,56.774
E01031895,4.774,52,5.2,57.774
E01031898,4.774,53,5.3,57.774
E01031901,4.774,53,5.3,57.774
E01031903,4.774,53,5.3,58.774
E01031938,4.774,54,5.4,61.774
E01031997,4.774,57,5.7,62.774
E01032001,4.774,58,5.8,62.774
E01032013,4.774,58,5.8,62.774
E01032015,4.774,58,5.8,63.774
E01032019,4.774,59,5.9,63.774
E01032022,4.774,59,5.9,63.774
E01032033,4.774,59,5.9,68.774
E01032097,4.774,64,6.4,76.774
E01032166,4.774,72,7.2,77.774
E01032173,4.774,73,7.3,77.774
E01032179,4.774,73,7.3,77.774
E01032182,4.774,73,7.3,83.774
E01032224,4.774,79,7.9,83.774
E01032225,4.774,79,7.9,84.774
E01032232,4.774,80,8,84.774
E01032234,4.774,80,8,84.774
E01032236,4.774,80,8,85.774
E01032239,4.774,81,8.1,89.774
E01032273,4.774,85,8.5,5.774
E01000008,4.712,1,0.1,5.712
E01000010,4.712,1,0.1,5.712
E01000012,4.712,1,0.1,5.712
E01000022,4.712,1,0.1,5.712
E01000053,4.712,1,0.1,5.712
E01000130,4.712,1,0.1,5.712
E01000157,4.712,1,0.1,5.712
E01000222,4.712,1,0.1,5.712
E01000277,4.712,1,0.1,5.712
E01000345,4.712,1,0.1,5.712
E01000346,4.712,1,0.1,5.712
E01000362,4.712,1,0.1,5.712
E01000384,4.712,1,0.1,5.712
E01000387,4.712,1,0.1,5.712
E01000393,4.712,1,0.1,5.712
E01000395,4.712,1,0.1,5.712
E01000489,4.712,1,0.1,5.712
E01000511,4.712,1,0.1,5.712
E01000549,4.712,1,0.1,5.712
E01000580,4.712,1,0.1,5.712
E01000595,4.712,1,0.1,5.712
E01000600,4.712,1,0.1,5.712
E01000603,4.712,1,0.1,5.712
E01000641,4.712,1,0.1,5.712
E01000662,4.712,1,0.1,5.712
E01000664,4.712,1,0.1,5.712
E01000669,4.712,1,0.1,5.712
E01000696,4.712,1,0.1,5.712
E01000708,4.712,1,0.1,5.712
E01000750,4.712,1,0.1,5.712
E01000765,4.712,1,0.1,5.712
E01000767,4.712,1,0.1,5.712
E01000790,4.712,1,0.1,5.712
E01000812,4.712,1,0.1,5.712
E01000813,4.712,1,0.1,5.712
E01000816,4.712,1,0.1,5.712
E01000818,4.712,1,0.1,5.712
E01000846,4.712,1,0.1,5.712
E01000899,4.712,1,0.1,5.712
E01000966,4.712,1,0.1,5.712
E01000967,4.712,1,0.1,5.712
E01001005,4.712,1,0.1,6.712
E01001119,4.712,2,0.2,6.712
E01001137,4.712,2,0.2,6.712
E01001139,4.712,2,0.2,6.712
E01001140,4.712,2,0.2,6.712
E01001181,4.712,2,0.2,6.712
E01001205,4.712,2,0.2,6.712
E01001206,4.712,2,0.2,6.712
E01001239,4.712,2,0.2,6.712
E01001245,4.712,2,0.2,6.712
E01001263,4.712,2,0.2,6.712
E01001311,4.712,2,0.2,6.712
E01001316,4.712,2,0.2,6.712
E01001322,4.712,2,0.2,6.712
E01001393,4.712,2,0.2,6.712
E01001410,4.712,2,0.2,6.712
E01001460,4.712,2,0.2,6.712
E01001461,4.712,2,0.2,6.712
E01001479,4.712,2,0.2,6.712
E01001487,4.712,2,0.2,6.712
E01001497,4.712,2,0.2,6.712
E01001500,4.712,2,0.2,6.712
E01001504,4.712,2,0.2,6.712
E01001513,4.712,2,0.2,6.712
E01001587,4.712,2,0.2,6.712
E01001656,4.712,2,0.2,6.712
E01001774,4.712,2,0.2,6.712
E01001775,4.712,2,0.2,6.712
E01001776,4.712,2,0.2,6.712
E01001811,4.712,2,0.2,6.712
E01001815,4.712,2,0.2,6.712
E01001819,4.712,2,0.2,6.712
E01001866,4.712,2,0.2,6.712
E01001870,4.712,2,0.2,6.712
E01001897,4.712,2,0.2,6.712
E01001904,4.712,2,0.2,6.712
E01001915,4.712,2,0.2,6.712
E01002019,4.712,2,0.2,6.712
E01002021,4.712,2,0.2,6.712
E01002051,4.712,2,0.2,6.712
E01002053,4.712,2,0.2,6.712
E01002264,4.712,2,0.2,6.712
E01002267,4.712,2,0.2,6.712
E01002269,4.712,2,0.2,6.712
E01002379,4.712,2,0.2,6.712
E01002410,4.712,2,0.2,6.712
E01002444,4.712,2,0.2,6.712
E01002470,4.712,2,0.2,6.712
E01002483,4.712,2,0.2,6.712
E01002487,4.712,2,0.2,6.712
E01002511,4.712,2,0.2,6.712
E01002569,4.712,2,0.2,6.712
E01002572,4.712,2,0.2,6.712
E01002577,4.712,2,0.2,6.712
E01002582,4.712,2,0.2,6.712
E01002596,4.712,2,0.2,6.712
E01002689,4.712,2,0.2,6.712
E01002690,4.712,2,0.2,6.712
E01002692,4.712,2,0.2,6.712
E01002693,4.712,2,0.2,7.712
E01002738,4.712,3,0.3,7.712
E01002779,4.712,3,0.3,7.712
E01002825,4.712,3,0.3,7.712
E01002833,4.712,3,0.3,7.712
E01002851,4.712,3,0.3,7.712
E01002867,4.712,3,0.3,7.712
E01002912,4.712,3,0.3,7.712
E01002998,4.712,3,0.3,7.712
E01003001,4.712,3,0.3,7.712
E01003016,4.712,3,0.3,7.712
E01003030,4.712,3,0.3,7.712
E01003034,4.712,3,0.3,7.712
E01003043,4.712,3,0.3,7.712
E01003051,4.712,3,0.3,7.712
E01003052,4.712,3,0.3,7.712
E01003061,4.712,3,0.3,7.712
E01003076,4.712,3,0.3,7.712
E01003079,4.712,3,0.3,7.712
E01003081,4.712,3,0.3,7.712
E01003105,4.712,3,0.3,7.712
E01003107,4.712,3,0.3,7.712
E01003109,4.712,3,0.3,7.712
E01003123,4.712,3,0.3,7.712
E01003127,4.712,3,0.3,7.712
E01003128,4.712,3,0.3,7.712
E01003141,4.712,3,0.3,7.712
E01003142,4.712,3,0.3,7.712
E01003148,4.712,3,0.3,7.712
E01003152,4.712,3,0.3,7.712
E01003157,4.712,3,0.3,7.712
E01003160,4.712,3,0.3,7.712
E01003171,4.712,3,0.3,7.712
E01003223,4.712,3,0.3,7.712
E01003255,4.712,3,0.3,7.712
E01003328,4.712,3,0.3,7.712
E01003360,4.712,3,0.3,7.712
E01003369,4.712,3,0.3,7.712
E01003380,4.712,3,0.3,7.712
E01003381,4.712,3,0.3,7.712
E01003382,4.712,3,0.3,7.712
E01003386,4.712,3,0.3,7.712
E01003397,4.712,3,0.3,7.712
E01003407,4.712,3,0.3,7.712
E01003420,4.712,3,0.3,7.712
E01003673,4.712,3,0.3,7.712
E01003702,4.712,3,0.3,7.712
E01003761,4.712,3,0.3,7.712
E01003779,4.712,3,0.3,7.712
E01003796,4.712,3,0.3,7.712
E01003836,4.712,3,0.3,7.712
E01003901,4.712,3,0.3,7.712
E01003913,4.712,3,0.3,7.712
E01003923,4.712,3,0.3,7.712
E01003949,4.712,3,0.3,7.712
E01003955,4.712,3,0.3,7.712
E01003979,4.712,3,0.3,7.712
E01004021,4.712,3,0.3,7.712
E01004029,4.712,3,0.3,7.712
E01004035,4.712,3,0.3,7.712
E01004043,4.712,3,0.3,7.712
E01004059,4.712,3,0.3,7.712
E01004075,4.712,3,0.3,7.712
E01004077,4.712,3,0.3,7.712
E01004108,4.712,3,0.3,7.712
E01004142,4.712,3,0.3,7.712
E01004166,4.712,3,0.3,7.712
E01004197,4.712,3,0.3,7.712
E01004202,4.712,3,0.3,7.712
E01004230,4.712,3,0.3,7.712
E01004246,4.712,3,0.3,7.712
E01004312,4.712,3,0.3,7.712
E01004314,4.712,3,0.3,7.712
E01004411,4.712,3,0.3,7.712
E01004452,4.712,3,0.3,7.712
E01004455,4.712,3,0.3,7.712
E01004457,4.712,3,0.3,7.712
E01004473,4.712,3,0.3,7.712
E01004482,4.712,3,0.3,7.712
E01004495,4.712,3,0.3,7.712
E01004503,4.712,3,0.3,7.712
E01004540,4.712,3,0.3,7.712
E01004542,4.712,3,0.3,7.712
E01004544,4.712,3,0.3,7.712
E01004550,4.712,3,0.3,7.712
E01004552,4.712,3,0.3,7.712
E01004582,4.712,3,0.3,7.712
E01004593,4.712,3,0.3,7.712
E01004610,4.712,3,0.3,7.712
E01004624,4.712,3,0.3,7.712
E01004637,4.712,3,0.3,7.712
E01004652,4.712,3,0.3,7.712
E01004653,4.712,3,0.3,7.712
E01004675,4.712,3,0.3,7.712
E01004678,4.712,3,0.3,7.712
E01004695,4.712,3,0.3,8.712
E01004710,4.712,4,0.4,8.712
E01004718,4.712,4,0.4,8.712
E01004722,4.712,4,0.4,8.712
E01004723,4.712,4,0.4,8.712
