LSOA_CODE,School Rating,Crime per region,Crime per region/10,
E01013725,9.982,8,0.8,25.982
E01024614,9.672,16,1.6,17.672
E01013723,9.61,8,0.8,17.61
E01013726,9.61,8,0.8,17.61
E01013727,9.548,8,0.8,25.548
E01024615,9.486,16,1.6,17.486
E01013722,9.424,8,0.8,17.424
E01013728,9.424,8,0.8,25.424
E01024595,9.362,16,1.6,25.362
E01024616,9.3,16,1.6,13.3
E01005099,9.238,4,0.4,25.238
E01024597,9.238,16,1.6,13.238
E01005103,9.114,4,0.4,13.114
E01005101,9.052,4,0.4,13.052
E01005104,9.052,4,0.4,16.052
E01012343,8.99,7,0.7,16.99
E01014492,8.99,8,0.8,24.99
E01024609,8.99,16,1.6,24.99
E01024613,8.99,16,1.6,12.99
E01005135,8.866,4,0.4,16.866
E01013818,8.866,8,0.8,24.866
E01024610,8.866,16,1.6,12.866
E01005091,8.804,4,0.4,12.804
E01005098,8.804,4,0.4,16.804
E01014493,8.804,8,0.8,24.804
E01024581,8.804,16,1.6,12.804
E01005289,8.742,4,0.4,13.742
E01008100,8.742,5,0.5,16.742
E01013730,8.742,8,0.8,13.742
E01008013,8.68,5,0.5,13.68
E01008017,8.68,5,0.5,24.68
E01024596,8.68,16,1.6,24.68
E01024612,8.68,16,1.6,24.68
E01024619,8.68,16,1.6,11.68
E01003236,8.618,3,0.3,12.618
E01005291,8.618,4,0.4,12.618
E01005313,8.618,4,0.4,13.618
E01008097,8.618,5,0.5,16.618
E01014583,8.618,8,0.8,16.618
E01014647,8.618,8,0.8,12.618
E01005100,8.556,4,0.4,16.556
E01013682,8.556,8,0.8,16.556
E01014499,8.556,8,0.8,24.556
E01024587,8.556,16,1.6,24.556
E01024611,8.556,16,1.6,24.556
E01024620,8.556,16,1.6,12.556
E01005102,8.494,4,0.4,13.494
E01008012,8.494,5,0.5,15.494
E01012854,8.494,7,0.7,16.494
E01014496,8.494,8,0.8,24.494
E01024585,8.494,16,1.6,24.494
E01024594,8.494,16,1.6,24.494
E01024598,8.494,16,1.6,24.494
E01024621,8.494,16,1.6,12.494
E01005088,8.432,4,0.4,12.432
E01005089,8.432,4,0.4,12.432
E01005130,8.432,4,0.4,12.432
E01005318,8.432,4,0.4,13.432
E01007902,8.432,5,0.5,13.432
E01008018,8.432,5,0.5,13.432
E01008095,8.432,5,0.5,13.432
E01008098,8.432,5,0.5,15.432
E01011473,8.432,7,0.7,15.432
E01012851,8.432,7,0.7,16.432
E01013721,8.432,8,0.8,16.432
E01013858,8.432,8,0.8,16.432
E01014596,8.432,8,0.8,13.432
E01008016,8.37,5,0.5,15.37
E01011475,8.37,7,0.7,15.37
E01012856,8.37,7,0.7,15.37
E01012857,8.37,7,0.7,16.37
E01014497,8.37,8,0.8,12.37
E01005090,8.308,4,0.4,12.308
E01005314,8.308,4,0.4,13.308
E01008103,8.308,5,0.5,15.308
E01011372,8.308,7,0.7,15.308
E01012319,8.308,7,0.7,16.308
E01013731,8.308,8,0.8,16.308
E01013822,8.308,8,0.8,16.308
E01014638,8.308,8,0.8,16.308
E01014640,8.308,8,0.8,16.308
E01014643,8.308,8,0.8,24.308
E01024580,8.308,16,1.6,24.308
E01024586,8.308,16,1.6,11.308
E01003237,8.246,3,0.3,12.246
E01005203,8.246,4,0.4,15.246
E01011312,8.246,7,0.7,15.246
E01011368,8.246,7,0.7,15.246
E01012075,8.246,7,0.7,15.246
E01012076,8.246,7,0.7,16.246
E01014498,8.246,8,0.8,16.246
E01014726,8.246,8,0.8,17.246
E01016007,8.246,9,0.9,12.246
E01005086,8.184,4,0.4,12.184
E01005087,8.184,4,0.4,12.184
E01005290,8.184,4,0.4,13.184
E01007886,8.184,5,0.5,13.184
E01008101,8.184,5,0.5,15.184
E01011366,8.184,7,0.7,15.184
E01012304,8.184,7,0.7,15.184
E01012341,8.184,7,0.7,15.184
E01012876,8.184,7,0.7,16.184
E01014639,8.184,8,0.8,12.184
E01005202,8.122,4,0.4,12.122
E01005292,8.122,4,0.4,12.122
E01005315,8.122,4,0.4,13.122
E01008102,8.122,5,0.5,15.122
E01012088,8.122,7,0.7,15.122
E01012318,8.122,7,0.7,17.122
E01016004,8.122,9,0.9,17.122
E01016006,8.122,9,0.9,12.122
E01005136,8.06,4,0.4,12.06
E01005205,8.06,4,0.4,12.06
E01005316,8.06,4,0.4,15.06
E01011474,8.06,7,0.7,15.06
E01011677,8.06,7,0.7,15.06
E01012085,8.06,7,0.7,15.06
E01012305,8.06,7,0.7,28.06
E01026865,8.06,20,2,12.06
E01005085,7.998,4,0.4,11.998
E01005140,7.998,4,0.4,11.998
E01005141,7.998,4,0.4,11.998
E01005228,7.998,4,0.4,12.998
E01008014,7.998,5,0.5,12.998
E01008015,7.998,5,0.5,14.998
E01011375,7.998,7,0.7,14.998
E01011471,7.998,7,0.7,14.998
E01012342,7.998,7,0.7,15.998
E01014581,7.998,8,0.8,15.998
E01014593,7.998,8,0.8,18.998
E01018311,7.998,11,1.1,23.998
E01024589,7.998,16,1.6,27.998
E01026868,7.998,20,2,11.998
E01005319,7.936,4,0.4,12.936
E01007878,7.936,5,0.5,14.936
E01011472,7.936,7,0.7,14.936
E01012852,7.936,7,0.7,14.936
E01012877,7.936,7,0.7,15.936
E01013684,7.936,8,0.8,15.936
E01013868,7.936,8,0.8,15.936
E01014585,7.936,8,0.8,17.936
E01017040,7.936,10,1,20.936
E01021596,7.936,13,1.3,29.936
E01028236,7.936,22,2.2,11.936
E01005226,7.874,4,0.4,13.874
E01010944,7.874,6,0.6,14.874
E01011338,7.874,7,0.7,14.874
E01012875,7.874,7,0.7,14.874
E01012880,7.874,7,0.7,15.874
E01013817,7.874,8,0.8,15.874
E01013865,7.874,8,0.8,15.874
E01014495,7.874,8,0.8,15.874
E01014516,7.874,8,0.8,15.874
E01014580,7.874,8,0.8,15.874
E01014597,7.874,8,0.8,15.874
E01014644,7.874,8,0.8,17.874
E01017035,7.874,10,1,46.874
E01031358,7.874,39,3.9,11.874
E01005138,7.812,4,0.4,11.812
E01005206,7.812,4,0.4,11.812
E01005227,7.812,4,0.4,11.812
E01005317,7.812,4,0.4,12.812
E01007883,7.812,5,0.5,12.812
E01007904,7.812,5,0.5,13.812
E01010016,7.812,6,0.6,13.812
E01010938,7.812,6,0.6,14.812
E01011371,7.812,7,0.7,14.812
E01011476,7.812,7,0.7,14.812
E01012084,7.812,7,0.7,14.812
E01012869,7.812,7,0.7,15.812
E01013729,7.812,8,0.8,15.812
E01013861,7.812,8,0.8,15.812
E01014727,7.812,8,0.8,16.812
E01016009,7.812,9,0.9,16.812
E01016010,7.812,9,0.9,17.812
E01017132,7.812,10,1,20.812
E01021576,7.812,13,1.3,46.812
E01031341,7.812,39,3.9,46.812
E01031355,7.812,39,3.9,10.812
E01003238,7.75,3,0.3,11.75
E01006560,7.75,4,0.4,13.75
E01010734,7.75,6,0.6,14.75
E01012845,7.75,7,0.7,14.75
E01012847,7.75,7,0.7,14.75
E01012867,7.75,7,0.7,15.75
E01014608,7.75,8,0.8,15.75
E01014641,7.75,8,0.8,46.75
E01031346,7.75,39,3.9,46.75
E01031363,7.75,39,3.9,11.75
E01005624,7.688,4,0.4,12.688
E01007982,7.688,5,0.5,13.688
E01010817,7.688,6,0.6,14.688
E01011374,7.688,7,0.7,14.688
E01011468,7.688,7,0.7,14.688
E01011626,7.688,7,0.7,14.688
E01011673,7.688,7,0.7,14.688
E01012306,7.688,7,0.7,14.688
E01012850,7.688,7,0.7,14.688
E01012871,7.688,7,0.7,14.688
E01012889,7.688,7,0.7,15.688
E01013866,7.688,8,0.8,15.688
E01014517,7.688,8,0.8,15.688
E01014594,7.688,8,0.8,18.688
E01018317,7.688,11,1.1,18.688
E01019221,7.688,11,1.1,23.688
E01024741,7.688,16,1.6,29.688
E01028234,7.688,22,2.2,30.688
E01028275,7.688,23,2.3,46.688
E01031354,7.688,39,3.9,46.688
E01031360,7.688,39,3.9,10.688
E01003347,7.626,3,0.3,11.626
E01005139,7.626,4,0.4,11.626
E01005147,7.626,4,0.4,11.626
E01005197,7.626,4,0.4,11.626
E01005252,7.626,4,0.4,11.626
E01005656,7.626,4,0.4,13.626
E01010073,7.626,6,0.6,13.626
E01010084,7.626,6,0.6,13.626
E01010943,7.626,6,0.6,14.626
E01012327,7.626,7,0.7,14.626
E01012761,7.626,7,0.7,14.626
E01012855,7.626,7,0.7,14.626
E01012881,7.626,7,0.7,14.626
E01012891,7.626,7,0.7,15.626
E01013786,7.626,8,0.8,15.626
E01013867,7.626,8,0.8,15.626
E01013882,7.626,8,0.8,15.626
E01014595,7.626,8,0.8,18.626
E01019198,7.626,11,1.1,18.626
E01019199,7.626,11,1.1,27.626
E01026867,7.626,20,2,46.626
E01031361,7.626,39,3.9,11.626
E01005117,7.564,4,0.4,11.564
E01005129,7.564,4,0.4,11.564
E01005132,7.564,4,0.4,11.564
E01005142,7.564,4,0.4,11.564
E01005188,7.564,4,0.4,11.564
E01005189,7.564,4,0.4,11.564
E01005223,7.564,4,0.4,11.564
E01005224,7.564,4,0.4,11.564
E01005683,7.564,4,0.4,13.564
E01010612,7.564,6,0.6,14.564
E01011373,7.564,7,0.7,14.564
E01012340,7.564,7,0.7,14.564
E01012790,7.564,7,0.7,14.564
E01012805,7.564,7,0.7,14.564
E01012846,7.564,7,0.7,14.564
E01012894,7.564,7,0.7,14.564
E01012903,7.564,7,0.7,14.564
E01012906,7.564,7,0.7,15.564
E01013638,7.564,8,0.8,15.564
E01013864,7.564,8,0.8,15.564
E01014494,7.564,8,0.8,17.564
E01017034,7.564,10,1,18.564
E01018314,7.564,11,1.1,20.564
E01021597,7.564,13,1.3,20.564
E01021598,7.564,13,1.3,30.564
E01028263,7.564,23,2.3,11.564
E01005167,7.502,4,0.4,11.502
E01005191,7.502,4,0.4,11.502
E01005198,7.502,4,0.4,11.502
E01005225,7.502,4,0.4,11.502
E01005250,7.502,4,0.4,11.502
E01005654,7.502,4,0.4,11.502
E01005658,7.502,4,0.4,11.502
E01006755,7.502,4,0.4,11.502
E01006756,7.502,4,0.4,12.502
E01007885,7.502,5,0.5,12.502
E01007979,7.502,5,0.5,12.502
E01008011,7.502,5,0.5,12.502
E01008096,7.502,5,0.5,14.502
E01012074,7.502,7,0.7,14.502
E01012808,7.502,7,0.7,14.502
E01012878,7.502,7,0.7,14.502
E01012892,7.502,7,0.7,14.502
E01012895,7.502,7,0.7,14.502
E01012908,7.502,7,0.7,15.502
E01013880,7.502,8,0.8,15.502
E01014642,7.502,8,0.8,26.502
E01026796,7.502,19,1.9,46.502
E01031343,7.502,39,3.9,11.502
E01005149,7.44,4,0.4,11.44
E01005196,7.44,4,0.4,11.44
E01005207,7.44,4,0.4,11.44
E01005609,7.44,4,0.4,11.44
E01005653,7.44,4,0.4,11.44
E01005680,7.44,4,0.4,11.44
E01005723,7.44,4,0.4,11.44
E01006648,7.44,4,0.4,11.44
E01006754,7.44,4,0.4,13.44
E01010072,7.44,6,0.6,13.44
E01010941,7.44,6,0.6,14.44
E01011324,7.44,7,0.7,14.44
E01011347,7.44,7,0.7,14.44
E01011364,7.44,7,0.7,14.44
E01011662,7.44,7,0.7,14.44
E01012879,7.44,7,0.7,14.44
E01012899,7.44,7,0.7,15.44
E01013637,7.44,8,0.8,15.44
E01013879,7.44,8,0.8,15.44
E01013883,7.44,8,0.8,15.44
E01014609,7.44,8,0.8,17.44
E01017149,7.44,10,1,18.44
E01018316,7.44,11,1.1,18.44
E01019245,7.44,11,1.1,29.44
E01028235,7.44,22,2.2,47.44
E01031376,7.44,40,4,47.44
E01031379,7.44,40,4,11.44
E01005143,7.378,4,0.4,11.378
E01005611,7.378,4,0.4,11.378
E01005613,7.378,4,0.4,11.378
E01006734,7.378,4,0.4,13.378
E01010942,7.378,6,0.6,14.378
E01011429,7.378,7,0.7,14.378
E01012778,7.378,7,0.7,14.378
E01012897,7.378,7,0.7,14.378
E01012905,7.378,7,0.7,15.378
E01013640,7.378,8,0.8,15.378
E01013683,7.378,8,0.8,15.378
E01013877,7.378,8,0.8,15.378
E01014607,7.378,8,0.8,25.378
E01025606,7.378,18,1.8,25.378
E01026094,7.378,18,1.8,27.378
E01026861,7.378,20,2,30.378
E01028261,7.378,23,2.3,46.378
E01031344,7.378,39,3.9,46.378
E01031362,7.378,39,3.9,10.378
E01003346,7.316,3,0.3,11.316
E01005107,7.316,4,0.4,11.316
E01005146,7.316,4,0.4,11.316
E01005229,7.316,4,0.4,11.316
E01005657,7.316,4,0.4,11.316
E01005682,7.316,4,0.4,11.316
E01005720,7.316,4,0.4,11.316
E01006646,7.316,4,0.4,11.316
E01006741,7.316,4,0.4,11.316
E01006753,7.316,4,0.4,12.316
E01008291,7.316,5,0.5,13.316
E01010819,7.316,6,0.6,14.316
E01011346,7.316,7,0.7,14.316
E01011348,7.316,7,0.7,14.316
E01011432,7.316,7,0.7,14.316
E01011502,7.316,7,0.7,14.316
E01011623,7.316,7,0.7,14.316
E01011663,7.316,7,0.7,14.316
E01012083,7.316,7,0.7,14.316
E01012830,7.316,7,0.7,14.316
E01012900,7.316,7,0.7,14.316
E01012910,7.316,7,0.7,15.316
E01013881,7.316,8,0.8,16.316
E01016005,7.316,9,0.9,20.316
E01021592,7.316,13,1.3,23.316
E01024618,7.316,16,1.6,25.316
E01026083,7.316,18,1.8,26.316
E01026793,7.316,19,1.9,46.316
E01031359,7.316,39,3.9,10.316
E01003351,7.254,3,0.3,11.254
E01005067,7.254,4,0.4,11.254
E01005108,7.254,4,0.4,11.254
E01005133,7.254,4,0.4,11.254
E01005145,7.254,4,0.4,11.254
E01005166,7.254,4,0.4,11.254
E01005187,7.254,4,0.4,11.254
E01005190,7.254,4,0.4,11.254
E01005628,7.254,4,0.4,11.254
E01006563,7.254,4,0.4,11.254
E01006661,7.254,4,0.4,11.254
E01006703,7.254,4,0.4,11.254
E01006779,7.254,4,0.4,12.254
E01007905,7.254,5,0.5,12.254
E01007906,7.254,5,0.5,12.254
E01008327,7.254,5,0.5,12.254
E01008426,7.254,5,0.5,13.254
E01010077,7.254,6,0.6,13.254
E01010614,7.254,6,0.6,14.254
E01011344,7.254,7,0.7,14.254
E01011434,7.254,7,0.7,14.254
E01011466,7.254,7,0.7,14.254
E01011469,7.254,7,0.7,14.254
E01012059,7.254,7,0.7,14.254
E01012082,7.254,7,0.7,14.254
E01012784,7.254,7,0.7,14.254
E01012787,7.254,7,0.7,14.254
E01012806,7.254,7,0.7,14.254
E01012915,7.254,7,0.7,15.254
E01013906,7.254,8,0.8,15.254
E01013940,7.254,8,0.8,15.254
E01014582,7.254,8,0.8,15.254
E01014584,7.254,8,0.8,17.254
E01017130,7.254,10,1,17.254
E01017144,7.254,10,1,17.254
E01017266,7.254,10,1,18.254
E01019222,7.254,11,1.1,29.254
E01028230,7.254,22,2.2,46.254
E01031345,7.254,39,3.9,11.254
E01005093,7.192,4,0.4,11.192
E01005164,7.192,4,0.4,11.192
E01005293,7.192,4,0.4,11.192
E01005721,7.192,4,0.4,11.192
E01006558,7.192,4,0.4,12.192
E01008459,7.192,5,0.5,13.192
E01010015,7.192,6,0.6,13.192
E01010821,7.192,6,0.6,14.192
E01011316,7.192,7,0.7,14.192
E01011326,7.192,7,0.7,14.192
E01011340,7.192,7,0.7,14.192
E01011658,7.192,7,0.7,14.192
E01011667,7.192,7,0.7,14.192
E01012873,7.192,7,0.7,15.192
E01013639,7.192,8,0.8,15.192
E01013826,7.192,8,0.8,15.192
E01013876,7.192,8,0.8,15.192
E01013884,7.192,8,0.8,15.192
E01013885,7.192,8,0.8,15.192
E01014610,7.192,8,0.8,16.192
E01015379,7.192,9,0.9,16.192
E01015842,7.192,9,0.9,17.192
E01017272,7.192,10,1,25.192
E01025590,7.192,18,1.8,29.192
E01028231,7.192,22,2.2,30.192
E01028262,7.192,23,2.3,47.192
E01031377,7.192,40,4,10.192
E01003239,7.13,3,0.3,11.13
E01005112,7.13,4,0.4,11.13
E01005201,7.13,4,0.4,11.13
E01005251,7.13,4,0.4,11.13
E01005262,7.13,4,0.4,11.13
E01005610,7.13,4,0.4,11.13
E01006676,7.13,4,0.4,11.13
E01006677,7.13,4,0.4,11.13
E01006691,7.13,4,0.4,11.13
E01006739,7.13,4,0.4,11.13
E01006751,7.13,4,0.4,11.13
E01006758,7.13,4,0.4,12.13
E01007500,7.13,5,0.5,12.13
E01007881,7.13,5,0.5,12.13
E01008427,7.13,5,0.5,12.13
E01008429,7.13,5,0.5,13.13
E01010082,7.13,6,0.6,13.13
E01010083,7.13,6,0.6,13.13
E01010616,7.13,6,0.6,14.13
E01011332,7.13,7,0.7,14.13
E01011349,7.13,7,0.7,14.13
E01011444,7.13,7,0.7,14.13
E01011448,7.13,7,0.7,14.13
E01011467,7.13,7,0.7,14.13
E01011664,7.13,7,0.7,14.13
E01012060,7.13,7,0.7,14.13
E01012842,7.13,7,0.7,14.13
E01012893,7.13,7,0.7,15.13
E01013633,7.13,8,0.8,15.13
E01013641,7.13,8,0.8,15.13
E01013782,7.13,8,0.8,15.13
E01014602,7.13,8,0.8,17.13
E01017032,7.13,10,1,17.13
E01017157,7.13,10,1,20.13
E01021601,7.13,13,1.3,25.13
E01025592,7.13,18,1.8,29.13
E01028030,7.13,22,2.2,29.13
E01028066,7.13,22,2.2,29.13
E01028233,7.13,22,2.2,11.13
E01005074,7.068,4,0.4,11.068
E01005106,7.068,4,0.4,11.068
E01005165,7.068,4,0.4,11.068
E01005249,7.068,4,0.4,11.068
E01005264,7.068,4,0.4,11.068
E01005722,7.068,4,0.4,11.068
E01006564,7.068,4,0.4,11.068
E01006632,7.068,4,0.4,12.068
E01008730,7.068,5,0.5,13.068
E01010682,7.068,6,0.6,13.068
E01010961,7.068,6,0.6,14.068
E01011342,7.068,7,0.7,14.068
E01011443,7.068,7,0.7,14.068
E01011492,7.068,7,0.7,14.068
E01012077,7.068,7,0.7,14.068
E01012843,7.068,7,0.7,14.068
E01012866,7.068,7,0.7,14.068
E01012870,7.068,7,0.7,15.068
E01013774,7.068,8,0.8,15.068
E01013860,7.068,8,0.8,15.068
E01014650,7.068,8,0.8,17.068
E01016866,7.068,10,1,17.068
E01017037,7.068,10,1,17.068
E01017264,7.068,10,1,25.068
E01025579,7.068,18,1.8,25.068
E01025582,7.068,18,1.8,29.068
E01028064,7.068,22,2.2,11.068
E01005253,7.006,4,0.4,11.006
E01005295,7.006,4,0.4,11.006
E01005614,7.006,4,0.4,11.006
E01005655,7.006,4,0.4,11.006
E01005681,7.006,4,0.4,11.006
E01006518,7.006,4,0.4,11.006
E01006757,7.006,4,0.4,12.006
E01007907,7.006,5,0.5,12.006
E01008009,7.006,5,0.5,12.006
E01008122,7.006,5,0.5,12.006
E01008324,7.006,5,0.5,12.006
E01008380,7.006,5,0.5,12.006
E01008398,7.006,5,0.5,12.006
E01008428,7.006,5,0.5,13.006
E01009113,7.006,6,0.6,13.006
E01009752,7.006,6,0.6,13.006
E01009753,7.006,6,0.6,13.006
E01010071,7.006,6,0.6,13.006
E01010926,7.006,6,0.6,14.006
E01011323,7.006,7,0.7,14.006
E01011433,7.006,7,0.7,14.006
E01012809,7.006,7,0.7,15.006
E01013632,7.006,8,0.8,15.006
E01014578,7.006,8,0.8,15.006
E01014646,7.006,8,0.8,16.006
E01015384,7.006,9,0.9,16.006
E01015934,7.006,9,0.9,17.006
E01017031,7.006,10,1,17.006
E01017133,7.006,10,1,25.006
E01025574,7.006,18,1.8,25.006
E01026069,7.006,18,1.8,29.006
E01028056,7.006,22,2.2,29.006
E01028065,7.006,22,2.2,29.006
E01028232,7.006,22,2.2,30.006
E01028267,7.006,23,2.3,30.006
E01028276,7.006,23,2.3,30.006
E01028553,7.006,23,2.3,9.006
E01002280,6.944,2,0.2,10.944
E01005068,6.944,4,0.4,10.944
E01005105,6.944,4,0.4,10.944
E01005186,6.944,4,0.4,10.944
E01005195,6.944,4,0.4,10.944
E01005612,6.944,4,0.4,10.944
E01006630,6.944,4,0.4,10.944
E01006662,6.944,4,0.4,10.944
E01006678,6.944,4,0.4,10.944
E01006776,6.944,4,0.4,11.944
E01007573,6.944,5,0.5,11.944
E01007719,6.944,5,0.5,11.944
E01007761,6.944,5,0.5,11.944
E01008390,6.944,5,0.5,11.944
E01008425,6.944,5,0.5,12.944
E01010613,6.944,6,0.6,12.944
E01010924,6.944,6,0.6,12.944
E01010925,6.944,6,0.6,13.944
E01011325,6.944,7,0.7,13.944
E01011494,6.944,7,0.7,13.944
E01011671,6.944,7,0.7,13.944
E01011723,6.944,7,0.7,13.944
E01012307,6.944,7,0.7,13.944
E01012789,6.944,7,0.7,13.944
E01012859,6.944,7,0.7,13.944
E01012907,6.944,7,0.7,13.944
E01012912,6.944,7,0.7,14.944
E01013878,6.944,8,0.8,14.944
E01013905,6.944,8,0.8,14.944
E01013959,6.944,8,0.8,14.944
E01014612,6.944,8,0.8,16.944
E01017038,6.944,10,1,19.944
E01022024,6.944,13,1.3,26.944
E01026968,6.944,20,2,26.944
E01027151,6.944,20,2,28.944
E01028029,6.944,22,2.2,29.944
E01028552,6.944,23,2.3,45.944
E01031342,6.944,39,3.9,10.944
E01005072,6.882,4,0.4,10.882
E01005248,6.882,4,0.4,10.882
E01005255,6.882,4,0.4,10.882
E01005622,6.882,4,0.4,10.882
E01005667,6.882,4,0.4,10.882
E01006598,6.882,4,0.4,10.882
E01006611,6.882,4,0.4,10.882
E01006633,6.882,4,0.4,10.882
E01006647,6.882,4,0.4,10.882
E01006720,6.882,4,0.4,10.882
E01006736,6.882,4,0.4,10.882
E01006778,6.882,4,0.4,11.882
E01007757,6.882,5,0.5,11.882
E01007758,6.882,5,0.5,11.882
E01008010,6.882,5,0.5,11.882
E01008090,6.882,5,0.5,11.882
E01008123,6.882,5,0.5,11.882
E01008391,6.882,5,0.5,11.882
E01008437,6.882,5,0.5,11.882
E01008456,6.882,5,0.5,11.882
E01008810,6.882,5,0.5,12.882
E01010609,6.882,6,0.6,12.882
E01010820,6.882,6,0.6,12.882
E01010822,6.882,6,0.6,13.882
E01011295,6.882,7,0.7,13.882
E01011337,6.882,7,0.7,13.882
E01011426,6.882,7,0.7,13.882
E01011660,6.882,7,0.7,13.882
E01012061,6.882,7,0.7,13.882
E01012788,6.882,7,0.7,13.882
E01012829,6.882,7,0.7,13.882
E01012917,6.882,7,0.7,14.882
E01013631,6.882,8,0.8,14.882
E01013910,6.882,8,0.8,14.882
E01014579,6.882,8,0.8,14.882
E01014689,6.882,8,0.8,14.882
E01014723,6.882,8,0.8,15.882
E01015266,6.882,9,0.9,16.882
E01017103,6.882,10,1,16.882
E01017128,6.882,10,1,16.882
E01017235,6.882,10,1,16.882
E01017271,6.882,10,1,17.882
E01018309,6.882,11,1.1,19.882
E01021969,6.882,13,1.3,19.882
E01021975,6.882,13,1.3,19.882
E01022022,6.882,13,1.3,19.882
E01022023,6.882,13,1.3,22.882
E01024742,6.882,16,1.6,24.882
E01025575,6.882,18,1.8,24.882
E01025584,6.882,18,1.8,24.882
E01026093,6.882,18,1.8,24.882
E01026115,6.882,18,1.8,25.882
E01026597,6.882,19,1.9,25.882
E01026641,6.882,19,1.9,26.882
E01026950,6.882,20,2,28.882
E01028001,6.882,22,2.2,28.882
E01028003,6.882,22,2.2,28.882
E01028067,6.882,22,2.2,29.882
E01028318,6.882,23,2.3,34.882
E01029980,6.882,28,2.8,34.882
E01029982,6.882,28,2.8,46.882
E01031378,6.882,40,4,9.882
E01003349,6.82,3,0.3,10.82
E01005097,6.82,4,0.4,10.82
E01005200,6.82,4,0.4,10.82
E01005233,6.82,4,0.4,10.82
E01005235,6.82,4,0.4,10.82
E01005266,6.82,4,0.4,10.82
E01006585,6.82,4,0.4,10.82
E01006673,6.82,4,0.4,10.82
E01006701,6.82,4,0.4,10.82
E01006728,6.82,4,0.4,11.82
E01007495,6.82,5,0.5,11.82
E01007496,6.82,5,0.5,11.82
E01007499,6.82,5,0.5,11.82
E01007572,6.82,5,0.5,11.82
E01007577,6.82,5,0.5,11.82
E01007727,6.82,5,0.5,11.82
E01007755,6.82,5,0.5,11.82
E01007764,6.82,5,0.5,11.82
E01007967,6.82,5,0.5,11.82
E01008007,6.82,5,0.5,11.82
E01008008,6.82,5,0.5,11.82
E01008325,6.82,5,0.5,11.82
E01008331,6.82,5,0.5,11.82
E01008334,6.82,5,0.5,12.82
E01009748,6.82,6,0.6,12.82
E01010078,6.82,6,0.6,12.82
E01010081,6.82,6,0.6,12.82
E01010654,6.82,6,0.6,13.82
E01011282,6.82,7,0.7,13.82
E01011283,6.82,7,0.7,13.82
E01011294,6.82,7,0.7,13.82
E01011339,6.82,7,0.7,13.82
E01011362,6.82,7,0.7,13.82
E01011370,6.82,7,0.7,13.82
E01012817,6.82,7,0.7,13.82
E01012841,6.82,7,0.7,13.82
E01012858,6.82,7,0.7,13.82
E01012872,6.82,7,0.7,13.82
E01012888,6.82,7,0.7,13.82
E01012898,6.82,7,0.7,14.82
E01013212,6.82,8,0.8,14.82
E01013814,6.82,8,0.8,14.82
E01013825,6.82,8,0.8,14.82
E01013904,6.82,8,0.8,14.82
E01014601,6.82,8,0.8,14.82
E01014603,6.82,8,0.8,14.82
E01014605,6.82,8,0.8,15.82
E01015841,6.82,9,0.9,15.82
E01015895,6.82,9,0.9,16.82
E01017227,6.82,10,1,16.82
E01017265,6.82,10,1,17.82
E01018310,6.82,11,1.1,17.82
E01018313,6.82,11,1.1,17.82
E01018364,6.82,11,1.1,17.82
E01019197,6.82,11,1.1,18.82
E01019663,6.82,12,1.2,19.82
E01021970,6.82,13,1.3,19.82
E01021976,6.82,13,1.3,19.82
E01021998,6.82,13,1.3,22.82
E01024717,6.82,16,1.6,22.82
E01024765,6.82,16,1.6,24.82
E01026085,6.82,18,1.8,25.82
E01026819,6.82,19,1.9,26.82
E01026965,6.82,20,2,28.82
E01028068,6.82,22,2.2,7.82
E01000789,6.758,1,0.1,9.758
E01003350,6.758,3,0.3,10.758
E01005071,6.758,4,0.4,10.758
E01005092,6.758,4,0.4,10.758
E01005256,6.758,4,0.4,10.758
E01005257,6.758,4,0.4,10.758
E01005259,6.758,4,0.4,10.758
E01005665,6.758,4,0.4,10.758
E01005732,6.758,4,0.4,10.758
E01006552,6.758,4,0.4,10.758
E01006614,6.758,4,0.4,10.758
E01006615,6.758,4,0.4,10.758
E01006663,6.758,4,0.4,10.758
E01006721,6.758,4,0.4,10.758
E01006790,6.758,4,0.4,10.758
E01006791,6.758,4,0.4,11.758
E01007494,6.758,5,0.5,11.758
E01007574,6.758,5,0.5,11.758
E01007576,6.758,5,0.5,11.758
E01007580,6.758,5,0.5,11.758
E01007756,6.758,5,0.5,11.758
E01007759,6.758,5,0.5,11.758
E01007763,6.758,5,0.5,11.758
E01007847,6.758,5,0.5,11.758
E01007848,6.758,5,0.5,11.758
E01007850,6.758,5,0.5,11.758
E01008000,6.758,5,0.5,11.758
E01008075,6.758,5,0.5,11.758
E01008332,6.758,5,0.5,12.758
E01009751,6.758,6,0.6,12.758
E01010916,6.758,6,0.6,13.758
E01011292,6.758,7,0.7,13.758
E01011336,6.758,7,0.7,13.758
E01011428,6.758,7,0.7,13.758
E01011431,6.758,7,0.7,13.758
E01011657,6.758,7,0.7,13.758
E01011659,6.758,7,0.7,13.758
E01011722,6.758,7,0.7,13.758
E01011729,6.758,7,0.7,13.758
E01012090,6.758,7,0.7,13.758
E01012844,6.758,7,0.7,13.758
E01012849,6.758,7,0.7,13.758
E01012946,6.758,7,0.7,14.758
E01013174,6.758,8,0.8,14.758
E01013177,6.758,8,0.8,14.758
E01013178,6.758,8,0.8,14.758
E01013229,6.758,8,0.8,14.758
E01013821,6.758,8,0.8,14.758
E01013824,6.758,8,0.8,14.758
