LSOA_CODE,Pupil absence rates,Absence 10
E01026495,8.7,5.394
E01026518,8.7,5.394
E01026520,8.7,5.394
E01026549,8.7,5.394
E01026587,8.7,5.394
E01026632,8.7,5.394
E01026648,8.7,5.394
E01026649,8.7,5.394
E01026650,8.7,5.394
E01026666,8.7,5.394
E01026667,8.7,5.394
E01026687,8.7,5.394
E01026692,8.7,5.394
E01026694,8.7,5.394
E01026704,8.7,5.394
E01026706,8.7,5.394
E01026708,8.7,5.394
E01026709,8.7,5.394
E01026725,8.7,5.394
E01026731,8.7,5.394
E01026732,8.7,5.394
E01026738,8.7,5.394
E01026752,8.7,5.394
E01026771,8.7,5.394
E01026772,8.7,5.394
E01026773,8.7,5.394
E01029973,8.7,5.394
E01029975,8.7,5.394
E01030015,8.7,5.394
E01030018,8.7,5.394
E01030023,8.7,5.394
E01030031,8.7,5.394
E01030032,8.7,5.394
E01030033,8.7,5.394
E01030035,8.7,5.394
E01030036,8.7,5.394
E01030052,8.7,5.394
E01030064,8.7,5.394
E01030158,8.7,5.394
E01030159,8.7,5.394
E01030247,8.7,5.394
E01030252,8.7,5.394
E01000035,8.7,5.394
E01000060,8.7,5.394
E01000061,8.7,5.394
E01000062,8.7,5.394
E01000104,8.7,5.394
E01000141,8.7,5.394
E01000372,8.7,5.394
E01000385,8.7,5.394
E01000386,8.7,5.394
E01000432,8.7,5.394
E01000439,8.7,5.394
E01000441,8.7,5.394
E01000464,8.7,5.394
E01000466,8.7,5.394
E01000467,8.7,5.394
E01000470,8.7,5.394
E01000545,8.7,5.394
E01000557,8.7,5.394
E01000689,8.7,5.394
E01000728,8.7,5.394
E01000733,8.7,5.394
E01000735,8.7,5.394
E01000737,8.7,5.394
E01000782,8.7,5.394
E01000800,8.7,5.394
E01000801,8.7,5.394
E01000911,8.7,5.394
E01000921,8.7,5.394
E01000933,8.7,5.394
E01000990,8.7,5.394
E01001114,8.7,5.394
E01001118,8.7,5.394
E01001169,8.7,5.394
E01001170,8.7,5.394
E01001188,8.7,5.394
E01001192,8.7,5.394
E01001447,8.7,5.394
E01001466,8.7,5.394
E01001555,8.7,5.394
E01001561,8.7,5.394
E01001607,8.7,5.394
E01001618,8.7,5.394
E01001628,8.7,5.394
E01001639,8.7,5.394
E01001668,8.7,5.394
E01001853,8.7,5.394
E01001900,8.7,5.394
E01001923,8.7,5.394
E01001930,8.7,5.394
E01001940,8.7,5.394
E01001942,8.7,5.394
E01001953,8.7,5.394
E01002002,8.7,5.394
E01002039,8.7,5.394
E01002040,8.7,5.394
E01002090,8.7,5.394
E01002350,8.7,5.394
E01002400,8.7,5.394
E01002403,8.7,5.394
E01002404,8.7,5.394
E01002502,8.7,5.394
E01002503,8.7,5.394
E01002532,8.7,5.394
E01002551,8.7,5.394
E01002708,8.7,5.394
E01002722,8.7,5.394
E01002766,8.7,5.394
E01002770,8.7,5.394
E01002771,8.7,5.394
E01002787,8.7,5.394
E01002797,8.7,5.394
E01002802,8.7,5.394
E01002855,8.7,5.394
E01003204,8.7,5.394
E01003221,8.7,5.394
E01003252,8.7,5.394
E01003286,8.7,5.394
E01003301,8.7,5.394
E01003333,8.7,5.394
E01003335,8.7,5.394
E01003726,8.7,5.394
E01003776,8.7,5.394
E01003829,8.7,5.394
E01003832,8.7,5.394
E01003833,8.7,5.394
E01003857,8.7,5.394
E01003956,8.7,5.394
E01003971,8.7,5.394
E01003988,8.7,5.394
E01004048,8.7,5.394
E01004049,8.7,5.394
E01004089,8.7,5.394
E01004446,8.7,5.394
E01016029,8.7,5.394
E01016032,8.7,5.394
E01016158,8.7,5.394
E01016231,8.7,5.394
E01016248,8.7,5.394
E01016352,8.7,5.394
E01016371,8.7,5.394
E01016836,8.7,5.394
E01016846,8.7,5.394
E01016917,8.7,5.394
E01016927,8.7,5.394
E01017116,8.7,5.394
E01017163,8.7,5.394
E01017164,8.7,5.394
E01017167,8.7,5.394
E01017213,8.7,5.394
E01017218,8.7,5.394
E01017224,8.7,5.394
E01017254,8.7,5.394
E01017255,8.7,5.394
E01017256,8.7,5.394
E01017257,8.7,5.394
E01017258,8.7,5.394
E01017323,8.7,5.394
E01017347,8.7,5.394
E01017348,8.7,5.394
E01017355,8.7,5.394
E01017357,8.7,5.394
E01017358,8.7,5.394
E01017359,8.7,5.394
E01017360,8.7,5.394
E01017654,8.7,5.394
E01017665,8.7,5.394
E01017666,8.7,5.394
E01020920,8.7,5.394
E01022504,8.7,5.394
E01022673,8.7,5.394
E01022690,8.7,5.394
E01022843,8.7,5.394
E01022899,8.7,5.394
E01022910,8.7,5.394
E01022960,8.7,5.394
E01023078,8.7,5.394
E01023107,8.7,5.394
E01023125,8.7,5.394
E01023202,8.7,5.394
E01023203,8.7,5.394
E01024012,8.7,5.394
E01024093,8.7,5.394
E01024096,8.7,5.394
E01024108,8.7,5.394
E01024122,8.7,5.394
E01024223,8.7,5.394
E01024241,8.7,5.394
E01024277,8.7,5.394
E01024308,8.7,5.394
E01024309,8.7,5.394
E01024504,8.7,5.394
E01024505,8.7,5.394
E01024563,8.7,5.394
E01024639,8.7,5.394
E01024647,8.7,5.394
E01024671,8.7,5.394
E01024711,8.7,5.394
E01024769,8.7,5.394
E01024770,8.7,5.394
E01024776,8.7,5.394
E01028531,8.7,5.394
E01028541,8.7,5.394
E01028556,8.7,5.394
E01028557,8.7,5.394
E01028582,8.7,5.394
E01030334,8.7,5.394
E01030578,8.7,5.394
E01030579,8.7,5.394
E01030585,8.7,5.394
E01030586,8.7,5.394
E01030587,8.7,5.394
E01030588,8.7,5.394
E01030640,8.7,5.394
E01030649,8.7,5.394
E01030848,8.7,5.394
E01031417,8.7,5.394
E01031430,8.7,5.394
E01031438,8.7,5.394
E01031467,8.7,5.394
E01014504,8.7,5.394
E01014526,8.7,5.394
E01014573,8.7,5.394
E01014695,8.7,5.394
E01014697,8.7,5.394
E01014772,8.7,5.394
E01014786,8.7,5.394
E01014803,8.7,5.394
E01014810,8.7,5.394
E01014841,8.7,5.394
E01014844,8.7,5.394
E01014845,8.7,5.394
E01014846,8.7,5.394
E01014904,8.7,5.394
E01015077,8.7,5.394
E01015161,8.7,5.394
E01015205,8.7,5.394
E01015225,8.7,5.394
E01015228,8.7,5.394
E01015267,8.7,5.394
E01015270,8.7,5.394
E01015303,8.7,5.394
E01015307,8.7,5.394
E01018894,8.7,5.394
E01018895,8.7,5.394
E01018926,8.7,5.394
E01018997,8.7,5.394
E01019978,8.7,5.394
E01019980,8.7,5.394
E01019982,8.7,5.394
E01020011,8.7,5.394
E01020018,8.7,5.394
E01020038,8.7,5.394
E01020099,8.7,5.394
E01020124,8.7,5.394
E01020150,8.7,5.394
E01020180,8.7,5.394
E01020184,8.7,5.394
E01020194,8.7,5.394
E01020211,8.7,5.394
E01020213,8.7,5.394
E01020217,8.7,5.394
E01020224,8.7,5.394
E01020551,8.7,5.394
E01022155,8.7,5.394
E01022331,8.7,5.394
E01022346,8.7,5.394
E01029090,8.7,5.394
E01029091,8.7,5.394
E01029092,8.7,5.394
E01029108,8.7,5.394
E01029109,8.7,5.394
E01029170,8.7,5.394
E01029174,8.7,5.394
E01029175,8.7,5.394
E01029230,8.7,5.394
E01032064,8.7,5.394
E01008170,8.6,5.332
E01008220,8.6,5.332
E01008229,8.6,5.332
E01008230,8.6,5.332
E01008252,8.6,5.332
E01008283,8.6,5.332
E01008329,8.6,5.332
E01008463,8.6,5.332
E01008507,8.6,5.332
E01008543,8.6,5.332
E01008592,8.6,5.332
E01008603,8.6,5.332
E01008611,8.6,5.332
E01008641,8.6,5.332
E01008645,8.6,5.332
E01008655,8.6,5.332
E01008751,8.6,5.332
E01008770,8.6,5.332
E01008824,8.6,5.332
E01008827,8.6,5.332
E01008828,8.6,5.332
E01008854,8.6,5.332
E01012046,8.6,5.332
E01012079,8.6,5.332
E01012100,8.6,5.332
E01012111,8.6,5.332
E01012222,8.6,5.332
E01012292,8.6,5.332
E01012324,8.6,5.332
E01012351,8.6,5.332
E01012363,8.6,5.332
E01012364,8.6,5.332
E01020763,8.6,5.332
E01020786,8.6,5.332
E01020798,8.6,5.332
E01020804,8.6,5.332
E01020807,8.6,5.332
E01027441,8.6,5.332
E01027446,8.6,5.332
E01027462,8.6,5.332
E01004834,8.6,5.332
E01004855,8.6,5.332
E01004866,8.6,5.332
E01004922,8.6,5.332
E01004928,8.6,5.332
E01005158,8.6,5.332
E01005181,8.6,5.332
E01005276,8.6,5.332
E01005298,8.6,5.332
E01005302,8.6,5.332
E01005337,8.6,5.332
E01005349,8.6,5.332
E01005354,8.6,5.332
E01005423,8.6,5.332
E01005485,8.6,5.332
E01005490,8.6,5.332
E01005495,8.6,5.332
E01005537,8.6,5.332
E01005541,8.6,5.332
E01005542,8.6,5.332
E01005566,8.6,5.332
E01005580,8.6,5.332
E01005586,8.6,5.332
E01005691,8.6,5.332
E01005821,8.6,5.332
E01005828,8.6,5.332
E01005890,8.6,5.332
E01005899,8.6,5.332
E01005939,8.6,5.332
E01005940,8.6,5.332
E01005941,8.6,5.332
E01005946,8.6,5.332
E01005959,8.6,5.332
E01006252,8.6,5.332
E01006284,8.6,5.332
E01006299,8.6,5.332
E01006301,8.6,5.332
E01006330,8.6,5.332
E01006347,8.6,5.332
E01006348,8.6,5.332
E01006419,8.6,5.332
E01006425,8.6,5.332
E01006440,8.6,5.332
E01006584,8.6,5.332
E01006626,8.6,5.332
E01006652,8.6,5.332
E01006780,8.6,5.332
E01006840,8.6,5.332
E01006849,8.6,5.332
E01006854,8.6,5.332
E01006897,8.6,5.332
E01006911,8.6,5.332
E01006952,8.6,5.332
E01007054,8.6,5.332
E01007083,8.6,5.332
E01007088,8.6,5.332
E01007177,8.6,5.332
E01007209,8.6,5.332
E01007216,8.6,5.332
E01007219,8.6,5.332
E01007244,8.6,5.332
E01007270,8.6,5.332
E01012376,8.6,5.332
E01012619,8.6,5.332
E01012624,8.6,5.332
E01012629,8.6,5.332
E01012700,8.6,5.332
E01012701,8.6,5.332
E01012725,8.6,5.332
E01012729,8.6,5.332
E01012732,8.6,5.332
E01018330,8.6,5.332
E01018331,8.6,5.332
E01018351,8.6,5.332
E01018352,8.6,5.332
E01018353,8.6,5.332
E01018473,8.6,5.332
E01018549,8.6,5.332
E01018632,8.6,5.332
E01018734,8.6,5.332
E01019226,8.6,5.332
E01019244,8.6,5.332
E01024855,8.6,5.332
E01024901,8.6,5.332
E01025032,8.6,5.332
E01025058,8.6,5.332
E01025067,8.6,5.332
E01025068,8.6,5.332
E01025078,8.6,5.332
E01025152,8.6,5.332
E01025178,8.6,5.332
E01025188,8.6,5.332
E01025189,8.6,5.332
E01025249,8.6,5.332
E01025289,8.6,5.332
E01025290,8.6,5.332
E01025291,8.6,5.332
E01025369,8.6,5.332
E01025371,8.6,5.332
E01025381,8.6,5.332
E01025383,8.6,5.332
E01025388,8.6,5.332
E01025390,8.6,5.332
E01025469,8.6,5.332
E01025526,8.6,5.332
E01007330,8.6,5.332
E01007341,8.6,5.332
E01007374,8.6,5.332
E01007411,8.6,5.332
E01007530,8.6,5.332
E01007685,8.6,5.332
E01007715,8.6,5.332
E01007743,8.6,5.332
E01007744,8.6,5.332
E01007803,8.6,5.332
E01007836,8.6,5.332
E01007870,8.6,5.332
E01007874,8.6,5.332
E01007997,8.6,5.332
E01008053,8.6,5.332
E01008056,8.6,5.332
E01008106,8.6,5.332
E01008113,8.6,5.332
E01008160,8.6,5.332
E01008161,8.6,5.332
E01010619,8.6,5.332
E01010623,8.6,5.332
E01010627,8.6,5.332
E01010671,8.6,5.332
E01010721,8.6,5.332
E01010728,8.6,5.332
E01010782,8.6,5.332
E01010784,8.6,5.332
E01010791,8.6,5.332
E01010801,8.6,5.332
E01010855,8.6,5.332
E01010874,8.6,5.332
E01010930,8.6,5.332
E01010960,8.6,5.332
E01010966,8.6,5.332
E01010986,8.6,5.332
E01010994,8.6,5.332
E01011030,8.6,5.332
E01011088,8.6,5.332
E01011104,8.6,5.332
E01011124,8.6,5.332
E01011125,8.6,5.332
E01011261,8.6,5.332
E01011381,8.6,5.332
E01011383,8.6,5.332
E01011384,8.6,5.332
E01011519,8.6,5.332
E01011521,8.6,5.332
E01011591,8.6,5.332
E01011686,8.6,5.332
E01011687,8.6,5.332
E01011694,8.6,5.332
E01011918,8.6,5.332
E01011925,8.6,5.332
E01012771,8.6,5.332
E01013133,8.6,5.332
E01013283,8.6,5.332
E01013299,8.6,5.332
E01013300,8.6,5.332
E01013301,8.6,5.332
E01013331,8.6,5.332
E01013334,8.6,5.332
E01027843,8.6,5.332
E01013535,8.6,5.332
E01013536,8.6,5.332
E01013600,8.6,5.332
E01013602,8.6,5.332
E01013696,8.6,5.332
E01013837,8.6,5.332
E01013920,8.6,5.332
E01013937,8.6,5.332
E01019433,8.6,5.332
E01019438,8.6,5.332
E01019440,8.6,5.332
E01019441,8.6,5.332
E01019466,8.6,5.332
E01019487,8.6,5.332
E01019501,8.6,5.332
E01019515,8.6,5.332
E01019523,8.6,5.332
E01019680,8.6,5.332
E01019732,8.6,5.332
E01019752,8.6,5.332
E01019754,8.6,5.332
E01019817,8.6,5.332
E01025691,8.6,5.332
E01025696,8.6,5.332
E01025702,8.6,5.332
E01025712,8.6,5.332
E01025718,8.6,5.332
E01026095,8.6,5.332
E01026127,8.6,5.332
E01026161,8.6,5.332
E01026169,8.6,5.332
E01026175,8.6,5.332
E01026389,8.6,5.332
E01027038,8.6,5.332
E01027042,8.6,5.332
E01027081,8.6,5.332
E01027104,8.6,5.332
E01027106,8.6,5.332
E01027130,8.6,5.332
E01027163,8.6,5.332
E01027192,8.6,5.332
E01027225,8.6,5.332
E01027228,8.6,5.332
E01027314,8.6,5.332
E01027315,8.6,5.332
E01027317,8.6,5.332
E01027321,8.6,5.332
E01027332,8.6,5.332
E01027974,8.6,5.332
E01028005,8.6,5.332
E01028008,8.6,5.332
E01028079,8.6,5.332
E01028117,8.6,5.332
E01028140,8.6,5.332
E01028205,8.6,5.332
E01028238,8.6,5.332
E01028268,8.6,5.332
E01028286,8.6,5.332
E01028326,8.6,5.332
E01028394,8.6,5.332
E01008916,8.6,5.332
E01009100,8.6,5.332
E01009172,8.6,5.332
E01009174,8.6,5.332
E01009201,8.6,5.332
E01009411,8.6,5.332
E01009412,8.6,5.332
E01009478,8.6,5.332
E01009517,8.6,5.332
E01009570,8.6,5.332
E01009582,8.6,5.332
E01009635,8.6,5.332
E01009642,8.6,5.332
E01009684,8.6,5.332
E01009691,8.6,5.332
E01009693,8.6,5.332
E01009696,8.6,5.332
E01009697,8.6,5.332
E01009700,8.6,5.332
E01009763,8.6,5.332
E01009770,8.6,5.332
E01009843,8.6,5.332
E01009868,8.6,5.332
E01009875,8.6,5.332
E01009877,8.6,5.332
E01009956,8.6,5.332
E01010090,8.6,5.332
E01010125,8.6,5.332
E01010293,8.6,5.332
E01010367,8.6,5.332
E01010399,8.6,5.332
E01010406,8.6,5.332
E01010422,8.6,5.332
E01010434,8.6,5.332
E01010439,8.6,5.332
E01010441,8.6,5.332
E01014121,8.6,5.332
E01014193,8.6,5.332
E01014205,8.6,5.332
E01014210,8.6,5.332
E01014212,8.6,5.332
E01014246,8.6,5.332
E01014300,8.6,5.332
E01014301,8.6,5.332
E01014328,8.6,5.332
E01014354,8.6,5.332
E01014367,8.6,5.332
E01028934,8.6,5.332
E01028958,8.6,5.332
E01029852,8.6,5.332
E01031009,8.6,5.332
E01031010,8.6,5.332
E01031015,8.6,5.332
E01031046,8.6,5.332
E01031051,8.6,5.332
E01031086,8.6,5.332
E01031333,8.6,5.332
E01031334,8.6,5.332
E01032364,8.6,5.332
E01032366,8.6,5.332
E01032370,8.6,5.332
E01032371,8.6,5.332
E01032445,8.6,5.332
E01015624,8.6,5.332
E01015736,8.6,5.332
E01015795,8.6,5.332
E01015806,8.6,5.332
E01015821,8.6,5.332
E01015851,8.6,5.332
E01015869,8.6,5.332
E01015925,8.6,5.332
E01015926,8.6,5.332
E01017455,8.6,5.332
E01017477,8.6,5.332
E01017488,8.6,5.332
E01018039,8.6,5.332
E01018055,8.6,5.332
E01018077,8.6,5.332
E01018078,8.6,5.332
E01018079,8.6,5.332
E01018082,8.6,5.332
E01018083,8.6,5.332
E01018090,8.6,5.332
E01018092,8.6,5.332
E01018096,8.6,5.332
E01018139,8.6,5.332
E01018142,8.6,5.332
E01018146,8.6,5.332
E01018149,8.6,5.332
E01018184,8.6,5.332
E01021277,8.6,5.332
E01021446,8.6,5.332
E01021694,8.6,5.332
E01021706,8.6,5.332
E01021814,8.6,5.332
E01021823,8.6,5.332
E01021824,8.6,5.332
E01021825,8.6,5.332
E01021827,8.6,5.332
E01021835,8.6,5.332
E01021844,8.6,5.332
E01021859,8.6,5.332
E01021862,8.6,5.332
E01022018,8.6,5.332
E01022047,8.6,5.332
E01023308,8.6,5.332
E01023336,8.6,5.332
E01023337,8.6,5.332
E01023409,8.6,5.332
E01023414,8.6,5.332
E01023564,8.6,5.332
E01023666,8.6,5.332
E01023761,8.6,5.332
E01023781,8.6,5.332
E01023788,8.6,5.332
E01023797,8.6,5.332
E01023827,8.6,5.332
E01023828,8.6,5.332
E01023904,8.6,5.332
E01023906,8.6,5.332
E01023954,8.6,5.332
E01023957,8.6,5.332
E01026543,8.6,5.332
E01026601,8.6,5.332
E01026691,8.6,5.332
E01026699,8.6,5.332
E01026728,8.6,5.332
E01026741,8.6,5.332
E01026743,8.6,5.332
E01026764,8.6,5.332
E01026775,8.6,5.332
E01026776,8.6,5.332
E01026810,8.6,5.332
E01026836,8.6,5.332
E01026837,8.6,5.332
E01026849,8.6,5.332
E01029955,8.6,5.332
E01029974,8.6,5.332
E01029976,8.6,5.332
E01030026,8.6,5.332
E01030028,8.6,5.332
E01030030,8.6,5.332
E01030054,8.6,5.332
E01030066,8.6,5.332
E01030088,8.6,5.332
E01030110,8.6,5.332
E01030122,8.6,5.332
E01030160,8.6,5.332
E01030166,8.6,5.332
E01030167,8.6,5.332
E01030240,8.6,5.332
E01030251,8.6,5.332
E01030253,8.6,5.332
E01000036,8.6,5.332
E01000051,8.6,5.332
E01000064,8.6,5.332
E01000107,8.6,5.332
E01000108,8.6,5.332
E01000114,8.6,5.332
E01000143,8.6,5.332
E01000331,8.6,5.332
E01000336,8.6,5.332
E01000381,8.6,5.332
E01000401,8.6,5.332
E01000403,8.6,5.332
E01000431,8.6,5.332
E01000435,8.6,5.332
E01000468,8.6,5.332
E01000490,8.6,5.332
E01000546,8.6,5.332
E01000561,8.6,5.332
E01000692,8.6,5.332
E01000805,8.6,5.332
E01000874,8.6,5.332
E01000907,8.6,5.332
E01000912,8.6,5.332
E01000928,8.6,5.332
E01000973,8.6,5.332
E01000976,8.6,5.332
E01000981,8.6,5.332
E01000984,8.6,5.332
E01001013,8.6,5.332
E01001042,8.6,5.332
E01001109,8.6,5.332
E01001144,8.6,5.332
E01001166,8.6,5.332
E01001186,8.6,5.332
E01001187,8.6,5.332
E01001428,8.6,5.332
E01001431,8.6,5.332
E01001467,8.6,5.332
E01001551,8.6,5.332
E01001592,8.6,5.332
E01001623,8.6,5.332
E01001648,8.6,5.332
E01001663,8.6,5.332
E01001682,8.6,5.332
E01001708,8.6,5.332
E01001865,8.6,5.332
E01001868,8.6,5.332
E01001873,8.6,5.332
E01001877,8.6,5.332
E01001903,8.6,5.332
E01001929,8.6,5.332
E01001938,8.6,5.332
E01001945,8.6,5.332
E01001947,8.6,5.332
E01001949,8.6,5.332
E01001954,8.6,5.332
E01001990,8.6,5.332
E01002012,8.6,5.332
E01002034,8.6,5.332
E01002043,8.6,5.332
E01002093,8.6,5.332
E01002330,8.6,5.332
E01002332,8.6,5.332
E01002356,8.6,5.332
E01002399,8.6,5.332
E01002402,8.6,5.332
E01002405,8.6,5.332
E01002409,8.6,5.332
E01002425,8.6,5.332
E01002494,8.6,5.332
E01002508,8.6,5.332
E01002528,8.6,5.332
E01002546,8.6,5.332
E01002548,8.6,5.332
E01002549,8.6,5.332
E01002550,8.6,5.332
E01002604,8.6,5.332
E01002735,8.6,5.332
E01002765,8.6,5.332
E01002768,8.6,5.332
E01002769,8.6,5.332
E01002803,8.6,5.332
E01002834,8.6,5.332
E01003299,8.6,5.332
E01003320,8.6,5.332
E01003338,8.6,5.332
E01003393,8.6,5.332
E01003802,8.6,5.332
E01003803,8.6,5.332
E01003940,8.6,5.332
E01003970,8.6,5.332
E01003974,8.6,5.332
E01003983,8.6,5.332
E01004026,8.6,5.332
E01004047,8.6,5.332
E01004071,8.6,5.332
E01004088,8.6,5.332
E01004184,8.6,5.332
E01004423,8.6,5.332
E01004425,8.6,5.332
E01004428,8.6,5.332
E01004448,8.6,5.332
E01004569,8.6,5.332
E01004573,8.6,5.332
E01016026,8.6,5.332
E01016036,8.6,5.332
E01016069,8.6,5.332
E01016083,8.6,5.332
E01016151,8.6,5.332
E01016203,8.6,5.332
E01016204,8.6,5.332
E01016351,8.6,5.332
E01016378,8.6,5.332
E01016379,8.6,5.332
E01016714,8.6,5.332
E01016837,8.6,5.332
E01016863,8.6,5.332
E01016913,8.6,5.332
E01016916,8.6,5.332
E01016918,8.6,5.332
E01016921,8.6,5.332
E01016950,8.6,5.332
E01017072,8.6,5.332
E01017139,8.6,5.332
E01017143,8.6,5.332
E01017165,8.6,5.332
E01017166,8.6,5.332
E01017168,8.6,5.332
E01017170,8.6,5.332
E01017220,8.6,5.332
E01017221,8.6,5.332
E01017222,8.6,5.332
E01017225,8.6,5.332
E01017260,8.6,5.332
E01017318,8.6,5.332
E01017319,8.6,5.332
E01017330,8.6,5.332
E01017710,8.6,5.332
E01020923,8.6,5.332
E01022480,8.6,5.332
E01022485,8.6,5.332
E01022507,8.6,5.332
E01022527,8.6,5.332
E01022688,8.6,5.332
E01022831,8.6,5.332
E01022837,8.6,5.332
E01022839,8.6,5.332
E01022845,8.6,5.332
E01022964,8.6,5.332
E01023014,8.6,5.332
E01023016,8.6,5.332
E01023029,8.6,5.332
E01023030,8.6,5.332
E01023033,8.6,5.332
E01023079,8.6,5.332
E01023082,8.6,5.332
E01023083,8.6,5.332
E01023088,8.6,5.332
E01023095,8.6,5.332
E01023201,8.6,5.332
E01023204,8.6,5.332
E01023215,8.6,5.332
E01023219,8.6,5.332
E01024049,8.6,5.332
E01024059,8.6,5.332
E01024066,8.6,5.332
E01024092,8.6,5.332
E01024197,8.6,5.332
E01024213,8.6,5.332
E01024216,8.6,5.332
E01024231,8.6,5.332
E01024238,8.6,5.332
E01024266,8.6,5.332
E01024294,8.6,5.332
E01024311,8.6,5.332
E01024352,8.6,5.332
E01024368,8.6,5.332
E01024400,8.6,5.332
E01024497,8.6,5.332
E01024501,8.6,5.332
E01024502,8.6,5.332
E01024541,8.6,5.332
E01024679,8.6,5.332
E01024680,8.6,5.332
E01024698,8.6,5.332
E01024841,8.6,5.332
E01024847,8.6,5.332
E01028542,8.6,5.332
E01028543,8.6,5.332
E01028571,8.6,5.332
E01030311,8.6,5.332
E01030312,8.6,5.332
E01030336,8.6,5.332
E01030363,8.6,5.332
E01030483,8.6,5.332
E01030548,8.6,5.332
E01030549,8.6,5.332
E01030551,8.6,5.332
E01030575,8.6,5.332
E01030576,8.6,5.332
E01030577,8.6,5.332
E01030580,8.6,5.332
E01030581,8.6,5.332
E01030584,8.6,5.332
E01030592,8.6,5.332
E01030664,8.6,5.332
E01030786,8.6,5.332
E01030787,8.6,5.332
E01030788,8.6,5.332
E01030818,8.6,5.332
E01030844,8.6,5.332
E01030850,8.6,5.332
E01030858,8.6,5.332
E01031356,8.6,5.332
E01031398,8.6,5.332
E01031408,8.6,5.332
E01031410,8.6,5.332
E01031420,8.6,5.332
E01031421,8.6,5.332
E01031427,8.6,5.332
E01031428,8.6,5.332
E01031429,8.6,5.332
E01031434,8.6,5.332
E01031454,8.6,5.332
E01031782,8.6,5.332
E01031783,8.6,5.332
E01031786,8.6,5.332
E01031793,8.6,5.332
E01031794,8.6,5.332
E01031817,8.6,5.332
E01031818,8.6,5.332
E01031819,8.6,5.332
E01031836,8.6,5.332
E01014376,8.6,5.332
E01014410,8.6,5.332
E01014411,8.6,5.332
E01014458,8.6,5.332
E01014461,8.6,5.332
E01014462,8.6,5.332
E01014467,8.6,5.332
E01014478,8.6,5.332
E01014503,8.6,5.332
E01014506,8.6,5.332
E01014529,8.6,5.332
E01014536,8.6,5.332
E01014569,8.6,5.332
E01014572,8.6,5.332
E01014589,8.6,5.332
E01014622,8.6,5.332
E01014624,8.6,5.332
E01014629,8.6,5.332
E01014648,8.6,5.332
E01014656,8.6,5.332
E01014657,8.6,5.332
E01014682,8.6,5.332
E01014700,8.6,5.332
E01014730,8.6,5.332
E01014771,8.6,5.332
E01014787,8.6,5.332
E01015041,8.6,5.332
E01015167,8.6,5.332
E01015190,8.6,5.332
E01015224,8.6,5.332
E01015239,8.6,5.332
E01015243,8.6,5.332
E01015248,8.6,5.332
E01015280,8.6,5.332
E01015306,8.6,5.332
E01015308,8.6,5.332
E01015310,8.6,5.332
E01015312,8.6,5.332
E01018892,8.6,5.332
E01018969,8.6,5.332
E01018975,8.6,5.332
E01018990,8.6,5.332
E01018994,8.6,5.332
E01018995,8.6,5.332
E01018996,8.6,5.332
E01018998,8.6,5.332
E01018999,8.6,5.332
E01019000,8.6,5.332
E01019988,8.6,5.332
E01019989,8.6,5.332
E01019995,8.6,5.332
E01019998,8.6,5.332
E01020009,8.6,5.332
E01020043,8.6,5.332
E01020051,8.6,5.332
E01020108,8.6,5.332
E01020123,8.6,5.332
E01020125,8.6,5.332
E01020140,8.6,5.332
E01020177,8.6,5.332
E01020207,8.6,5.332
E01020212,8.6,5.332
E01020271,8.6,5.332
E01020298,8.6,5.332
E01020348,8.6,5.332
E01020536,8.6,5.332
E01020553,8.6,5.332
E01022292,8.6,5.332
E01022299,8.6,5.332
E01022321,8.6,5.332
E01022325,8.6,5.332
E01022458,8.6,5.332
E01029173,8.6,5.332
E01029177,8.6,5.332
E01029208,8.6,5.332
E01029247,8.6,5.332
E01029248,8.6,5.332
E01031852,8.6,5.332
E01031856,8.6,5.332
E01032070,8.6,5.332
E01032074,8.6,5.332
E01032095,8.6,5.332
E01008218,8.5,5.27
E01008253,8.5,5.27
E01008261,8.5,5.27
E01008287,8.5,5.27
E01008312,8.5,5.27
E01008313,8.5,5.27
E01008341,8.5,5.27
E01008381,8.5,5.27
E01008462,8.5,5.27
E01008466,8.5,5.27
E01008474,8.5,5.27
E01008502,8.5,5.27
E01008503,8.5,5.27
E01008542,8.5,5.27
E01008568,8.5,5.27
E01008604,8.5,5.27
E01008632,8.5,5.27
E01008653,8.5,5.27
E01008659,8.5,5.27
E01008718,8.5,5.27
E01008719,8.5,5.27
E01008742,8.5,5.27
E01008745,8.5,5.27
E01008746,8.5,5.27
E01008752,8.5,5.27
E01008753,8.5,5.27
E01008755,8.5,5.27
E01008764,8.5,5.27
E01008772,8.5,5.27
E01008802,8.5,5.27
E01008803,8.5,5.27
E01008823,8.5,5.27
E01008825,8.5,5.27
E01008874,8.5,5.27
E01008879,8.5,5.27
E01008880,8.5,5.27
E01012047,8.5,5.27
E01012057,8.5,5.27
E01012067,8.5,5.27
E01012110,8.5,5.27
E01012145,8.5,5.27
E01012171,8.5,5.27
E01012181,8.5,5.27
E01012192,8.5,5.27
E01012322,8.5,5.27
E01020618,8.5,5.27
E01020772,8.5,5.27
E01020785,8.5,5.27
E01020800,8.5,5.27
E01020805,8.5,5.27
E01020825,8.5,5.27
E01020834,8.5,5.27
E01020890,8.5,5.27
E01020892,8.5,5.27
E01020906,8.5,5.27
E01027442,8.5,5.27
E01004802,8.5,5.27
E01004813,8.5,5.27
E01004816,8.5,5.27
E01004821,8.5,5.27
E01004830,8.5,5.27
