LSOA_CODE,Pupil absence rates,Absence 10
E01002989,6.3,3.906
E01003008,6.3,3.906
E01003399,6.3,3.906
E01003424,6.3,3.906
E01003443,6.3,3.906
E01003534,6.3,3.906
E01003593,6.3,3.906
E01003617,6.3,3.906
E01003618,6.3,3.906
E01003661,6.3,3.906
E01003682,6.3,3.906
E01003691,6.3,3.906
E01003714,6.3,3.906
E01003735,6.3,3.906
E01003739,6.3,3.906
E01003746,6.3,3.906
E01003767,6.3,3.906
E01003772,6.3,3.906
E01003797,6.3,3.906
E01003874,6.3,3.906
E01004084,6.3,3.906
E01004098,6.3,3.906
E01004137,6.3,3.906
E01004160,6.3,3.906
E01004190,6.3,3.906
E01004518,6.3,3.906
E01004604,6.3,3.906
E01004705,6.3,3.906
E01016122,6.3,3.906
E01016243,6.3,3.906
E01016263,6.3,3.906
E01016267,6.3,3.906
E01016268,6.3,3.906
E01016269,6.3,3.906
E01016270,6.3,3.906
E01016278,6.3,3.906
E01016288,6.3,3.906
E01016329,6.3,3.906
E01016333,6.3,3.906
E01016338,6.3,3.906
E01016533,6.3,3.906
E01016591,6.3,3.906
E01016621,6.3,3.906
E01016659,6.3,3.906
E01016660,6.3,3.906
E01016735,6.3,3.906
E01016779,6.3,3.906
E01016791,6.3,3.906
E01016828,6.3,3.906
E01017647,6.3,3.906
E01017715,6.3,3.906
E01017728,6.3,3.906
E01017803,6.3,3.906
E01017814,6.3,3.906
E01017817,6.3,3.906
E01017829,6.3,3.906
E01017868,6.3,3.906
E01017919,6.3,3.906
E01021119,6.3,3.906
E01021199,6.3,3.906
E01021217,6.3,3.906
E01021231,6.3,3.906
E01022588,6.3,3.906
E01022590,6.3,3.906
E01022597,6.3,3.906
E01022661,6.3,3.906
E01022749,6.3,3.906
E01022750,6.3,3.906
E01022751,6.3,3.906
E01022753,6.3,3.906
E01022757,6.3,3.906
E01022758,6.3,3.906
E01022787,6.3,3.906
E01022788,6.3,3.906
E01022790,6.3,3.906
E01022791,6.3,3.906
E01022792,6.3,3.906
E01022849,6.3,3.906
E01022853,6.3,3.906
E01022865,6.3,3.906
E01022890,6.3,3.906
E01022891,6.3,3.906
E01023048,6.3,3.906
E01023049,6.3,3.906
E01023271,6.3,3.906
E01023273,6.3,3.906
E01023285,6.3,3.906
E01024139,6.3,3.906
E01024145,6.3,3.906
E01024151,6.3,3.906
E01024455,6.3,3.906
E01024462,6.3,3.906
E01024838,6.3,3.906
E01028498,6.3,3.906
E01028504,6.3,3.906
E01028507,6.3,3.906
E01028508,6.3,3.906
E01028645,6.3,3.906
E01028655,6.3,3.906
E01028656,6.3,3.906
E01028660,6.3,3.906
E01028708,6.3,3.906
E01028709,6.3,3.906
E01028710,6.3,3.906
E01028726,6.3,3.906
E01030391,6.3,3.906
E01030396,6.3,3.906
E01030456,6.3,3.906
E01030471,6.3,3.906
E01030992,6.3,3.906
E01031585,6.3,3.906
E01031587,6.3,3.906
E01031592,6.3,3.906
E01031616,6.3,3.906
E01031618,6.3,3.906
E01031621,6.3,3.906
E01031632,6.3,3.906
E01031635,6.3,3.906
E01031643,6.3,3.906
E01031646,6.3,3.906
E01031647,6.3,3.906
E01031650,6.3,3.906
E01031666,6.3,3.906
E01031703,6.3,3.906
E01014394,6.3,3.906
E01014396,6.3,3.906
E01014552,6.3,3.906
E01014554,6.3,3.906
E01014557,6.3,3.906
E01014558,6.3,3.906
E01014559,6.3,3.906
E01014560,6.3,3.906
E01014561,6.3,3.906
E01014669,6.3,3.906
E01014670,6.3,3.906
E01014993,6.3,3.906
E01015101,6.3,3.906
E01015550,6.3,3.906
E01019899,6.3,3.906
E01019960,6.3,3.906
E01020229,6.3,3.906
E01020230,6.3,3.906
E01020245,6.3,3.906
E01020380,6.3,3.906
E01020385,6.3,3.906
E01020407,6.3,3.906
E01020410,6.3,3.906
E01020518,6.3,3.906
E01020523,6.3,3.906
E01020525,6.3,3.906
E01022106,6.3,3.906
E01022168,6.3,3.906
E01022169,6.3,3.906
E01022196,6.3,3.906
E01022208,6.3,3.906
E01022258,6.3,3.906
E01022354,6.3,3.906
E01022371,6.3,3.906
E01022446,6.3,3.906
E01031906,6.3,3.906
E01031908,6.3,3.906
E01031912,6.3,3.906
E01031918,6.3,3.906
E01031921,6.3,3.906
E01031940,6.3,3.906
E01008264,6.2,3.844
E01008268,6.2,3.844
E01008271,6.2,3.844
E01008494,6.2,3.844
E01008497,6.2,3.844
E01008562,6.2,3.844
E01008563,6.2,3.844
E01011956,6.2,3.844
E01011957,6.2,3.844
E01011958,6.2,3.844
E01012294,6.2,3.844
E01020595,6.2,3.844
E01020612,6.2,3.844
E01027450,6.2,3.844
E01027452,6.2,3.844
E01027453,6.2,3.844
E01027456,6.2,3.844
E01027459,6.2,3.844
E01027464,6.2,3.844
E01027465,6.2,3.844
E01027466,6.2,3.844
E01027473,6.2,3.844
E01004808,6.2,3.844
E01004961,6.2,3.844
E01004966,6.2,3.844
E01005406,6.2,3.844
E01005442,6.2,3.844
E01006053,6.2,3.844
E01006059,6.2,3.844
E01006089,6.2,3.844
E01006103,6.2,3.844
E01006117,6.2,3.844
E01006120,6.2,3.844
E01006372,6.2,3.844
E01006373,6.2,3.844
E01006374,6.2,3.844
E01006594,6.2,3.844
E01006806,6.2,3.844
E01006807,6.2,3.844
E01006884,6.2,3.844
E01006885,6.2,3.844
E01006921,6.2,3.844
E01006922,6.2,3.844
E01006925,6.2,3.844
E01006945,6.2,3.844
E01006970,6.2,3.844
E01006996,6.2,3.844
E01007000,6.2,3.844
E01007111,6.2,3.844
E01007149,6.2,3.844
E01007150,6.2,3.844
E01007159,6.2,3.844
E01007287,6.2,3.844
E01012449,6.2,3.844
E01012502,6.2,3.844
E01012558,6.2,3.844
E01018324,6.2,3.844
E01018384,6.2,3.844
E01018413,6.2,3.844
E01018416,6.2,3.844
E01018420,6.2,3.844
E01018425,6.2,3.844
E01018518,6.2,3.844
E01018569,6.2,3.844
E01018581,6.2,3.844
E01018604,6.2,3.844
E01018607,6.2,3.844
E01018611,6.2,3.844
E01018649,6.2,3.844
E01018650,6.2,3.844
E01018675,6.2,3.844
E01018679,6.2,3.844
E01019342,6.2,3.844
E01025147,6.2,3.844
E01025255,6.2,3.844
E01025259,6.2,3.844
E01025273,6.2,3.844
E01025278,6.2,3.844
E01025302,6.2,3.844
E01025328,6.2,3.844
E01025342,6.2,3.844
E01025476,6.2,3.844
E01025490,6.2,3.844
E01025495,6.2,3.844
E01025501,6.2,3.844
E01025506,6.2,3.844
E01025508,6.2,3.844
E01025509,6.2,3.844
E01025510,6.2,3.844
E01025513,6.2,3.844
E01025514,6.2,3.844
E01025530,6.2,3.844
E01025531,6.2,3.844
E01025532,6.2,3.844
E01025533,6.2,3.844
E01025609,6.2,3.844
E01007476,6.2,3.844
E01007588,6.2,3.844
E01007631,6.2,3.844
E01007868,6.2,3.844
E01007951,6.2,3.844
E01007956,6.2,3.844
E01007958,6.2,3.844
E01010640,6.2,3.844
E01010641,6.2,3.844
E01010896,6.2,3.844
E01010935,6.2,3.844
E01010936,6.2,3.844
E01010945,6.2,3.844
E01010950,6.2,3.844
E01010951,6.2,3.844
E01010952,6.2,3.844
E01010954,6.2,3.844
E01010970,6.2,3.844
E01010972,6.2,3.844
E01011070,6.2,3.844
E01011151,6.2,3.844
E01011216,6.2,3.844
E01011265,6.2,3.844
E01011267,6.2,3.844
E01011271,6.2,3.844
E01011272,6.2,3.844
E01011273,6.2,3.844
E01011279,6.2,3.844
E01011457,6.2,3.844
E01011796,6.2,3.844
E01011825,6.2,3.844
E01011826,6.2,3.844
E01011828,6.2,3.844
E01011830,6.2,3.844
E01011832,6.2,3.844
E01011833,6.2,3.844
E01013019,6.2,3.844
E01013224,6.2,3.844
E01013225,6.2,3.844
E01013276,6.2,3.844
E01013277,6.2,3.844
E01027564,6.2,3.844
E01027565,6.2,3.844
E01027566,6.2,3.844
E01027568,6.2,3.844
E01027573,6.2,3.844
E01027583,6.2,3.844
E01027584,6.2,3.844
E01027613,6.2,3.844
E01027644,6.2,3.844
E01027645,6.2,3.844
E01027655,6.2,3.844
E01027660,6.2,3.844
E01027676,6.2,3.844
E01027681,6.2,3.844
E01027697,6.2,3.844
E01027716,6.2,3.844
E01027731,6.2,3.844
E01027797,6.2,3.844
E01027799,6.2,3.844
E01027885,6.2,3.844
E01027902,6.2,3.844
E01027904,6.2,3.844
E01013516,6.2,3.844
E01013788,6.2,3.844
E01019554,6.2,3.844
E01019564,6.2,3.844
E01019590,6.2,3.844
E01019612,6.2,3.844
E01019629,6.2,3.844
E01019719,6.2,3.844
E01019720,6.2,3.844
E01019853,6.2,3.844
E01025971,6.2,3.844
E01025977,6.2,3.844
E01026021,6.2,3.844
E01026067,6.2,3.844
E01026080,6.2,3.844
E01026139,6.2,3.844
E01026181,6.2,3.844
E01026200,6.2,3.844
E01026206,6.2,3.844
E01026214,6.2,3.844
E01026226,6.2,3.844
E01026296,6.2,3.844
E01026315,6.2,3.844
E01026326,6.2,3.844
E01026331,6.2,3.844
E01027011,6.2,3.844
E01027032,6.2,3.844
E01027033,6.2,3.844
E01027046,6.2,3.844
E01027047,6.2,3.844
E01027049,6.2,3.844
E01027050,6.2,3.844
E01027056,6.2,3.844
E01027075,6.2,3.844
E01027205,6.2,3.844
E01027263,6.2,3.844
E01027264,6.2,3.844
E01027265,6.2,3.844
E01027267,6.2,3.844
E01027269,6.2,3.844
E01027270,6.2,3.844
E01027271,6.2,3.844
E01027272,6.2,3.844
E01027306,6.2,3.844
E01028137,6.2,3.844
E01028179,6.2,3.844
E01028217,6.2,3.844
E01028312,6.2,3.844
E01028315,6.2,3.844
E01008960,6.2,3.844
E01009436,6.2,3.844
E01009444,6.2,3.844
E01009667,6.2,3.844
E01009669,6.2,3.844
E01009856,6.2,3.844
E01009895,6.2,3.844
E01009917,6.2,3.844
E01010230,6.2,3.844
E01010242,6.2,3.844
E01010244,6.2,3.844
E01010329,6.2,3.844
E01010492,6.2,3.844
E01010515,6.2,3.844
E01013999,6.2,3.844
E01014052,6.2,3.844
E01014175,6.2,3.844
E01014181,6.2,3.844
E01014203,6.2,3.844
E01014289,6.2,3.844
E01014351,6.2,3.844
E01028880,6.2,3.844
E01028936,6.2,3.844
E01029388,6.2,3.844
E01029392,6.2,3.844
E01029399,6.2,3.844
E01029405,6.2,3.844
E01029459,6.2,3.844
E01029460,6.2,3.844
E01029462,6.2,3.844
E01029512,6.2,3.844
E01029533,6.2,3.844
E01029535,6.2,3.844
E01029550,6.2,3.844
E01029551,6.2,3.844
E01029557,6.2,3.844
E01029575,6.2,3.844
E01029578,6.2,3.844
E01029590,6.2,3.844
E01029601,6.2,3.844
E01029703,6.2,3.844
E01029739,6.2,3.844
E01029754,6.2,3.844
E01029783,6.2,3.844
E01029786,6.2,3.844
E01029791,6.2,3.844
E01029795,6.2,3.844
E01031134,6.2,3.844
E01031211,6.2,3.844
E01031227,6.2,3.844
E01032322,6.2,3.844
E01032356,6.2,3.844
E01032372,6.2,3.844
E01032405,6.2,3.844
E01032406,6.2,3.844
E01032407,6.2,3.844
E01032408,6.2,3.844
E01032409,6.2,3.844
E01032410,6.2,3.844
E01032411,6.2,3.844
E01032428,6.2,3.844
E01032429,6.2,3.844
E01032433,6.2,3.844
E01032482,6.2,3.844
E01015619,6.2,3.844
E01015620,6.2,3.844
E01015775,6.2,3.844
E01015778,6.2,3.844
E01015890,6.2,3.844
E01015909,6.2,3.844
E01015943,6.2,3.844
E01015944,6.2,3.844
E01015945,6.2,3.844
E01015998,6.2,3.844
E01015999,6.2,3.844
E01017374,6.2,3.844
E01017378,6.2,3.844
E01017393,6.2,3.844
E01017403,6.2,3.844
E01017410,6.2,3.844
E01017413,6.2,3.844
E01017452,6.2,3.844
E01017463,6.2,3.844
E01017551,6.2,3.844
E01017553,6.2,3.844
E01017554,6.2,3.844
E01018189,6.2,3.844
E01021445,6.2,3.844
E01021447,6.2,3.844
E01021455,6.2,3.844
E01021456,6.2,3.844
E01021805,6.2,3.844
E01023355,6.2,3.844
E01023361,6.2,3.844
E01023362,6.2,3.844
E01023364,6.2,3.844
E01023438,6.2,3.844
E01023443,6.2,3.844
E01023448,6.2,3.844
E01023456,6.2,3.844
E01023457,6.2,3.844
E01023460,6.2,3.844
E01023468,6.2,3.844
E01023470,6.2,3.844
E01023471,6.2,3.844
E01023482,6.2,3.844
E01023511,6.2,3.844
E01023514,6.2,3.844
E01023623,6.2,3.844
E01023668,6.2,3.844
E01023673,6.2,3.844
E01023689,6.2,3.844
E01023698,6.2,3.844
E01023711,6.2,3.844
E01023712,6.2,3.844
E01023716,6.2,3.844
E01023725,6.2,3.844
E01023734,6.2,3.844
E01023735,6.2,3.844
E01023736,6.2,3.844
E01023822,6.2,3.844
E01023824,6.2,3.844
E01030065,6.2,3.844
E01030089,6.2,3.844
E01030093,6.2,3.844
E01030137,6.2,3.844
E01030197,6.2,3.844
E01000002,6.2,3.844
E01000839,6.2,3.844
E01000841,6.2,3.844
E01001536,6.2,3.844
E01002108,6.2,3.844
E01002110,6.2,3.844
E01002137,6.2,3.844
E01002147,6.2,3.844
E01002154,6.2,3.844
E01002163,6.2,3.844
E01002192,6.2,3.844
E01002197,6.2,3.844
E01002225,6.2,3.844
E01002237,6.2,3.844
E01002238,6.2,3.844
E01002241,6.2,3.844
E01002462,6.2,3.844
E01002512,6.2,3.844
E01002620,6.2,3.844
E01002625,6.2,3.844
E01002635,6.2,3.844
E01002636,6.2,3.844
E01002651,6.2,3.844
E01002665,6.2,3.844
E01002675,6.2,3.844
E01002929,6.2,3.844
E01003144,6.2,3.844
E01003401,6.2,3.844
E01003533,6.2,3.844
E01003551,6.2,3.844
E01003554,6.2,3.844
E01003560,6.2,3.844
E01003564,6.2,3.844
E01003571,6.2,3.844
E01003572,6.2,3.844
E01003576,6.2,3.844
E01003578,6.2,3.844
E01003581,6.2,3.844
E01003582,6.2,3.844
E01003591,6.2,3.844
E01003601,6.2,3.844
E01003613,6.2,3.844
E01003633,6.2,3.844
E01003635,6.2,3.844
E01003713,6.2,3.844
E01003728,6.2,3.844
E01003729,6.2,3.844
E01003730,6.2,3.844
E01003734,6.2,3.844
E01003737,6.2,3.844
E01003743,6.2,3.844
E01003757,6.2,3.844
E01003758,6.2,3.844
E01003768,6.2,3.844
E01003783,6.2,3.844
E01004093,6.2,3.844
E01004110,6.2,3.844
E01004155,6.2,3.844
E01004158,6.2,3.844
E01004366,6.2,3.844
E01004442,6.2,3.844
E01004504,6.2,3.844
E01004660,6.2,3.844
E01016186,6.2,3.844
E01016245,6.2,3.844
E01016286,6.2,3.844
E01016287,6.2,3.844
E01016307,6.2,3.844
E01016337,6.2,3.844
E01016624,6.2,3.844
E01016641,6.2,3.844
E01016658,6.2,3.844
E01016677,6.2,3.844
E01016685,6.2,3.844
E01016695,6.2,3.844
E01016705,6.2,3.844
E01016786,6.2,3.844
E01016787,6.2,3.844
E01016788,6.2,3.844
E01016789,6.2,3.844
E01016790,6.2,3.844
E01016793,6.2,3.844
E01016794,6.2,3.844
E01016795,6.2,3.844
E01016796,6.2,3.844
E01016802,6.2,3.844
E01016803,6.2,3.844
E01016813,6.2,3.844
E01017627,6.2,3.844
E01017631,6.2,3.844
E01017648,6.2,3.844
E01017714,6.2,3.844
E01017730,6.2,3.844
E01017738,6.2,3.844
E01017747,6.2,3.844
E01017780,6.2,3.844
E01017792,6.2,3.844
E01017815,6.2,3.844
E01017831,6.2,3.844
E01017840,6.2,3.844
E01017880,6.2,3.844
E01017883,6.2,3.844
E01017921,6.2,3.844
E01017942,6.2,3.844
E01021098,6.2,3.844
E01021171,6.2,3.844
E01021202,6.2,3.844
E01021203,6.2,3.844
E01022492,6.2,3.844
E01022592,6.2,3.844
E01022625,6.2,3.844
E01022752,6.2,3.844
E01022755,6.2,3.844
E01022756,6.2,3.844
E01022785,6.2,3.844
E01022793,6.2,3.844
E01022850,6.2,3.844
E01022863,6.2,3.844
E01023047,6.2,3.844
E01023229,6.2,3.844
E01024046,6.2,3.844
E01024153,6.2,3.844
E01024453,6.2,3.844
E01024456,6.2,3.844
E01024607,6.2,3.844
E01024723,6.2,3.844
E01024799,6.2,3.844
E01024802,6.2,3.844
E01024820,6.2,3.844
E01024853,6.2,3.844
E01028423,6.2,3.844
E01028481,6.2,3.844
E01028503,6.2,3.844
E01028654,6.2,3.844
E01028711,6.2,3.844
E01028740,6.2,3.844
E01028741,6.2,3.844
E01028742,6.2,3.844
E01030382,6.2,3.844
E01030776,6.2,3.844
E01030791,6.2,3.844
E01030964,6.2,3.844
E01030993,6.2,3.844
E01031584,6.2,3.844
E01031617,6.2,3.844
E01031623,6.2,3.844
E01031660,6.2,3.844
E01031661,6.2,3.844
E01031684,6.2,3.844
E01031686,6.2,3.844
E01031687,6.2,3.844
E01031750,6.2,3.844
E01014391,6.2,3.844
E01014392,6.2,3.844
E01014393,6.2,3.844
E01014397,6.2,3.844
E01014398,6.2,3.844
E01014424,6.2,3.844
E01014453,6.2,3.844
E01014469,6.2,3.844
E01014472,6.2,3.844
E01014672,6.2,3.844
E01014986,6.2,3.844
E01014988,6.2,3.844
E01014989,6.2,3.844
E01014991,6.2,3.844
E01015014,6.2,3.844
E01015015,6.2,3.844
E01015016,6.2,3.844
E01015022,6.2,3.844
E01015402,6.2,3.844
E01015471,6.2,3.844
E01015560,6.2,3.844
E01019900,6.2,3.844
E01020228,6.2,3.844
E01020287,6.2,3.844
E01020301,6.2,3.844
E01020303,6.2,3.844
E01020378,6.2,3.844
E01020379,6.2,3.844
E01020409,6.2,3.844
E01020510,6.2,3.844
E01020520,6.2,3.844
E01022124,6.2,3.844
E01022126,6.2,3.844
E01022127,6.2,3.844
E01022146,6.2,3.844
E01022199,6.2,3.844
E01022202,6.2,3.844
E01022203,6.2,3.844
E01022204,6.2,3.844
E01022209,6.2,3.844
E01022210,6.2,3.844
E01022221,6.2,3.844
E01022382,6.2,3.844
E01022391,6.2,3.844
E01022416,6.2,3.844
E01022426,6.2,3.844
E01029157,6.2,3.844
E01029158,6.2,3.844
E01029301,6.2,3.844
E01031891,6.2,3.844
E01031905,6.2,3.844
E01031909,6.2,3.844
E01031910,6.2,3.844
E01031911,6.2,3.844
E01031914,6.2,3.844
E01031915,6.2,3.844
E01031919,6.2,3.844
E01031925,6.2,3.844
E01031926,6.2,3.844
E01031927,6.2,3.844
E01031928,6.2,3.844
E01031950,6.2,3.844
E01031951,6.2,3.844
E01008266,6.1,3.782
E01008275,6.1,3.782
E01008495,6.1,3.782
E01008496,6.1,3.782
E01008560,6.1,3.782
E01008564,6.1,3.782
E01008585,6.1,3.782
E01008589,6.1,3.782
E01011955,6.1,3.782
E01027365,6.1,3.782
E01027448,6.1,3.782
E01027471,6.1,3.782
E01004790,6.1,3.782
E01004807,6.1,3.782
E01004810,6.1,3.782
E01004951,6.1,3.782
E01004952,6.1,3.782
E01005361,6.1,3.782
E01006055,6.1,3.782
E01006100,6.1,3.782
E01006123,6.1,3.782
E01006124,6.1,3.782
E01006128,6.1,3.782
E01006208,6.1,3.782
E01006211,6.1,3.782
E01006257,6.1,3.782
E01006258,6.1,3.782
E01006532,6.1,3.782
E01006592,6.1,3.782
E01006882,6.1,3.782
E01006886,6.1,3.782
E01006923,6.1,3.782
E01006986,6.1,3.782
E01006988,6.1,3.782
E01006989,6.1,3.782
E01006998,6.1,3.782
E01006999,6.1,3.782
E01007075,6.1,3.782
E01007082,6.1,3.782
E01007144,6.1,3.782
E01007172,6.1,3.782
E01007242,6.1,3.782
E01007263,6.1,3.782
E01007285,6.1,3.782
E01012446,6.1,3.782
E01012447,6.1,3.782
E01012452,6.1,3.782
E01012503,6.1,3.782
E01012627,6.1,3.782
E01018323,6.1,3.782
E01018385,6.1,3.782
E01018411,6.1,3.782
E01018414,6.1,3.782
E01018586,6.1,3.782
E01018603,6.1,3.782
E01018609,6.1,3.782
E01018610,6.1,3.782
E01018677,6.1,3.782
E01019341,6.1,3.782
E01019343,6.1,3.782
E01019356,6.1,3.782
E01019377,6.1,3.782
E01025127,6.1,3.782
E01025169,6.1,3.782
E01025231,6.1,3.782
E01025241,6.1,3.782
E01025242,6.1,3.782
E01025243,6.1,3.782
E01025322,6.1,3.782
E01025496,6.1,3.782
E01025497,6.1,3.782
E01025498,6.1,3.782
E01025500,6.1,3.782
E01025507,6.1,3.782
E01007581,6.1,3.782
E01007582,6.1,3.782
E01007939,6.1,3.782
E01007953,6.1,3.782
E01007961,6.1,3.782
E01010639,6.1,3.782
E01010642,6.1,3.782
E01010643,6.1,3.782
E01010773,6.1,3.782
E01010876,6.1,3.782
E01010904,6.1,3.782
E01010905,6.1,3.782
E01010947,6.1,3.782
E01010948,6.1,3.782
E01011142,6.1,3.782
E01011159,6.1,3.782
E01011252,6.1,3.782
E01011266,6.1,3.782
E01011280,6.1,3.782
E01011642,6.1,3.782
E01011793,6.1,3.782
E01011795,6.1,3.782
E01011827,6.1,3.782
E01011829,6.1,3.782
E01013038,6.1,3.782
E01013270,6.1,3.782
E01013423,6.1,3.782
E01027569,6.1,3.782
E01027586,6.1,3.782
E01027590,6.1,3.782
E01027592,6.1,3.782
E01027600,6.1,3.782
E01027604,6.1,3.782
E01027606,6.1,3.782
E01027611,6.1,3.782
E01027614,6.1,3.782
E01027615,6.1,3.782
E01027616,6.1,3.782
E01027617,6.1,3.782
E01027669,6.1,3.782
E01027670,6.1,3.782
E01027671,6.1,3.782
E01027677,6.1,3.782
E01027698,6.1,3.782
E01027703,6.1,3.782
E01027757,6.1,3.782
E01027763,6.1,3.782
E01027918,6.1,3.782
E01027919,6.1,3.782
E01013514,6.1,3.782
E01013520,6.1,3.782
E01013527,6.1,3.782
E01013804,6.1,3.782
E01013805,6.1,3.782
E01019555,6.1,3.782
E01019771,6.1,3.782
E01019834,6.1,3.782
E01019854,6.1,3.782
E01019855,6.1,3.782
E01025976,6.1,3.782
E01026167,6.1,3.782
E01026193,6.1,3.782
E01026202,6.1,3.782
E01026203,6.1,3.782
E01026217,6.1,3.782
E01026219,6.1,3.782
E01026235,6.1,3.782
E01026394,6.1,3.782
E01027044,6.1,3.782
E01027051,6.1,3.782
E01027053,6.1,3.782
E01027054,6.1,3.782
E01027055,6.1,3.782
E01027057,6.1,3.782
E01027261,6.1,3.782
E01027266,6.1,3.782
E01027268,6.1,3.782
E01027287,6.1,3.782
E01028006,6.1,3.782
E01028039,6.1,3.782
E01008950,6.1,3.782
E01008989,6.1,3.782
E01009280,6.1,3.782
E01009432,6.1,3.782
E01009438,6.1,3.782
E01009666,6.1,3.782
E01009778,6.1,3.782
E01009825,6.1,3.782
E01009897,6.1,3.782
E01010168,6.1,3.782
E01010174,6.1,3.782
E01010227,6.1,3.782
E01010246,6.1,3.782
E01010334,6.1,3.782
E01010392,6.1,3.782
E01010494,6.1,3.782
E01010497,6.1,3.782
E01010505,6.1,3.782
E01010514,6.1,3.782
E01010553,6.1,3.782
E01013998,6.1,3.782
E01014051,6.1,3.782
E01014091,6.1,3.782
E01014111,6.1,3.782
E01014173,6.1,3.782
E01014189,6.1,3.782
E01014347,6.1,3.782
E01028827,6.1,3.782
E01028844,6.1,3.782
E01028853,6.1,3.782
E01028855,6.1,3.782
E01028870,6.1,3.782
E01028940,6.1,3.782
E01029391,6.1,3.782
E01029393,6.1,3.782
E01029400,6.1,3.782
E01029509,6.1,3.782
E01029510,6.1,3.782
E01029556,6.1,3.782
E01029571,6.1,3.782
E01029572,6.1,3.782
E01029574,6.1,3.782
E01029606,6.1,3.782
E01029613,6.1,3.782
E01029615,6.1,3.782
E01029651,6.1,3.782
E01029672,6.1,3.782
E01029704,6.1,3.782
E01029749,6.1,3.782
E01029755,6.1,3.782
E01029756,6.1,3.782
E01029784,6.1,3.782
E01029785,6.1,3.782
E01029789,6.1,3.782
E01029790,6.1,3.782
E01031100,6.1,3.782
E01031188,6.1,3.782
E01032316,6.1,3.782
E01032317,6.1,3.782
E01032352,6.1,3.782
E01032353,6.1,3.782
E01032373,6.1,3.782
E01032382,6.1,3.782
E01032383,6.1,3.782
E01032390,6.1,3.782
E01032412,6.1,3.782
E01032413,6.1,3.782
E01032427,6.1,3.782
E01032473,6.1,3.782
E01015628,6.1,3.782
E01015631,6.1,3.782
E01015635,6.1,3.782
E01015636,6.1,3.782
E01015693,6.1,3.782
E01015697,6.1,3.782
E01015979,6.1,3.782
E01017391,6.1,3.782
E01017397,6.1,3.782
E01017438,6.1,3.782
E01017442,6.1,3.782
E01017555,6.1,3.782
E01017557,6.1,3.782
E01018129,6.1,3.782
E01018176,6.1,3.782
E01021483,6.1,3.782
E01021946,6.1,3.782
E01023367,6.1,3.782
E01023368,6.1,3.782
E01023371,6.1,3.782
E01023377,6.1,3.782
E01023416,6.1,3.782
E01023444,6.1,3.782
E01023450,6.1,3.782
E01023451,6.1,3.782
E01023453,6.1,3.782
E01023454,6.1,3.782
E01023458,6.1,3.782
E01023459,6.1,3.782
E01023480,6.1,3.782
E01023483,6.1,3.782
E01023523,6.1,3.782
E01023524,6.1,3.782
E01023551,6.1,3.782
E01023610,6.1,3.782
E01023614,6.1,3.782
E01023710,6.1,3.782
E01023746,6.1,3.782
E01023748,6.1,3.782
E01023825,6.1,3.782
E01030100,6.1,3.782
E01030119,6.1,3.782
E01030181,6.1,3.782
E01030182,6.1,3.782
E01030198,6.1,3.782
E01000283,6.1,3.782
E01000444,6.1,3.782
E01000775,6.1,3.782
E01000831,6.1,3.782
E01001336,6.1,3.782
E01001541,6.1,3.782
E01002132,6.1,3.782
E01002138,6.1,3.782
E01002148,6.1,3.782
E01002190,6.1,3.782
E01002239,6.1,3.782
E01002477,6.1,3.782
E01002622,6.1,3.782
E01002626,6.1,3.782
E01002630,6.1,3.782
E01002639,6.1,3.782
E01002640,6.1,3.782
E01002641,6.1,3.782
E01002662,6.1,3.782
E01002666,6.1,3.782
E01002952,6.1,3.782
E01002960,6.1,3.782
E01003528,6.1,3.782
E01003558,6.1,3.782
E01003562,6.1,3.782
E01003563,6.1,3.782
E01003573,6.1,3.782
E01003577,6.1,3.782
E01003579,6.1,3.782
E01003589,6.1,3.782
E01003590,6.1,3.782
E01003637,6.1,3.782
E01003666,6.1,3.782
E01003684,6.1,3.782
E01003685,6.1,3.782
E01003689,6.1,3.782
E01003718,6.1,3.782
E01003719,6.1,3.782
E01003733,6.1,3.782
E01003740,6.1,3.782
E01003742,6.1,3.782
E01003753,6.1,3.782
E01003755,6.1,3.782
E01003756,6.1,3.782
E01003766,6.1,3.782
E01003769,6.1,3.782
E01003773,6.1,3.782
E01003846,6.1,3.782
E01004091,6.1,3.782
E01004157,6.1,3.782
E01004436,6.1,3.782
E01004439,6.1,3.782
E01004516,6.1,3.782
E01004607,6.1,3.782
E01004629,6.1,3.782
E01016119,6.1,3.782
E01016130,6.1,3.782
E01016132,6.1,3.782
E01016184,6.1,3.782
E01016207,6.1,3.782
E01016257,6.1,3.782
E01016513,6.1,3.782
E01016619,6.1,3.782
E01016622,6.1,3.782
E01016694,6.1,3.782
E01016776,6.1,3.782
E01016777,6.1,3.782
E01016792,6.1,3.782
E01016797,6.1,3.782
E01016798,6.1,3.782
E01016799,6.1,3.782
E01016801,6.1,3.782
E01016816,6.1,3.782
E01017658,6.1,3.782
E01017669,6.1,3.782
E01017671,6.1,3.782
E01017677,6.1,3.782
E01017684,6.1,3.782
E01017716,6.1,3.782
E01017725,6.1,3.782
E01017741,6.1,3.782
E01017749,6.1,3.782
E01017767,6.1,3.782
E01017772,6.1,3.782
E01017842,6.1,3.782
E01017854,6.1,3.782
E01017877,6.1,3.782
E01017879,6.1,3.782
E01017886,6.1,3.782
E01017895,6.1,3.782
E01017936,6.1,3.782
E01020957,6.1,3.782
